trade_zeile,symbol,entry_time,exit_time,pnl_pct,allocation,capital_after
27,SOLUSDT,2021-10-16 00:00:00,2021-10-24 12:00:00,17.2,976.0,9931.57
28,BTCUSDT,2021-10-16 00:00:00,2021-10-17 20:00:00,-4.3,976.0,9718.02
29,LINKUSDT,2021-10-16 00:00:00,2021-10-17 20:00:00,-4.3,976.0,9676.05
33,ETHUSDT,2021-10-20 20:00:00,2021-10-22 12:00:00,-4.3,980.59,9763.69
34,ETHUSDT,2021-10-30 00:00:00,2021-10-31 12:00:00,-4.3,993.16,9846.15
35,BNBUSDT,2021-10-30 04:00:00,2021-10-30 12:00:00,-4.3,993.16,9888.86
36,ZECUSDT,2021-11-01 16:00:00,2021-11-03 12:00:00,-4.3,984.62,9803.82
37,SOLUSDT,2021-11-03 00:00:00,2021-11-10 08:00:00,4.5,984.62,9763.99
39,LINKUSDT,2021-11-03 12:00:00,2021-11-12 04:00:00,7.49,980.38,9753.47
38,ADAUSDT,2021-11-03 12:00:00,2021-11-04 12:00:00,-4.3,980.38,9761.66
41,BTCUSDT,2021-11-08 16:00:00,2021-11-10 20:00:00,-4.3,976.17,9680.04
40,ETHUSDT,2021-11-08 16:00:00,2021-11-10 20:00:00,-4.3,976.17,9722.02
42,DOGEUSDT,2021-11-09 04:00:00,2021-11-10 00:00:00,-4.3,976.17,9719.68
46,DOGEUSDT,2021-11-30 16:00:00,2021-12-01 20:00:00,-4.3,975.35,9711.53
47,LINKUSDT,2021-11-30 20:00:00,2021-12-02 00:00:00,-4.3,975.35,9627.65
50,AAVEUSDT,2021-12-01 00:00:00,2021-12-01 20:00:00,-4.3,975.35,9669.59
48,XRPUSDT,2021-12-01 00:00:00,2021-12-02 00:00:00,-4.3,975.35,9585.71
49,SOLUSDT,2021-12-01 00:00:00,2021-12-03 20:00:00,-4.3,975.35,9543.77
53,NEARUSDT,2021-12-22 20:00:00,2021-12-28 16:00:00,22.16,954.38,9673.19
54,DOGEUSDT,2021-12-23 16:00:00,2021-12-28 12:00:00,-4.3,954.38,9461.7
55,TRXUSDT,2021-12-24 00:00:00,2021-12-28 00:00:00,-4.3,954.38,9502.73
56,XRPUSDT,2022-01-12 16:00:00,2022-01-13 16:00:00,-4.3,967.32,9631.59
57,BNBUSDT,2022-01-12 16:00:00,2022-01-13 16:00:00,-4.3,967.32,9590.0
58,SOLUSDT,2022-01-12 20:00:00,2022-01-13 20:00:00,-4.3,967.32,9548.4
59,ETHUSDT,2022-01-13 00:00:00,2022-01-14 08:00:00,-4.3,967.32,9506.81
60,DOGEUSDT,2022-01-13 00:00:00,2022-01-17 00:00:00,1.56,967.32,9521.9
64,DOGEUSDT,2022-01-27 04:00:00,2022-02-02 20:00:00,-4.3,952.19,9480.95
63,BTCUSDT,2022-01-27 04:00:00,2022-02-04 12:00:00,8.87,952.19,9565.41
66,LINKUSDT,2022-01-27 20:00:00,2022-02-05 00:00:00,17.44,952.19,9731.48
65,ETHUSDT,2022-01-27 20:00:00,2022-02-11 16:00:00,23.16,952.19,9868.31
67,ZECUSDT,2022-01-28 08:00:00,2022-02-11 20:00:00,31.94,952.19,10172.44
70,BTCUSDT,2022-02-05 00:00:00,2022-02-12 00:00:00,1.73,973.15,10189.28
71,BNBUSDT,2022-02-05 04:00:00,2022-02-08 16:00:00,-4.3,973.15,9647.78
72,LINKUSDT,2022-02-05 08:00:00,2022-02-06 12:00:00,-4.3,973.15,9689.63
73,BNBUSDT,2022-02-16 16:00:00,2022-02-17 12:00:00,-4.3,1018.93,10145.46
74,ETHUSDT,2022-02-17 04:00:00,2022-02-17 12:00:00,-4.3,1018.93,10101.65
75,ETHUSDT,2022-02-26 08:00:00,2022-02-27 16:00:00,-4.3,1010.16,10014.77
76,BTCUSDT,2022-02-26 08:00:00,2022-02-27 20:00:00,-4.3,1010.16,9971.34
77,AAVEUSDT,2022-02-26 20:00:00,2022-02-27 00:00:00,-4.3,1010.16,10058.21
78,LINKUSDT,2022-02-27 00:00:00,2022-02-27 20:00:00,-4.3,1005.82,9928.09
79,XRPUSDT,2022-02-27 04:00:00,2022-02-27 20:00:00,-4.3,1005.82,9884.84
80,TRXUSDT,2022-03-01 12:00:00,2022-03-03 16:00:00,-4.3,988.48,9842.33
81,ZECUSDT,2022-03-09 20:00:00,2022-03-10 04:00:00,-4.3,984.23,9800.01
82,BTCUSDT,2022-03-16 16:00:00,2022-03-31 16:00:00,11.2,980.0,9909.77
83,UNIUSDT,2022-03-16 20:00:00,2022-04-03 04:00:00,30.69,980.0,10666.04
84,BNBUSDT,2022-03-17 04:00:00,2022-04-01 00:00:00,8.62,980.0,10170.06
85,DOGEUSDT,2022-03-17 08:00:00,2022-03-31 16:00:00,17.94,980.0,10085.58
86,NEARUSDT,2022-03-17 20:00:00,2022-04-01 00:00:00,19.92,980.0,10365.27
92,ZECUSDT,2022-04-19 00:00:00,2022-04-25 04:00:00,-4.3,1066.6,10574.31
93,NEARUSDT,2022-04-20 04:00:00,2022-04-20 16:00:00,-4.3,1066.6,10620.17
94,ADAUSDT,2022-05-04 20:00:00,2022-05-05 04:00:00,-4.3,1057.43,10528.84
95,BTCUSDT,2022-05-05 00:00:00,2022-05-05 12:00:00,-4.3,1057.43,10483.37
96,BNBUSDT,2022-05-05 04:00:00,2022-05-05 12:00:00,-4.3,1052.88,10438.1
97,DOGEUSDT,2022-05-30 04:00:00,2022-06-01 16:00:00,-4.3,1043.81,10258.95
98,BTCUSDT,2022-05-30 20:00:00,2022-06-01 16:00:00,-4.3,1043.81,10214.06
99,ADAUSDT,2022-05-31 04:00:00,2022-05-31 12:00:00,-4.3,1043.81,10393.21
100,LINKUSDT,2022-05-31 04:00:00,2022-06-01 16:00:00,-4.3,1043.81,10169.18
101,NEARUSDT,2022-05-31 08:00:00,2022-05-31 12:00:00,-4.3,1043.81,10348.33
106,AAVEUSDT,2022-05-31 12:00:00,2022-05-31 16:00:00,-4.3,1034.83,10303.83
107,UNIUSDT,2022-05-31 16:00:00,2022-06-01 16:00:00,-4.3,1030.38,10124.87
108,LINKUSDT,2022-06-06 04:00:00,2022-06-07 00:00:00,-4.3,1012.49,10081.34
109,BTCUSDT,2022-06-08 00:00:00,2022-06-10 04:00:00,-0.21,1008.13,10079.22
110,BTCUSDT,2022-06-21 04:00:00,2022-06-22 00:00:00,-4.3,1007.92,10035.88
111,ETHUSDT,2022-07-05 16:00:00,2022-07-11 04:00:00,-0.58,1003.59,10030.06
112,AAVEUSDT,2022-07-15 04:00:00,2022-07-15 12:00:00,-4.3,1003.01,9986.93
113,UNIUSDT,2022-07-15 12:00:00,2022-07-21 20:00:00,6.49,998.69,10154.15
116,XRPUSDT,2022-07-16 08:00:00,2022-07-23 12:00:00,4.33,998.69,10197.4
114,ETHUSDT,2022-07-16 08:00:00,2022-07-24 12:00:00,34.32,998.69,10540.15
115,SOLUSDT,2022-07-16 08:00:00,2022-07-21 00:00:00,8.6,998.69,10029.87
117,ZECUSDT,2022-07-16 16:00:00,2022-07-17 08:00:00,-4.3,998.69,9943.98
118,DOGEUSDT,2022-07-17 08:00:00,2022-07-21 00:00:00,5.98,994.4,10089.34
119,UNIUSDT,2022-07-28 16:00:00,2022-07-29 04:00:00,-4.3,1054.01,10494.82
120,TRXUSDT,2022-07-29 00:00:00,2022-08-03 12:00:00,-2.0,1054.01,10258.36
121,ZECUSDT,2022-07-29 04:00:00,2022-07-29 12:00:00,-4.3,1049.48,10449.7
122,AAVEUSDT,2022-07-29 08:00:00,2022-08-02 00:00:00,-4.3,1049.48,10314.7
123,BNBUSDT,2022-07-29 08:00:00,2022-08-02 00:00:00,-3.36,1049.48,10279.44
124,ETHUSDT,2022-07-29 12:00:00,2022-08-01 08:00:00,-4.3,1044.97,10404.76
125,BTCUSDT,2022-07-29 12:00:00,2022-08-01 08:00:00,-4.3,1044.97,10359.83
132,BNBUSDT,2022-08-04 12:00:00,2022-08-12 00:00:00,6.56,1025.84,10193.7
133,SOLUSDT,2022-08-08 16:00:00,2022-08-09 08:00:00,-4.3,1025.84,10214.25
134,BTCUSDT,2022-08-08 20:00:00,2022-08-10 00:00:00,-4.3,1025.84,10170.14
135,AAVEUSDT,2022-08-11 00:00:00,2022-08-11 12:00:00,-4.3,1017.01,10126.4
136,XRPUSDT,2022-08-12 08:00:00,2022-08-15 04:00:00,-0.7,1019.37,10142.73
137,TRXUSDT,2022-08-12 08:00:00,2022-08-15 08:00:00,-1.78,1019.37,10124.59
138,UNIUSDT,2022-08-12 20:00:00,2022-08-14 16:00:00,-4.3,1019.37,10149.87
139,BNBUSDT,2022-09-09 08:00:00,2022-09-13 12:00:00,-3.28,1012.46,10004.31
140,BTCUSDT,2022-09-09 20:00:00,2022-09-13 12:00:00,-2.78,1012.46,9976.16
141,AAVEUSDT,2022-09-10 00:00:00,2022-09-13 00:00:00,-4.3,1012.46,10037.51
142,ZECUSDT,2022-09-10 04:00:00,2022-09-12 20:00:00,-4.3,1012.46,10081.05
143,TRXUSDT,2022-09-10 16:00:00,2022-09-13 12:00:00,-4.3,1012.46,9932.62
145,UNIUSDT,2022-10-05 00:00:00,2022-10-09 12:00:00,-0.45,993.26,9842.73
146,DOGEUSDT,2022-10-05 08:00:00,2022-10-07 16:00:00,-4.3,993.26,9847.2
147,XRPUSDT,2022-10-06 00:00:00,2022-10-10 20:00:00,-1.06,993.26,9832.21
148,LINKUSDT,2022-10-06 08:00:00,2022-10-07 12:00:00,-4.3,993.26,9889.91
149,BTCUSDT,2022-10-15 16:00:00,2022-10-21 08:00:00,-1.12,983.22,9736.64
150,ETHUSDT,2022-10-16 16:00:00,2022-10-21 08:00:00,-2.79,983.22,9709.2
151,BNBUSDT,2022-10-16 16:00:00,2022-10-21 08:00:00,-2.9,983.22,9680.69
152,ZECUSDT,2022-10-17 08:00:00,2022-10-19 20:00:00,-4.3,983.22,9747.65
153,LINKUSDT,2022-10-17 16:00:00,2022-10-19 08:00:00,-4.3,983.22,9789.93
157,XRPUSDT,2022-10-24 00:00:00,2022-11-01 04:00:00,0.55,968.07,9699.28
158,ADAUSDT,2022-10-24 04:00:00,2022-10-28 04:00:00,5.67,968.07,9735.58
159,BNBUSDT,2022-10-24 12:00:00,2022-11-07 04:00:00,19.88,968.07,9778.75
160,BTCUSDT,2022-10-24 12:00:00,2022-11-01 16:00:00,5.66,968.07,9754.07
161,SOLUSDT,2022-10-25 16:00:00,2022-10-28 04:00:00,-4.3,968.07,9693.95
164,AAVEUSDT,2022-11-04 16:00:00,2022-11-06 04:00:00,-4.3,975.41,9712.13
165,UNIUSDT,2022-11-05 00:00:00,2022-11-06 16:00:00,-4.3,975.41,9670.19
166,XRPUSDT,2022-11-05 00:00:00,2022-11-06 20:00:00,-4.3,975.41,9628.24
167,NEARUSDT,2022-11-05 08:00:00,2022-11-06 20:00:00,-4.3,975.41,9586.3
172,TRXUSDT,2022-11-06 04:00:00,2022-11-07 04:00:00,-3.21,971.21,9747.58
173,ETHUSDT,2022-11-06 20:00:00,2022-11-07 20:00:00,-0.31,958.63,9744.61
174,ZECUSDT,2022-11-23 08:00:00,2022-11-25 04:00:00,-4.3,974.46,9702.7
175,BNBUSDT,2022-11-23 16:00:00,2022-11-28 04:00:00,-0.5,974.46,9655.93
176,BTCUSDT,2022-11-24 04:00:00,2022-11-29 16:00:00,-1.49,974.46,9599.51
177,NEARUSDT,2022-11-24 08:00:00,2022-11-25 04:00:00,-4.3,974.46,9660.8
178,ETHUSDT,2022-11-24 20:00:00,2022-11-28 12:00:00,-4.3,974.46,9614.03
179,BTCUSDT,2022-11-30 16:00:00,2022-12-07 04:00:00,-2.06,959.95,9579.73
180,ZECUSDT,2022-12-01 20:00:00,2022-12-07 16:00:00,-2.97,959.95,9551.22
181,TRXUSDT,2022-12-10 00:00:00,2022-12-12 00:00:00,-3.29,955.12,9519.8
182,BTCUSDT,2022-12-13 20:00:00,2022-12-15 12:00:00,-2.24,951.98,9498.47
183,XRPUSDT,2022-12-14 16:00:00,2022-12-16 08:00:00,-4.3,951.98,9457.54
184,SOLUSDT,2022-12-15 00:00:00,2022-12-16 08:00:00,-4.3,951.98,9416.6
186,TRXUSDT,2022-12-15 04:00:00,2022-12-16 12:00:00,-2.04,951.98,9356.25
185,AAVEUSDT,2022-12-15 04:00:00,2022-12-16 08:00:00,-4.3,951.98,9375.67
189,XRPUSDT,2023-01-04 16:00:00,2023-01-06 04:00:00,-4.3,935.62,9316.02
188,AAVEUSDT,2023-01-04 16:00:00,2023-01-06 08:00:00,-4.3,935.62,9275.78
190,TRXUSDT,2023-01-10 12:00:00,2023-01-14 16:00:00,11.47,927.58,9382.18
191,ZECUSDT,2023-01-21 12:00:00,2023-01-24 20:00:00,-4.3,938.22,9341.83
192,BTCUSDT,2023-01-22 04:00:00,2023-01-26 08:00:00,0.13,938.22,9222.02
193,ETHUSDT,2023-01-22 12:00:00,2023-01-24 20:00:00,-4.3,938.22,9301.49
194,ADAUSDT,2023-01-22 16:00:00,2023-01-24 20:00:00,-4.3,938.22,9261.15
195,NEARUSDT,2023-01-22 16:00:00,2023-01-24 20:00:00,-4.3,938.22,9220.8
200,DOGEUSDT,2023-01-29 16:00:00,2023-01-30 08:00:00,-4.3,922.2,9182.37
201,ETHUSDT,2023-02-02 12:00:00,2023-02-05 16:00:00,-4.3,918.24,9103.4
202,UNIUSDT,2023-02-03 04:00:00,2023-02-06 20:00:00,-4.3,918.24,9063.92
203,AAVEUSDT,2023-02-03 04:00:00,2023-02-05 12:00:00,-4.3,918.24,9142.89
204,SOLUSDT,2023-02-15 08:00:00,2023-02-22 04:00:00,7.43,906.39,9031.47
205,BTCUSDT,2023-02-15 16:00:00,2023-02-16 20:00:00,0.55,906.39,9068.9
207,ADAUSDT,2023-02-15 16:00:00,2023-02-16 20:00:00,-2.96,906.39,9042.07
206,DOGEUSDT,2023-02-15 16:00:00,2023-02-22 00:00:00,-4.3,906.39,8964.12
208,UNIUSDT,2023-02-16 00:00:00,2023-02-16 20:00:00,-4.3,906.39,9003.1
213,ADAUSDT,2023-03-13 16:00:00,2023-03-15 12:00:00,-4.3,903.15,8992.63
216,ETHUSDT,2023-03-13 20:00:00,2023-03-22 12:00:00,7.64,903.15,9028.76
217,BNBUSDT,2023-03-13 20:00:00,2023-03-22 08:00:00,4.96,903.15,8959.76
214,SOLUSDT,2023-03-13 20:00:00,2023-03-15 12:00:00,-4.3,903.15,8953.8
215,NEARUSDT,2023-03-13 20:00:00,2023-03-15 12:00:00,-4.3,903.15,8914.96
225,ZECUSDT,2023-03-29 20:00:00,2023-04-03 00:00:00,-4.3,902.88,8989.94
226,ADAUSDT,2023-03-30 04:00:00,2023-04-05 08:00:00,4.57,902.88,9031.2
227,ETHUSDT,2023-03-30 16:00:00,2023-04-09 12:00:00,2.81,902.88,9056.57
228,NEARUSDT,2023-03-31 00:00:00,2023-04-09 20:00:00,3.91,902.88,9091.87
229,BNBUSDT,2023-04-06 00:00:00,2023-04-12 00:00:00,0.75,903.12,9059.7
230,ZECUSDT,2023-04-08 20:00:00,2023-04-19 08:00:00,0.74,903.12,8969.56
231,PROMUSDT,2023-04-09 12:00:00,2023-04-09 20:00:00,-4.3,905.66,9052.93
232,BTCUSDT,2023-04-11 00:00:00,2023-04-17 08:00:00,-2.11,905.29,8962.88
234,SOLUSDT,2023-04-11 16:00:00,2023-04-12 00:00:00,-4.3,905.29,9020.77
233,NEARUSDT,2023-04-11 16:00:00,2023-04-19 12:00:00,6.43,905.29,9027.77
235,UNIUSDT,2023-04-14 04:00:00,2023-04-17 00:00:00,-4.3,902.08,8981.98
236,DOGEUSDT,2023-04-14 12:00:00,2023-04-20 12:00:00,0.62,902.08,9033.37
237,ETHUSDT,2023-04-27 16:00:00,2023-05-01 00:00:00,-4.3,903.34,8994.52
238,NEARUSDT,2023-04-28 00:00:00,2023-05-01 12:00:00,-4.3,903.34,8955.68
239,UNIUSDT,2023-04-28 00:00:00,2023-05-01 12:00:00,-3.72,903.34,8922.08
240,DOGEUSDT,2023-04-28 04:00:00,2023-05-03 12:00:00,-4.3,903.34,8844.39
241,PROMUSDT,2023-04-28 12:00:00,2023-05-01 20:00:00,-4.3,903.34,8883.23
242,BTCUSDT,2023-05-06 04:00:00,2023-05-08 00:00:00,-4.3,884.44,8806.36
243,UNIUSDT,2023-05-06 12:00:00,2023-05-08 00:00:00,-4.3,884.44,8768.33
244,ZECUSDT,2023-05-28 04:00:00,2023-05-31 12:00:00,-3.9,876.83,8671.53
245,SOLUSDT,2023-05-28 08:00:00,2023-06-05 12:00:00,-3.18,876.83,8632.86
246,AAVEUSDT,2023-05-28 12:00:00,2023-05-31 04:00:00,-2.84,876.83,8705.72
247,PROMUSDT,2023-05-28 12:00:00,2023-06-01 00:00:00,-1.23,876.83,8660.74
248,NEARUSDT,2023-05-28 20:00:00,2023-05-31 00:00:00,-4.3,876.83,8730.62
254,DOGEUSDT,2023-06-16 12:00:00,2023-06-27 16:00:00,5.69,863.29,9017.8
255,SOLUSDT,2023-06-16 16:00:00,2023-06-27 08:00:00,8.93,863.29,8968.68
256,ETHUSDT,2023-06-18 08:00:00,2023-06-27 20:00:00,8.64,863.29,9092.38
257,AAVEUSDT,2023-06-19 00:00:00,2023-06-26 00:00:00,29.97,863.29,8891.58
258,SOLUSDT,2023-06-30 16:00:00,2023-07-01 00:00:00,-4.3,909.24,9053.29
259,ZECUSDT,2023-07-01 00:00:00,2023-07-02 12:00:00,-4.3,905.33,9014.36
260,DOGEUSDT,2023-07-02 04:00:00,2023-07-06 20:00:00,-3.91,905.33,8823.91
261,XRPUSDT,2023-07-03 00:00:00,2023-07-06 12:00:00,-4.3,901.44,8859.31
262,SUIUSDT,2023-07-03 20:00:00,2023-07-05 08:00:00,-4.3,901.44,8936.83
263,PROMUSDT,2023-07-04 00:00:00,2023-07-05 12:00:00,-4.3,901.44,8898.07
264,PEPEUSDT,2023-07-04 08:00:00,2023-07-04 12:00:00,-4.3,901.44,8975.6
265,ZECUSDT,2023-07-13 20:00:00,2023-07-14 16:00:00,-4.3,882.39,8785.97
266,AAVEUSDT,2023-07-13 20:00:00,2023-07-17 08:00:00,-4.3,882.39,8634.2
267,DOGEUSDT,2023-07-14 00:00:00,2023-07-14 16:00:00,-4.3,882.39,8748.03
268,UNIUSDT,2023-07-14 04:00:00,2023-07-16 20:00:00,-4.3,882.39,8672.14
269,PEPEUSDT,2023-07-14 08:00:00,2023-07-14 16:00:00,-4.3,882.39,8710.08
270,LINKUSDT,2023-08-08 20:00:00,2023-08-15 00:00:00,-1.44,863.42,8597.42
271,ETHUSDT,2023-08-09 00:00:00,2023-08-15 16:00:00,-1.77,863.42,8582.13
272,ADAUSDT,2023-08-09 12:00:00,2023-08-14 04:00:00,-2.82,863.42,8609.85
273,SUIUSDT,2023-08-09 16:00:00,2023-08-15 16:00:00,-4.3,863.42,8545.01
274,PEPEUSDT,2023-08-09 16:00:00,2023-08-15 16:00:00,4.62,863.42,8584.9
277,NEARUSDT,2023-08-23 16:00:00,2023-08-24 12:00:00,-4.3,858.49,8547.98
279,DOGEUSDT,2023-08-23 20:00:00,2023-08-31 16:00:00,-0.25,858.49,8337.56
278,XRPUSDT,2023-08-23 20:00:00,2023-08-25 04:00:00,-4.3,858.49,8437.24
280,LINKUSDT,2023-08-24 00:00:00,2023-08-24 16:00:00,-4.3,858.49,8511.07
281,AAVEUSDT,2023-08-24 04:00:00,2023-08-24 20:00:00,-4.3,858.49,8474.15
283,ADAUSDT,2023-08-24 12:00:00,2023-08-30 12:00:00,-0.19,854.8,8419.24
284,ETHUSDT,2023-08-24 16:00:00,2023-08-31 16:00:00,0.13,851.11,8338.66
286,UNIUSDT,2023-08-24 20:00:00,2023-08-31 12:00:00,-2.62,847.42,8397.04
287,SOLUSDT,2023-08-25 08:00:00,2023-08-25 12:00:00,-1.94,843.72,8420.87
288,SOLUSDT,2023-08-27 20:00:00,2023-08-31 12:00:00,-2.51,842.09,8375.91
289,PEPEUSDT,2023-08-31 08:00:00,2023-08-31 12:00:00,-4.3,841.92,8339.7
290,BTCUSDT,2023-09-13 12:00:00,2023-09-22 16:00:00,0.84,833.87,8350.59
291,TRXUSDT,2023-09-13 12:00:00,2023-09-21 12:00:00,2.42,833.87,8345.33
292,UNIUSDT,2023-09-15 04:00:00,2023-09-22 08:00:00,-0.21,833.87,8343.58
294,BNBUSDT,2023-09-15 08:00:00,2023-09-21 04:00:00,0.27,833.87,8340.91
293,ETHUSDT,2023-09-15 08:00:00,2023-09-21 08:00:00,-1.89,833.87,8325.15
304,ZECUSDT,2023-09-21 12:00:00,2023-09-26 08:00:00,-1.1,834.53,8341.41
305,TRXUSDT,2023-09-27 08:00:00,2023-10-02 16:00:00,2.2,834.14,8359.76
306,BNBUSDT,2023-09-27 20:00:00,2023-10-03 08:00:00,0.6,834.14,8404.3
307,ETHUSDT,2023-09-28 04:00:00,2023-10-02 16:00:00,3.1,834.14,8385.62
308,ADAUSDT,2023-09-28 20:00:00,2023-10-04 00:00:00,2.47,834.14,8424.91
309,BTCUSDT,2023-09-29 08:00:00,2023-10-02 20:00:00,1.64,834.14,8399.3
318,UNIUSDT,2023-10-16 04:00:00,2023-10-17 12:00:00,-4.3,842.49,8388.68
319,ZECUSDT,2023-10-16 08:00:00,2023-10-17 12:00:00,-4.3,842.49,8352.45
320,ADAUSDT,2023-10-16 12:00:00,2023-10-19 00:00:00,-4.3,842.49,8316.22
322,ETHUSDT,2023-10-16 12:00:00,2023-10-19 00:00:00,-2.11,842.49,8298.45
321,SOLUSDT,2023-10-16 12:00:00,2023-10-29 04:00:00,39.18,842.49,8791.1
328,ADAUSDT,2023-10-20 16:00:00,2023-11-01 12:00:00,14.59,829.84,9482.45
329,AAVEUSDT,2023-10-20 20:00:00,2023-10-26 12:00:00,19.59,829.84,8461.01
330,PROMUSDT,2023-10-21 04:00:00,2023-10-30 16:00:00,3.31,829.84,8818.57
331,PEPEUSDT,2023-10-21 16:00:00,2023-10-31 00:00:00,65.41,829.84,9361.37
336,XRPUSDT,2023-10-31 12:00:00,2023-11-09 16:00:00,10.24,936.14,9650.99
337,SOLUSDT,2023-10-31 16:00:00,2023-11-03 00:00:00,7.03,936.14,9548.26
338,AAVEUSDT,2023-11-02 12:00:00,2023-11-05 12:00:00,-4.3,948.24,9507.48
339,ADAUSDT,2023-11-03 04:00:00,2023-11-07 12:00:00,4.99,954.83,9555.13
340,BTCUSDT,2023-11-09 08:00:00,2023-11-14 16:00:00,-4.3,955.51,9715.1
341,SOLUSDT,2023-11-09 16:00:00,2023-11-13 20:00:00,15.86,965.1,9762.55
342,TRXUSDT,2023-11-10 16:00:00,2023-11-14 08:00:00,-0.66,965.1,9756.18
343,WLDUSDT,2023-11-11 16:00:00,2023-11-12 00:00:00,-4.3,965.1,9609.49
344,ZECUSDT,2023-11-25 00:00:00,2023-11-26 16:00:00,-4.3,971.51,9673.32
345,TRXUSDT,2023-11-25 04:00:00,2023-11-27 08:00:00,-1.47,971.51,9659.04
346,SOLUSDT,2023-11-30 00:00:00,2023-12-05 04:00:00,-1.51,965.9,9612.48
347,BTCUSDT,2023-11-30 08:00:00,2023-12-11 00:00:00,11.38,965.9,9722.4
348,ZECUSDT,2023-12-01 16:00:00,2023-12-11 00:00:00,5.05,965.9,9771.18
349,ETHUSDT,2023-12-02 08:00:00,2023-12-11 00:00:00,6.95,965.9,9838.31
350,AAVEUSDT,2023-12-02 12:00:00,2023-12-04 12:00:00,-3.31,965.9,9627.07
353,TRXUSDT,2023-12-06 16:00:00,2023-12-11 00:00:00,-4.3,961.25,9796.98
354,SOLUSDT,2023-12-07 20:00:00,2023-12-11 00:00:00,-4.3,961.25,9755.64
356,AAVEUSDT,2023-12-15 12:00:00,2023-12-16 00:00:00,-4.3,975.56,9713.7
357,PROMUSDT,2023-12-16 12:00:00,2023-12-17 12:00:00,-4.3,971.37,9671.93
358,SUIUSDT,2023-12-20 12:00:00,2023-12-20 20:00:00,-4.3,967.19,9630.34
359,BTCUSDT,2023-12-20 12:00:00,2023-12-26 08:00:00,-4.3,967.19,9588.65
360,BNBUSDT,2023-12-21 04:00:00,2024-01-02 00:00:00,22.09,963.03,9782.32
362,TRXUSDT,2023-12-21 20:00:00,2023-12-26 04:00:00,-0.01,963.03,9630.24
361,XRPUSDT,2023-12-21 20:00:00,2023-12-31 00:00:00,-0.91,963.03,9569.58
363,ZECUSDT,2023-12-22 04:00:00,2023-12-29 08:00:00,-1.07,963.03,9578.35
368,BTCUSDT,2024-01-02 08:00:00,2024-01-03 08:00:00,-4.3,978.23,9740.25
370,PROMUSDT,2024-01-03 04:00:00,2024-01-03 08:00:00,-4.3,978.23,9698.19
369,ETHUSDT,2024-01-03 04:00:00,2024-01-03 12:00:00,-4.3,978.23,9656.13
371,ETHUSDT,2024-01-09 20:00:00,2024-01-14 20:00:00,5.18,965.61,9540.06
372,XRPUSDT,2024-01-10 20:00:00,2024-01-12 16:00:00,-4.3,965.61,9573.08
373,PEPEUSDT,2024-01-10 20:00:00,2024-01-12 16:00:00,-4.3,965.61,9531.56
374,LINKUSDT,2024-01-10 20:00:00,2024-01-12 16:00:00,-4.3,965.61,9490.04
375,AAVEUSDT,2024-01-11 08:00:00,2024-01-11 12:00:00,-4.3,965.61,9614.6
378,PROMUSDT,2024-01-11 12:00:00,2024-01-18 08:00:00,3.73,961.46,9575.92
385,TRXUSDT,2024-01-26 12:00:00,2024-01-28 08:00:00,-2.72,957.59,9549.88
