trade_zeile,symbol,entry_time,exit_time,pnl_pct,allocation,capital_after
0,NEARUSDT,2022-02-11,2022-02-15,5.74,1000.0,10057.4
1,ZECUSDT,2022-03-31,2022-04-07,-3.44,1005.74,10022.8
2,NEARUSDT,2022-04-17,2022-04-18,2.81,1002.28,10050.97
3,NEARUSDT,2022-04-24,2022-05-01,-21.42,1005.1,9835.67
4,TRXUSDT,2022-06-11,2022-06-18,-20.39,983.57,9635.13
5,UNIUSDT,2022-08-09,2022-08-10,8.94,963.51,9721.26
6,UNIUSDT,2022-08-15,2022-08-23,-16.36,972.13,9562.22
7,BNBUSDT,2022-10-08,2022-10-16,-1.71,956.22,9545.87
8,XRPUSDT,2022-10-19,2022-10-21,2.14,954.59,9566.3
9,DOGEUSDT,2022-11-07,2022-11-12,-21.05,956.63,9364.93
10,XRPUSDT,2022-11-08,2022-11-14,-7.27,956.63,9295.38
11,DOGEUSDT,2022-11-20,2022-11-23,6.11,929.54,9352.18
12,DOGEUSDT,2022-12-07,2022-12-17,-17.6,935.22,9187.58
13,DOGEUSDT,2023-01-18,2023-01-20,7.41,918.76,9255.66
14,TRXUSDT,2023-01-18,2023-01-20,6.17,918.76,9312.35
15,BNBUSDT,2023-01-18,2023-01-20,6.12,918.76,9368.57
16,ETHUSDT,2023-01-24,2023-01-25,3.3,936.86,9399.49
17,BTCUSDT,2023-02-05,2023-02-07,1.04,939.95,9409.27
18,SOLUSDT,2023-02-06,2023-02-07,4.82,939.95,9454.57
19,ADAUSDT,2023-02-06,2023-02-07,4.04,939.95,9492.55
20,DOGEUSDT,2023-02-09,2023-02-13,0.5,949.25,9497.29
21,BTCUSDT,2023-02-09,2023-02-13,-0.4,949.25,9493.5
22,BNBUSDT,2023-02-09,2023-02-15,3.36,949.25,9622.31
24,ADAUSDT,2023-02-10,2023-02-14,7.69,949.25,9590.41
23,ETHUSDT,2023-02-10,2023-02-14,2.52,949.25,9517.42
25,ADAUSDT,2023-02-23,2023-03-05,-12.17,962.23,9627.02
28,BNBUSDT,2023-02-24,2023-02-26,1.82,962.23,9639.82
31,TRXUSDT,2023-02-24,2023-02-26,2.12,962.23,9660.22
26,BTCUSDT,2023-02-24,2023-02-27,1.02,962.23,9695.34
27,NEARUSDT,2023-02-24,2023-03-01,-0.04,962.23,9694.96
29,UNIUSDT,2023-02-24,2023-03-01,3.82,962.23,9731.71
30,AAVEUSDT,2023-02-24,2023-03-01,1.29,962.23,9744.13
32,ETHUSDT,2023-02-25,2023-02-26,2.63,962.23,9685.53
35,BTCUSDT,2023-03-03,2023-03-12,-1.9,974.41,9601.88
36,TRXUSDT,2023-03-03,2023-03-12,-4.13,974.41,9561.64
34,BNBUSDT,2023-03-03,2023-03-07,-0.68,974.41,9620.4
37,ETHUSDT,2023-03-08,2023-03-12,2.83,962.04,9588.87
38,BNBUSDT,2023-04-03,2023-04-05,1.35,958.89,9601.81
39,SOLUSDT,2023-04-08,2023-04-10,3.94,960.18,9639.64
40,BTCUSDT,2023-04-17,2023-04-18,2.93,963.96,9667.89
41,AAVEUSDT,2023-04-19,2023-04-25,-3.95,966.79,9629.7
42,ADAUSDT,2023-04-20,2023-04-25,-1.85,966.79,9611.81
43,SOLUSDT,2023-04-20,2023-04-25,-1.52,966.79,9597.12
44,NEARUSDT,2023-04-20,2023-04-25,-4.55,966.79,9553.13
47,BTCUSDT,2023-04-21,2023-04-25,3.51,966.79,9634.24
45,ETHUSDT,2023-04-21,2023-04-25,0.64,966.79,9559.32
46,XRPUSDT,2023-04-21,2023-04-25,4.24,966.79,9600.31
48,LINKUSDT,2023-04-21,2023-04-25,1.96,966.79,9653.19
49,BNBUSDT,2023-04-29,2023-04-30,4.55,965.32,9697.11
50,BTCUSDT,2023-05-01,2023-05-03,3.11,969.71,9727.27
51,ADAUSDT,2023-05-01,2023-05-05,1.61,969.71,9742.88
52,XRPUSDT,2023-05-04,2023-05-05,1.07,972.73,9753.29
53,SOLUSDT,2023-05-08,2023-05-12,1.06,975.33,9763.63
56,ADAUSDT,2023-05-08,2023-05-12,1.12,975.33,9774.55
57,XRPUSDT,2023-05-08,2023-05-12,0.21,975.33,9776.6
54,BNBUSDT,2023-05-08,2023-05-13,-1.29,975.33,9764.02
55,BTCUSDT,2023-05-08,2023-05-15,-2.13,975.33,9743.25
58,ETHUSDT,2023-05-11,2023-05-15,0.92,975.33,9752.22
59,BTCUSDT,2023-06-05,2023-06-06,5.54,975.22,9806.25
60,ETHUSDT,2023-06-05,2023-06-06,3.8,975.22,9843.31
61,TRXUSDT,2023-06-07,2023-06-13,-6.59,984.33,9778.44
