signal_time,entry_time,direction,entry_price,exit_time,exit_price,result,pnl_pct_gross,pnl_pct,fib_score
2018-11-15 14:00:00,2018-11-15 15:00:00,long,5675.1199999999999,2018-11-19 05:00:00,5504.8663999999999,stop_loss,-3,-3.2999999999999998,0.33000000000000002
2018-12-07 21:00:00,2018-12-08 00:00:00,long,3488.3400000000001,2018-12-08 08:00:00,3383.6898000000001,stop_loss,-3,-3.2999999999999998,0.67000000000000004
2019-05-17 12:00:00,2019-05-17 13:00:00,long,7200.29,2019-05-17 16:00:00,6984.2812999999996,stop_loss,-3,-3.2999999999999998,0.67000000000000004
2019-06-06 18:00:00,2019-06-06 23:00:00,long,7786.6999999999998,2019-06-09 22:00:00,7553.0989999999993,stop_loss,-3,-3.2999999999999998,0.33000000000000002
2019-07-01 19:00:00,2019-07-01 20:00:00,long,10524.09,2019-07-02 04:00:00,10208.3673,stop_loss,-3,-3.2999999999999998,0.66000000000000003
2019-07-15 02:00:00,2019-07-15 03:00:00,long,10244.809999999999,2019-07-15 23:00:00,11018.359999999999,take_profit,7.5499999999999998,7.25,0.67000000000000004
2019-08-16 05:00:00,2019-08-16 09:00:00,long,10094.950000000001,2019-08-22 01:00:00,9792.1015000000007,stop_loss,-3,-3.2999999999999998,1
2019-11-22 14:00:00,2019-11-22 15:00:00,long,7124.3500000000004,2019-11-24 23:00:00,6910.6194999999998,stop_loss,-3,-3.2999999999999998,0.34000000000000002
2020-02-28 12:00:00,2020-02-28 23:00:00,long,8692.9099999999999,2020-03-01 19:00:00,8432.1226999999999,stop_loss,-3,-3.2999999999999998,0.66000000000000003
2020-03-12 13:00:00,2020-03-12 14:00:00,long,6094.1899999999996,2020-03-12 20:00:00,5911.3642999999993,stop_loss,-3,-3.2999999999999998,0.33000000000000002
2020-03-13 02:00:00,2020-03-13 03:00:00,long,5167.2600000000002,2020-03-13 04:00:00,5012.2421999999997,stop_loss,-3,-3.2999999999999998,0.34000000000000002
2020-03-21 00:00:00,2020-03-21 02:00:00,long,6278.3699999999999,2020-03-21 05:00:00,6090.0189,stop_loss,-3,-3.2999999999999998,0.34000000000000002
2021-01-21 14:00:00,2021-01-21 19:00:00,long,32468.66,2021-01-21 21:00:00,31494.600200000001,stop_loss,-3,-3.2999999999999998,0.67000000000000004
2021-04-23 08:00:00,2021-04-23 10:00:00,long,49455.529999999999,2021-04-25 20:00:00,47971.864099999999,stop_loss,-3,-3.2999999999999998,0.66000000000000003
2021-06-22 00:00:00,2021-06-22 01:00:00,long,32622.650000000001,2021-06-22 08:00:00,31643.970499999999,stop_loss,-3,-3.2999999999999998,0.66000000000000003
2021-12-04 05:00:00,2021-12-04 06:00:00,long,47482.790000000001,2021-12-13 19:00:00,46058.306299999997,stop_loss,-3,-3.2999999999999998,0.33000000000000002
2022-01-07 15:00:00,2022-01-07 16:00:00,long,42135.260000000002,2022-01-08 17:00:00,40871.2022,stop_loss,-3,-3.2999999999999998,0.33000000000000002
2022-02-22 03:00:00,2022-02-22 10:00:00,long,37707.209999999999,2022-02-24 02:00:00,36575.993699999999,stop_loss,-3,-3.2999999999999998,0.66000000000000003
2022-04-18 05:00:00,2022-04-18 17:00:00,long,40211.029999999999,2022-04-24 16:00:00,39004.699099999998,stop_loss,-3,-3.2999999999999998,0.33000000000000002
2022-06-13 03:00:00,2022-06-13 04:00:00,long,25389.990000000002,2022-06-13 07:00:00,24628.290300000001,stop_loss,-3,-3.2999999999999998,0.33000000000000002
2022-06-18 20:00:00,2022-06-18 21:00:00,long,18517.720000000001,2022-06-19 05:00:00,17962.188399999999,stop_loss,-3,-3.2999999999999998,0.33000000000000002
2022-11-09 10:00:00,2022-11-09 12:00:00,long,17619.849999999999,2022-11-09 15:00:00,17091.254499999999,stop_loss,-3,-3.2999999999999998,0.33000000000000002
2022-11-10 11:00:00,2022-11-10 13:00:00,long,17650.93,2022-11-10 17:00:00,17121.402099999999,stop_loss,-3,-3.2999999999999998,0.67000000000000004
2023-03-11 08:00:00,2023-03-12 17:00:00,long,20785.52,2023-03-13 14:00:00,22632.321920000002,take_profit,8.8900000000000006,8.5899999999999999,0.33000000000000002
2024-05-01 20:00:00,2024-05-02 12:00:00,long,58556.589999999997,2024-05-03 20:00:00,62557.020060000003,take_profit,6.8300000000000001,6.5300000000000002,1
2024-08-05 01:00:00,2024-08-05 02:00:00,long,54697.980000000003,2024-08-05 05:00:00,53057.0406,stop_loss,-3,-3.2999999999999998,0.33000000000000002
2025-03-11 00:00:00,2025-03-11 03:00:00,long,79522.289999999994,2025-03-19 18:00:00,85712.462479999987,take_profit,7.7800000000000002,7.4800000000000004,0.33000000000000002
2026-01-31 18:00:00,2026-01-31 23:00:00,long,78741.089999999997,2026-02-01 21:00:00,76378.857299999989,stop_loss,-3,-3.2999999999999998,0.33000000000000002
