entry_time,entry_price,exit_time,exit_price,result,pnl_pct
2019-03-06 16:00:00,3855.5,2019-03-12 08:00:00,3885.1799999999998,t3_crossunder,0.46999999999999997
2019-06-09 00:00:00,7873.3100000000004,2019-06-09 16:00:00,7637.1107000000002,stop_loss,-3.2999999999999998
2019-08-19 04:00:00,10722.1,2019-08-21 00:00:00,10400.437,stop_loss,-3.2999999999999998
2019-09-30 08:00:00,8031.3000000000002,2019-10-06 16:00:00,7790.3609999999999,stop_loss,-3.2999999999999998
2019-10-26 08:00:00,9224.2199999999993,2019-10-26 16:00:00,8947.4933999999994,stop_loss,-3.2999999999999998
2019-11-27 04:00:00,7069.3999999999996,2019-11-27 08:00:00,6857.3179999999993,stop_loss,-3.2999999999999998
2019-12-20 00:00:00,7134.1400000000003,2019-12-25 00:00:00,7229.5799999999999,trend_flip,1.04
2020-02-06 16:00:00,9747.2900000000009,2020-02-11 00:00:00,9733.3899999999994,trend_flip,-0.44
2020-02-23 20:00:00,9936.3999999999996,2020-02-24 00:00:00,9638.3079999999991,stop_loss,-3.2999999999999998
2020-03-03 00:00:00,8866.6000000000004,2020-03-08 04:00:00,8740.2900000000009,trend_flip,-1.72
2020-03-17 20:00:00,5312.6400000000003,2020-03-18 04:00:00,5153.2608,stop_loss,-3.2999999999999998
2020-04-23 20:00:00,7482.3900000000003,2020-04-30 20:00:00,8620,trend_flip,14.9
2020-05-07 16:00:00,9863.9300000000003,2020-05-09 04:00:00,9568.0120999999999,stop_loss,-3.2999999999999998
2020-05-14 16:00:00,9660,2020-05-15 00:00:00,9370.1999999999989,stop_loss,-3.2999999999999998
2020-06-17 04:00:00,9513,2020-06-19 00:00:00,9227.6100000000006,stop_loss,-3.2999999999999998
2020-06-22 12:00:00,9492.2600000000002,2020-06-24 08:00:00,9331.3199999999997,trend_flip,-2
2020-06-30 20:00:00,9138.5499999999993,2020-07-04 16:00:00,9129.3099999999995,t3_crossunder,-0.40000000000000002
2020-09-09 12:00:00,10246.110000000001,2020-09-21 00:00:00,10962.76,t3_crossunder,6.6900000000000004
2020-10-20 00:00:00,11741,2020-10-27 00:00:00,13083.24,t3_crossunder,11.130000000000001
2020-10-28 04:00:00,13664.370000000001,2020-10-28 12:00:00,13254.438900000001,stop_loss,-3.2999999999999998
2020-11-01 00:00:00,13690.01,2020-11-02 12:00:00,13279.3097,stop_loss,-3.2999999999999998
2020-11-12 20:00:00,16291.860000000001,2020-11-14 08:00:00,15803.1042,stop_loss,-3.2999999999999998
2020-12-13 12:00:00,19211.34,2020-12-22 08:00:00,23119.48,t3_crossunder,20.039999999999999
2020-12-26 12:00:00,25629.990000000002,2021-01-04 08:00:00,30743.060000000001,trend_flip,19.649999999999999
2021-02-17 16:00:00,52142.349999999999,2021-02-22 12:00:00,50578.0795,stop_loss,-3.2999999999999998
2021-03-02 08:00:00,48844.129999999997,2021-03-02 16:00:00,47378.806099999994,stop_loss,-3.2999999999999998
2021-04-26 20:00:00,54001.389999999999,2021-04-29 20:00:00,52381.348299999998,stop_loss,-3.2999999999999998
2021-05-25 04:00:00,38985.059999999998,2021-05-25 08:00:00,37815.508199999997,stop_loss,-3.2999999999999998
2021-06-10 16:00:00,36675.089999999997,2021-06-12 00:00:00,35574.837299999999,stop_loss,-3.2999999999999998
2021-06-25 00:00:00,35052.07,2021-06-25 04:00:00,34000.507899999997,stop_loss,-3.2999999999999998
2021-07-22 08:00:00,31913.639999999999,2021-08-02 08:00:00,39542.419999999998,t3_crossunder,23.600000000000001
2021-08-21 00:00:00,48828.169999999998,2021-08-25 08:00:00,47363.3249,stop_loss,-3.2999999999999998
2021-09-14 16:00:00,46474.889999999999,2021-09-20 00:00:00,45542.760000000002,trend_flip,-2.3100000000000001
2021-09-27 00:00:00,44038.75,2021-09-27 20:00:00,42717.587500000001,stop_loss,-3.2999999999999998
2021-10-11 16:00:00,57488.330000000002,2021-10-12 16:00:00,55763.680099999998,stop_loss,-3.2999999999999998
2021-11-08 08:00:00,66037.210000000006,2021-11-10 20:00:00,64056.093700000005,stop_loss,-3.2999999999999998
2021-12-08 16:00:00,50423.209999999999,2021-12-09 08:00:00,48910.513699999996,stop_loss,-3.2999999999999998
2022-01-11 08:00:00,41809.989999999998,2022-01-18 00:00:00,42040.540000000001,t3_crossunder,0.25
2022-01-26 08:00:00,38072.769999999997,2022-01-26 20:00:00,36930.586899999995,stop_loss,-3.2999999999999998
2022-02-05 04:00:00,41379.989999999998,2022-02-11 16:00:00,42742.629999999997,t3_crossunder,2.9900000000000002
2022-02-25 16:00:00,38676.139999999999,2022-02-27 16:00:00,37515.855799999998,stop_loss,-3.2999999999999998
2022-03-09 20:00:00,41941.709999999999,2022-03-10 00:00:00,40683.458699999996,stop_loss,-3.2999999999999998
2022-04-15 04:00:00,40239.43,2022-04-18 04:00:00,39032.247100000001,stop_loss,-3.2999999999999998
2022-05-04 08:00:00,39002.300000000003,2022-05-05 12:00:00,37832.231,stop_loss,-3.2999999999999998
2022-05-15 00:00:00,29721.650000000001,2022-05-18 16:00:00,28830.000500000002,stop_loss,-3.2999999999999998
2022-05-30 08:00:00,30665.369999999999,2022-06-01 16:00:00,30126.720000000001,trend_flip,-2.0600000000000001
2022-06-07 00:00:00,29563.619999999999,2022-06-09 20:00:00,30109.93,t3_crossunder,1.55
2022-06-20 12:00:00,20824.740000000002,2022-06-20 16:00:00,20199.997800000001,stop_loss,-3.2999999999999998
2022-07-28 20:00:00,23842.93,2022-08-01 04:00:00,23127.642100000001,stop_loss,-3.2999999999999998
2022-08-24 04:00:00,21317.849999999999,2022-08-26 12:00:00,20678.314499999997,stop_loss,-3.2999999999999998
2022-08-31 12:00:00,20140.630000000001,2022-09-06 16:00:00,19536.411100000001,stop_loss,-3.2999999999999998
2022-09-09 16:00:00,21291.619999999999,2022-09-13 12:00:00,20829.77,trend_flip,-2.4700000000000002
2022-10-14 16:00:00,19168.18,2022-10-20 12:00:00,19253.299999999999,t3_crossunder,0.14000000000000001
2022-10-24 00:00:00,19391.970000000001,2022-10-31 16:00:00,20371.720000000001,t3_crossunder,4.75
2022-11-05 08:00:00,21404.630000000001,2022-11-07 04:00:00,20762.491099999999,stop_loss,-3.2999999999999998
2022-11-15 00:00:00,16823.060000000001,2022-11-20 20:00:00,16318.368200000001,stop_loss,-3.2999999999999998
2022-11-30 16:00:00,17062.849999999999,2022-12-06 16:00:00,16970.93,t3_crossunder,-0.83999999999999997
2023-01-21 20:00:00,22783.549999999999,2023-01-25 16:00:00,22748.860000000001,t3_crossunder,-0.45000000000000001
2023-01-30 04:00:00,23642.810000000001,2023-01-30 16:00:00,22933.525700000002,stop_loss,-3.2999999999999998
2023-02-14 20:00:00,22199.84,2023-02-16 20:00:00,23517.720000000001,trend_flip,5.6399999999999997
2023-03-13 12:00:00,23981.720000000001,2023-03-22 12:00:00,28595.07,t3_crossunder,18.940000000000001
2023-03-30 08:00:00,28644.790000000001,2023-03-30 16:00:00,27785.4463,stop_loss,-3.2999999999999998
2023-04-26 00:00:00,28309.099999999999,2023-04-26 16:00:00,27884.240000000002,trend_flip,-1.8
2023-05-15 08:00:00,27336.119999999999,2023-05-18 16:00:00,26516.036399999997,stop_loss,-3.2999999999999998
2023-08-23 04:00:00,26057.130000000001,2023-08-31 16:00:00,26162.790000000001,trend_flip,0.11
2023-09-28 16:00:00,27100,2023-10-02 20:00:00,27494.509999999998,trend_flip,1.1599999999999999
2023-12-15 16:00:00,42096.080000000002,2023-12-18 00:00:00,40833.1976,stop_loss,-3.2999999999999998
2024-01-18 16:00:00,41022.32,2024-01-19 00:00:00,41055.870000000003,t3_crossunder,-0.22
2024-01-22 08:00:00,40815.989999999998,2024-01-22 16:00:00,39591.510299999994,stop_loss,-3.2999999999999998
2024-01-26 12:00:00,41422.989999999998,2024-02-02 04:00:00,43086.889999999999,t3_crossunder,3.7200000000000002
2024-04-19 20:00:00,63818.010000000002,2024-04-25 20:00:00,64498.339999999997,t3_crossunder,0.77000000000000002
2024-05-04 08:00:00,63873.309999999998,2024-05-08 12:00:00,61957.110699999997,stop_loss,-3.2999999999999998
2024-07-27 16:00:00,68246,2024-07-29 20:00:00,66784.690000000002,trend_flip,-2.4399999999999999
2024-08-08 16:00:00,59414.510000000002,2024-08-15 04:00:00,58060.370000000003,t3_crossunder,-2.5800000000000001
2024-09-03 20:00:00,57487.730000000003,2024-09-04 00:00:00,55763.098100000003,stop_loss,-3.2999999999999998
2024-09-10 04:00:00,57218.57,2024-09-16 12:00:00,57881.690000000002,trend_flip,0.85999999999999999
2024-09-19 04:00:00,62093.989999999998,2024-09-24 08:00:00,63478.339999999997,t3_crossunder,1.9299999999999999
2024-09-27 08:00:00,65437.349999999999,2024-09-30 08:00:00,63474.229499999994,stop_loss,-3.2999999999999998
2024-10-06 08:00:00,62101.919999999998,2024-10-09 16:00:00,61031.980000000003,trend_flip,-2.02
2024-10-12 20:00:00,63206.220000000001,2024-10-21 08:00:00,68238.009999999995,t3_crossunder,7.6600000000000001
2024-11-06 12:00:00,74298,2024-11-16 20:00:00,90586.919999999998,t3_crossunder,21.620000000000001
2024-12-25 16:00:00,99018.520000000004,2024-12-26 08:00:00,96047.964399999997,stop_loss,-3.2999999999999998
2025-03-02 16:00:00,93522,2025-03-03 12:00:00,90716.339999999997,stop_loss,-3.2999999999999998
2025-04-02 12:00:00,86757.669999999998,2025-04-02 20:00:00,84154.939899999998,stop_loss,-3.2999999999999998
2025-05-08 04:00:00,99252.339999999997,2025-05-13 16:00:00,104792.22,t3_crossunder,5.2800000000000002
2025-08-23 08:00:00,115310.13,2025-08-24 16:00:00,111850.82610000001,stop_loss,-3.2999999999999998
2025-09-29 12:00:00,113815.57000000001,2025-10-07 12:00:00,121846.00999999999,trend_flip,6.7599999999999998
2025-10-20 08:00:00,111016.75,2025-10-21 04:00:00,107686.2475,stop_loss,-3.2999999999999998
2025-11-09 12:00:00,103762.17,2025-11-12 12:00:00,102173.50999999999,trend_flip,-1.8300000000000001
2025-11-24 12:00:00,86616.440000000002,2025-12-01 00:00:00,86346.130000000005,trend_flip,-0.60999999999999999
2026-02-08 20:00:00,70330.380000000005,2026-02-10 12:00:00,68220.468600000007,stop_loss,-3.2999999999999998
2026-02-26 16:00:00,67589.220000000001,2026-02-27 16:00:00,65561.543399999995,stop_loss,-3.2999999999999998
2026-04-14 20:00:00,74131.550000000003,2026-04-19 20:00:00,73801.789999999994,trend_flip,-0.73999999999999999
2026-05-12 04:00:00,80865.399999999994,2026-05-12 20:00:00,80504.470000000001,t3_crossunder,-0.75
2026-05-21 16:00:00,77690.559999999998,2026-05-22 20:00:00,75359.843199999988,stop_loss,-3.2999999999999998
2026-06-08 12:00:00,63774.480000000003,2026-06-09 12:00:00,61861.245600000002,stop_loss,-3.2999999999999998
2026-06-30 00:00:00,59627.480000000003,2026-07-01 00:00:00,57838.655599999998,stop_loss,-3.2999999999999998
2026-07-02 04:00:00,60149.989999999998,2026-07-08 12:00:00,61704.010000000002,trend_flip,2.2799999999999998
2026-07-15 20:00:00,64756.279999999999,2026-07-17 04:00:00,62813.5916,stop_loss,-3.2999999999999998
2026-09-04 04:00:00,80656.869999999995,2026-09-08 04:00:00,78237.1639,stop_loss,-3.2999999999999998
