entry_time,direction,entry_price,exit_time,exit_price,result,pnl_pct_gross,pnl_pct,fib_score,symbol,passive_pnl_pct
2025-03-13,long,106.50014032524564,2025-03-24,117.675770478121,take_profit,10.49,10.19,0.33,KKR,13.08
2025-03-13,long,161.1959991455078,2025-03-14,168.15186291503906,take_profit,4.32,4.02,0.34,NOW,4.46
2025-03-13,long,35.90999984741211,2025-03-17,39.926719955444334,take_profit,11.19,10.89,0.67,HOOD,16.71
2025-03-13,long,93.2699966430664,2025-03-19,98.35579736328125,take_profit,5.45,5.15,1.0,FTNT,4.95
2025-03-13,long,260.92999267578125,2025-03-14,284.23971728515625,take_profit,8.93,8.63,0.33,APP,11.95
2025-03-13,long,128.61946922264718,2025-03-17,135.8677589120245,take_profit,5.64,5.34,0.33,BX,8.68
2025-03-31,long,108.06939578201096,2025-04-02,114.85586192899123,take_profit,6.28,5.98,0.33,MS,6.02
2025-03-31,long,38.92180237714258,2025-04-03,37.7541483058283,stop_loss,-3.0,-3.3,0.34,WDC,-12.96
2025-03-31,long,139.5854315697438,2025-04-03,135.3978686226515,stop_loss,-3.0,-3.3,0.33,AMAT,-4.3
2025-03-31,long,167.63621351836778,2025-04-02,176.74301838414218,take_profit,5.43,5.13,0.34,COF,6.08
2025-04-04,long,63.09127378565034,2025-04-09,74.04620200858001,take_profit,17.36,17.06,0.67,STX,15.87
2025-04-07,long,25.677519128008143,2025-04-09,27.404568959217105,take_profit,6.73,6.43,0.33,CSX,9.01
2025-04-07,long,78.76877014712318,2025-04-08,84.6387638047066,take_profit,7.45,7.15,0.34,WMT,2.18
2025-04-07,long,136.7735693661445,2025-04-08,151.09596701701065,take_profit,10.47,10.17,0.33,AVGO,12.68
2025-04-07,long,78.62141692299748,2025-04-09,87.53738115125434,take_profit,11.34,11.04,0.33,DIS,13.86
2025-04-09,long,681.783758483122,2025-04-14,739.3788173124318,take_profit,8.45,8.15,0.67,LLY,9.18
2025-04-10,long,181.88129692496372,2025-04-11,195.57240057311796,take_profit,7.53,7.23,0.67,AAPL,7.98
2025-04-10,long,85.05999755859375,2025-04-11,92.33823849487305,take_profit,8.56,8.26,0.33,AMD,9.5
2025-04-10,long,29.67767088845576,2025-04-11,32.740588021882296,take_profit,10.32,10.02,0.33,FCX,10.02
2025-04-10,long,33.693164348065984,2025-04-15,36.456705730330754,take_profit,8.2,7.9,0.34,BAC,9.4
2025-04-10,long,125.86512964413896,2025-04-11,133.25843492955585,take_profit,5.87,5.57,0.34,QCOM,7.4
