entry_time,entry_price,exit_time,exit_price,result,pnl_pct,holding_days
1992-12-21,0.42939427495002741,1993-01-13,0.4573005735874176,time_exit,6.2000000000000002,23
1993-10-15,0.2052136957645416,1993-11-05,0.23154634237289429,time_exit,12.529999999999999,21
1994-03-07,0.27711313962936401,1994-03-18,0.26325748264789578,stop_loss,-5.2999999999999998,11
1994-07-12,0.20842543244361869,1994-07-20,0.19800416082143774,stop_loss,-5.2999999999999998,8
1995-04-12,0.28911978006362909,1995-04-19,0.27466379106044764,stop_loss,-5.2999999999999998,7
1995-05-08,0.30023998022079468,1995-05-30,0.31222358345985413,time_exit,3.6899999999999999,22
1995-06-20,0.35218068957328791,1995-07-12,0.34939312934875488,time_exit,-1.0900000000000001,22
1995-11-06,0.28419104218482971,1995-11-28,0.29909637570381159,time_exit,4.9400000000000004,22
1996-05-07,0.20095504820346829,1996-05-29,0.19090729579329488,stop_loss,-5.2999999999999998,22
1996-10-14,0.18880417943000791,1996-10-29,0.17936397045850749,stop_loss,-5.2999999999999998,15
1997-02-18,0.1336584389209747,1997-02-21,0.12697551697492596,stop_loss,-5.2999999999999998,3
1997-03-20,0.12898541986942291,1997-03-21,0.12253614887595177,stop_loss,-5.2999999999999998,1
1997-03-27,0.1392669677734375,1997-03-31,0.13230361938476562,stop_loss,-5.2999999999999998,4
1997-10-15,0.1780561208724975,1997-10-16,0.16915331482887261,stop_loss,-5.2999999999999998,1
1998-02-18,0.15375442802906031,1998-03-11,0.1953473836183548,time_exit,26.75,21
1998-04-16,0.214040532708168,1998-04-23,0.20333850607275961,stop_loss,-5.2999999999999998,7
1998-07-01,0.22385476529598231,1998-07-23,0.26124194264411921,time_exit,16.399999999999999,22
1999-04-05,0.27713128924369812,1999-04-12,0.2632747247815132,stop_loss,-5.2999999999999998,7
1999-04-23,0.29302060604095459,1999-05-14,0.33180958032608032,time_exit,12.94,21
1999-06-07,0.36592558026313782,1999-06-11,0.34762930124998093,stop_loss,-5.2999999999999998,4
1999-08-11,0.44630753993988032,1999-09-01,0.51313704252243042,time_exit,14.67,21
2000-01-20,0.84868592023849487,2000-01-24,0.80625162422657004,stop_loss,-5.2999999999999998,4
2000-03-01,0.9743991494178772,2000-03-02,0.92567919194698334,stop_loss,-5.2999999999999998,1
2000-03-03,0.95710748434066761,2000-03-07,0.90925211012363416,stop_loss,-5.2999999999999998,4
2000-03-21,1.0089828968048096,2000-03-30,0.95853375196456903,stop_loss,-5.2999999999999998,9
2000-06-20,0.75708740949630737,2000-07-12,0.88046479225158691,time_exit,16,22
2000-08-23,0.81223315000534058,2000-09-14,0.85032159090042114,time_exit,4.3899999999999997,22
2001-01-03,0.2448853403329849,2001-01-25,0.29816189408302302,time_exit,21.460000000000001,22
2001-03-06,0.32152888178825378,2001-03-09,0.30545243769884106,stop_loss,-5.2999999999999998,3
2001-03-23,0.3439604640007019,2001-03-26,0.3267624408006668,stop_loss,-5.2999999999999998,3
2001-04-19,0.38463813066482538,2001-04-23,0.36540622413158408,stop_loss,-5.2999999999999998,4
2001-06-25,0.35876607894897461,2001-06-27,0.34082777500152589,stop_loss,-5.2999999999999998,2
2001-10-11,0.26529857516288757,2001-11-01,0.27800977230072021,time_exit,4.4900000000000002,21
2002-04-16,0.38493701815605158,2002-04-22,0.36569016724824899,stop_loss,-5.2999999999999998,6
2002-10-25,0.2306030392646789,2002-11-15,0.2385291308164596,time_exit,3.1400000000000001,21
2003-02-18,0.22836039960384369,2003-02-24,0.21694237962365148,stop_loss,-5.2999999999999998,6
2004-01-05,0.33154845237731928,2004-01-27,0.3450072705745697,time_exit,3.7599999999999998,22
2004-02-11,0.35592460632324219,2004-02-19,0.33812837600708007,stop_loss,-5.2999999999999998,8
2004-05-25,0.42486590147018433,2004-06-17,0.4906676709651947,time_exit,15.19,23
2004-08-25,0.49425703287124628,2004-09-16,0.54360747337341309,time_exit,9.6799999999999997,22
2004-10-14,0.67266708612442017,2004-11-04,0.81428897380828857,time_exit,20.75,21
2005-01-07,1.0356210470199585,2005-01-11,0.98383999466896055,stop_loss,-5.2999999999999998,4
2005-01-13,1.0438463687896729,2005-02-04,1.1790372133255005,time_exit,12.65,22
2005-05-23,1.1892070770263672,2005-06-03,1.1297467231750489,stop_loss,-5.2999999999999998,11
2005-07-14,1.2188174724578855,2005-08-04,1.2774403095245359,time_exit,4.5099999999999998,21
2005-08-12,1.3788349628448486,2005-09-02,1.382422924041748,time_exit,-0.040000000000000001,21
2005-09-06,1.4595896005630491,2005-09-27,1.5983706712722778,time_exit,9.2100000000000009,21
2006-01-10,2.4184925556182861,2006-01-20,2.2975679278373717,stop_loss,-5.2999999999999998,10
2006-09-05,2.1379396915435791,2006-09-26,2.321286678314209,time_exit,8.2799999999999994,21
2006-10-19,2.362560510635376,2006-11-09,2.492668628692627,time_exit,5.21,21
2007-02-21,2.6679389476776123,2007-02-27,2.5345420002937318,stop_loss,-5.2999999999999998,6
2007-04-26,2.9562673568725586,2007-05-17,3.2733094692230225,time_exit,10.42,21
2007-07-03,3.8036074638366699,2007-07-25,4.1053957939147949,time_exit,7.6299999999999999,22
2007-09-24,4.434999942779541,2007-10-15,4.9943103790283203,time_exit,12.31,21
2008-03-18,3.9725959300994873,2008-04-09,4.529512882232666,time_exit,13.720000000000001,22
2008-04-21,5.0296049118041992,2008-04-22,4.7781246662139889,stop_loss,-5.2999999999999998,1
2009-03-17,2.9807934761047363,2009-04-07,3.4396069049835205,time_exit,15.09,21
2009-05-04,3.9501662254333496,2009-05-12,3.752657914161682,stop_loss,-5.2999999999999998,8
2009-06-01,4.1679096221923828,2009-06-22,4.1086869239807129,time_exit,-1.72,21
2009-07-15,4.3931264877319336,2009-08-05,4.9383783340454102,time_exit,12.109999999999999,21
2009-09-16,5.4396638870239258,2009-10-07,5.6903057098388672,time_exit,4.3099999999999996,21
2009-10-20,5.9448370933532724,2009-10-30,5.6475952386856081,stop_loss,-5.2999999999999998,10
2009-12-24,6.2523102760314941,2010-01-19,6.431767463684082,time_exit,2.5699999999999998,26
2010-03-01,6.2508153915405273,2010-03-22,6.7221884727478027,time_exit,7.2400000000000002,21
2010-04-05,7.1331486701965332,2010-04-26,8.0606441497802734,time_exit,12.699999999999999,21
2010-09-08,7.8638372421264648,2010-09-29,8.5951290130615234,time_exit,9,21
2010-10-15,9.4137535095214844,2010-11-05,9.4852437973022461,time_exit,0.46000000000000002,21
2011-01-03,9.8573150634765625,2011-01-25,10.211149215698242,time_exit,3.29,22
2011-02-08,10.623899459838867,2011-03-02,10.531777381896973,time_exit,-1.1699999999999999,22
2011-12-27,12.159164428710938,2012-01-19,12.793843269348145,time_exit,4.9199999999999999,23
2012-01-25,13.359437942504885,2012-02-15,14.885122299194336,time_exit,11.119999999999999,21
2012-06-18,17.520465850830078,2012-07-10,18.191335678100582,time_exit,3.5299999999999998,22
2012-09-14,20.764701843261719,2012-10-01,19.726466751098631,stop_loss,-5.2999999999999998,17
2013-07-29,13.680883407592772,2013-08-19,15.61490535736084,time_exit,13.84,21
2013-10-18,15.650269508361816,2013-11-08,16.102630615234375,time_exit,2.5899999999999999,21
2013-11-26,16.499813079833984,2013-12-18,17.03712272644043,time_exit,2.96,22
2014-03-25,16.959245681762695,2014-04-11,16.111283397674558,stop_loss,-5.2999999999999998,17
2014-07-07,21.021823883056641,2014-07-28,21.689914703369141,time_exit,2.8799999999999999,21
2015-04-23,28.781864166259769,2015-05-14,28.741609573364254,time_exit,-0.44,21
2015-10-22,25.86027717590332,2015-11-12,26.020439147949219,time_exit,0.32000000000000001,21
2016-03-01,22.727518081665039,2016-03-22,24.126945495605469,time_exit,5.8600000000000003,21
2016-05-25,22.658910751342773,2016-06-16,22.188091278076168,time_exit,-2.3799999999999999,22
2016-07-18,22.706680297851559,2016-08-08,24.782665252685547,time_exit,8.8399999999999999,21
2016-09-14,25.560192108154297,2016-10-05,25.852909088134769,time_exit,0.84999999999999998,21
2016-10-11,26.596141815185547,2016-11-01,25.496160507202148,time_exit,-4.4400000000000004,21
2017-01-09,27.351018905639648,2017-01-31,27.89348030090332,time_exit,1.6799999999999999,22
2017-02-01,29.594442367553711,2017-02-23,31.518817901611328,time_exit,6.2000000000000002,22
2017-03-28,33.197139739990234,2017-04-19,32.476863861083984,time_exit,-2.4700000000000002,22
2017-05-01,33.83892822265625,2017-05-22,35.696292877197266,time_exit,5.1900000000000004,21
2017-07-13,34.254447937011719,2017-08-03,36.06256103515625,time_exit,4.9800000000000004,21
2017-10-27,37.944908142089837,2017-11-17,39.739574432373047,time_exit,4.4299999999999997,21
2017-12-18,41.203964233398438,2018-01-10,40.706485748291016,time_exit,-1.51,23
2018-01-17,41.829898834228523,2018-01-26,39.738403892517091,stop_loss,-5.2999999999999998,9
2018-06-04,45.159202575683601,2018-06-25,42.901242446899417,stop_loss,-5.2999999999999998,21
2018-08-01,47.435657501220703,2018-08-22,50.803043365478523,time_exit,6.7999999999999998,21
2019-03-11,42.592376708984375,2019-04-01,45.530284881591797,time_exit,6.5999999999999996,21
2019-05-01,50.120449066162109,2019-05-09,47.614426612854004,stop_loss,-5.2999999999999998,8
2019-07-31,50.915718078613281,2019-08-02,48.369932174682617,stop_loss,-5.2999999999999998,2
2019-09-11,53.640171051025391,2019-10-02,52.529411315917969,time_exit,-2.3700000000000001,21
2019-10-04,54.460643768310547,2019-10-25,59.155567169189453,time_exit,8.3200000000000003,21
2019-12-06,65.139411926269531,2019-12-30,70.146820068359375,time_exit,7.3899999999999997,24
2020-06-05,80.172744750976562,2020-06-26,85.52484130859375,time_exit,6.3799999999999999,21
2020-07-31,102.79525756835938,2020-08-21,120.53168487548828,time_exit,16.949999999999999,21
2020-10-12,120.5607452392578,2020-10-15,114.5327079772949,stop_loss,-5.2999999999999998,3
2020-12-02,119.4872589111328,2020-12-23,127.13722991943359,time_exit,6.0999999999999996,21
2021-01-22,135.01052856445312,2021-01-29,128.26000213623047,stop_loss,-5.2999999999999998,7
2021-04-07,124.35212707519533,2021-04-28,129.87457275390625,time_exit,4.1399999999999997,21
2021-06-14,127.07601928710938,2021-07-06,138.31495666503906,time_exit,8.5399999999999991,22
2021-08-16,147.39810180664062,2021-09-07,152.83090209960938,time_exit,3.3900000000000001,22
2021-11-17,149.92823791503906,2021-12-09,170.50926208496094,time_exit,13.43,22
2022-10-25,149.42068481445312,2022-10-27,141.94965057373045,stop_loss,-5.2999999999999998,2
2022-10-28,152.7554931640625,2022-11-02,145.11771850585936,stop_loss,-5.2999999999999998,5
2023-01-23,138.63546752929688,2023-02-13,151.38282775878906,time_exit,8.8900000000000006,21
2023-03-20,154.87591552734375,2023-04-11,158.22137451171875,time_exit,1.8600000000000001,22
2023-05-05,170.78659057617188,2023-05-26,172.85556030273438,time_exit,0.91000000000000003,21
2023-06-01,177.44715881347656,2023-06-23,183.9404296875,time_exit,3.3599999999999999,22
2023-06-30,191.1234436035156,2023-07-24,189.92137145996091,time_exit,-0.93000000000000005,24
2023-12-08,193.35272216796875,2024-01-02,183.6850860595703,stop_loss,-5.2999999999999998,25
2024-06-11,205.19401550292969,2024-07-03,219.45806884765625,time_exit,6.6500000000000004,22
2024-09-30,231.06706237792969,2024-10-07,219.51370925903319,stop_loss,-5.2999999999999998,7
2024-10-15,231.91001892089844,2024-11-01,220.31451797485352,stop_loss,-5.2999999999999998,17
2024-11-26,233.366455078125,2024-12-18,246.26286315917969,time_exit,5.2300000000000004,22
2025-07-01,206.82041931152344,2025-07-23,213.11997985839844,time_exit,2.75,22
2025-08-07,218.9716796875,2025-08-28,231.7041015625,time_exit,5.5099999999999998,21
2025-09-04,238.89750671386719,2025-09-10,226.95263137817381,stop_loss,-5.2999999999999998,6
2025-11-24,275.17098999023438,2025-12-16,273.86453247070312,time_exit,-0.77000000000000002,22
