trade_zeile,symbol,entry_time,exit_time,result,pnl_pct,entry_price,exit_price,kerzen,ausgefuehrt,allocation,capital_after
3,UNIUSDT,2021-09-01 20:00:00,2021-09-02 04:00:00,stop_loss,-4.3,31.35,30.096,3,True,1000.0,9957.0
0,ADAUSDT,2021-09-01 20:00:00,2021-09-06 12:00:00,t3_crossunder,-1.17,2.869,2.844,29,True,1000.0,9945.3
1,BNBUSDT,2021-09-01 20:00:00,2021-09-07 08:00:00,stop_loss,-4.3,489.4,469.82399999999996,34,True,1000.0,9902.3
2,TRXUSDT,2021-09-01 20:00:00,2021-09-07 08:00:00,trend_flip,1.95,0.095,0.09714,34,True,1000.0,9921.8
4,XRPUSDT,2021-09-01 20:00:00,2021-09-07 12:00:00,stop_loss,-4.3,1.2362,1.186752,35,True,1000.0,9836.04
10,SOLUSDT,2021-09-02 20:00:00,2021-09-08 04:00:00,trend_flip,18.59,128.23,152.45,33,True,995.7,10021.14
11,AAVEUSDT,2021-09-06 12:00:00,2021-09-07 08:00:00,stop_loss,-4.3,408.6,392.25600000000003,6,True,994.53,9879.04
12,LINKUSDT,2021-09-15 08:00:00,2021-09-16 12:00:00,stop_loss,-4.3,31.14,29.8944,8,True,1002.11,9978.04
14,ETHUSDT,2021-09-15 12:00:00,2021-09-17 20:00:00,stop_loss,-4.3,3498.14,3358.2144,15,True,1002.11,9848.77
13,BTCUSDT,2021-09-15 12:00:00,2021-09-20 00:00:00,stop_loss,-4.3,48288.0,46356.479999999996,28,True,1002.11,9805.68
15,DOGEUSDT,2021-09-15 20:00:00,2021-09-16 12:00:00,stop_loss,-4.3,0.2476,0.237696,5,True,1002.11,9934.95
16,ZECUSDT,2021-09-15 20:00:00,2021-09-16 20:00:00,stop_loss,-4.3,139.8,134.208,7,True,1002.11,9891.86
17,ADAUSDT,2021-09-24 16:00:00,2021-09-26 04:00:00,stop_loss,-4.3,2.258,2.16768,10,True,980.57,9721.35
18,SOLUSDT,2021-09-24 20:00:00,2021-09-25 20:00:00,stop_loss,-4.3,139.13,133.5648,7,True,980.57,9763.52
19,TRXUSDT,2021-10-01 04:00:00,2021-10-11 16:00:00,trend_flip,6.61,0.09027,0.09651,64,True,972.14,9751.97
20,DOGEUSDT,2021-10-01 08:00:00,2021-10-10 20:00:00,trend_flip,5.14,0.217,0.2288,58,True,972.14,9687.72
21,ZECUSDT,2021-10-01 12:00:00,2021-10-11 20:00:00,t3_crossunder,5.16,113.5,119.7,63,True,972.14,9802.14
22,NEARUSDT,2021-10-02 04:00:00,2021-10-06 08:00:00,stop_loss,-4.3,7.658,7.35168,26,True,972.14,9637.75
23,ADAUSDT,2021-10-02 16:00:00,2021-10-04 00:00:00,stop_loss,-4.3,2.311,2.2185599999999996,9,True,972.14,9679.55
24,BNBUSDT,2021-10-14 04:00:00,2021-10-15 08:00:00,stop_loss,-4.3,475.1,456.096,8,True,980.21,9759.99
26,ETHUSDT,2021-10-15 12:00:00,2021-10-20 16:00:00,t3_crossunder,7.87,3791.09,4100.93,32,True,976.0,9752.86
25,UNIUSDT,2021-10-15 12:00:00,2021-10-20 20:00:00,t3_crossunder,5.43,25.65,27.12,33,True,976.0,9805.86
28,BTCUSDT,2021-10-16 00:00:00,2021-10-17 20:00:00,stop_loss,-4.3,61655.99,59189.7504,12,True,976.0,9718.02
29,LINKUSDT,2021-10-16 00:00:00,2021-10-17 20:00:00,stop_loss,-4.3,27.1,26.016000000000002,12,True,976.0,9676.05
27,SOLUSDT,2021-10-16 00:00:00,2021-10-24 12:00:00,trend_flip,17.2,158.79,186.58,52,True,976.0,9931.57
33,ETHUSDT,2021-10-20 20:00:00,2021-10-22 12:00:00,stop_loss,-4.3,4161.15,3994.7039999999997,11,True,980.59,9763.69
34,ETHUSDT,2021-10-30 00:00:00,2021-10-31 12:00:00,stop_loss,-4.3,4342.72,4169.0112,10,True,993.16,9846.15
35,BNBUSDT,2021-10-30 04:00:00,2021-10-30 12:00:00,stop_loss,-4.3,531.6,510.336,3,True,993.16,9888.86
36,ZECUSDT,2021-11-01 16:00:00,2021-11-03 12:00:00,stop_loss,-4.3,169.0,162.23999999999998,12,True,984.62,9803.82
37,SOLUSDT,2021-11-03 00:00:00,2021-11-10 08:00:00,t3_crossunder,4.5,229.6,240.63,45,True,984.62,9763.99
38,ADAUSDT,2021-11-03 12:00:00,2021-11-04 12:00:00,stop_loss,-4.3,2.068,1.98528,7,True,980.38,9761.66
39,LINKUSDT,2021-11-03 12:00:00,2021-11-12 04:00:00,trend_flip,7.49,31.34,33.78,53,True,980.38,9753.47
40,ETHUSDT,2021-11-08 16:00:00,2021-11-10 20:00:00,stop_loss,-4.3,4752.0,4561.92,14,True,976.17,9722.02
41,BTCUSDT,2021-11-08 16:00:00,2021-11-10 20:00:00,stop_loss,-4.3,65835.01,63201.609599999996,14,True,976.17,9680.04
42,DOGEUSDT,2021-11-09 04:00:00,2021-11-10 00:00:00,stop_loss,-4.3,0.2799,0.268704,6,True,976.17,9719.68
46,DOGEUSDT,2021-11-30 16:00:00,2021-12-01 20:00:00,stop_loss,-4.3,0.2166,0.20793599999999998,8,True,975.35,9711.53
47,LINKUSDT,2021-11-30 20:00:00,2021-12-02 00:00:00,stop_loss,-4.3,25.31,24.2976,8,True,975.35,9627.65
50,AAVEUSDT,2021-12-01 00:00:00,2021-12-01 20:00:00,stop_loss,-4.3,265.3,254.688,6,True,975.35,9669.59
48,XRPUSDT,2021-12-01 00:00:00,2021-12-02 00:00:00,stop_loss,-4.3,1.0119,0.971424,7,True,975.35,9585.71
49,SOLUSDT,2021-12-01 00:00:00,2021-12-03 20:00:00,stop_loss,-4.3,214.93,206.3328,18,True,975.35,9543.77
53,NEARUSDT,2021-12-22 20:00:00,2021-12-28 16:00:00,trend_flip,22.16,10.825,13.256,36,True,954.38,9673.19
54,DOGEUSDT,2021-12-23 16:00:00,2021-12-28 12:00:00,stop_loss,-4.3,0.1832,0.175872,30,True,954.38,9461.7
55,TRXUSDT,2021-12-24 00:00:00,2021-12-28 00:00:00,stop_loss,-4.3,0.08231,0.0790176,25,True,954.38,9502.73
56,XRPUSDT,2022-01-12 16:00:00,2022-01-13 16:00:00,stop_loss,-4.3,0.7973,0.765408,7,True,967.32,9631.59
57,BNBUSDT,2022-01-12 16:00:00,2022-01-13 16:00:00,stop_loss,-4.3,487.2,467.712,7,True,967.32,9590.0
58,SOLUSDT,2022-01-12 20:00:00,2022-01-13 20:00:00,stop_loss,-4.3,151.51,145.44959999999998,7,True,967.32,9548.4
59,ETHUSDT,2022-01-13 00:00:00,2022-01-14 08:00:00,stop_loss,-4.3,3338.04,3204.5184,9,True,967.32,9506.81
60,DOGEUSDT,2022-01-13 00:00:00,2022-01-17 00:00:00,trend_flip,1.56,0.1666,0.1697,25,True,967.32,9521.9
64,DOGEUSDT,2022-01-27 04:00:00,2022-02-02 20:00:00,stop_loss,-4.3,0.1409,0.135264,41,True,952.19,9480.95
63,BTCUSDT,2022-01-27 04:00:00,2022-02-04 12:00:00,t3_crossunder,8.87,36173.87,39490.87,51,True,952.19,9565.41
66,LINKUSDT,2022-01-27 20:00:00,2022-02-05 00:00:00,t3_crossunder,17.44,15.22,17.92,50,True,952.19,9731.48
65,ETHUSDT,2022-01-27 20:00:00,2022-02-11 16:00:00,trend_flip,23.16,2424.25,2992.89,90,True,952.19,9868.31
67,ZECUSDT,2022-01-28 08:00:00,2022-02-11 20:00:00,trend_flip,31.94,88.1,116.5,88,True,952.19,10172.44
70,BTCUSDT,2022-02-05 00:00:00,2022-02-12 00:00:00,trend_flip,1.73,41447.85,42288.46,43,True,973.15,10189.28
71,BNBUSDT,2022-02-05 04:00:00,2022-02-08 16:00:00,stop_loss,-4.3,423.3,406.368,22,True,973.15,9647.78
72,LINKUSDT,2022-02-05 08:00:00,2022-02-06 12:00:00,stop_loss,-4.3,17.96,17.241600000000002,8,True,973.15,9689.63
73,BNBUSDT,2022-02-16 16:00:00,2022-02-17 12:00:00,stop_loss,-4.3,430.9,413.664,6,True,1018.93,10145.46
74,ETHUSDT,2022-02-17 04:00:00,2022-02-17 12:00:00,stop_loss,-4.3,3109.28,2984.9088,3,True,1018.93,10101.65
75,ETHUSDT,2022-02-26 08:00:00,2022-02-27 16:00:00,stop_loss,-4.3,2751.48,2641.4208,9,True,1010.16,10014.77
76,BTCUSDT,2022-02-26 08:00:00,2022-02-27 20:00:00,stop_loss,-4.3,38928.21,37371.0816,10,True,1010.16,9971.34
77,AAVEUSDT,2022-02-26 20:00:00,2022-02-27 00:00:00,stop_loss,-4.3,136.6,131.136,2,True,1010.16,10058.21
78,LINKUSDT,2022-02-27 00:00:00,2022-02-27 20:00:00,stop_loss,-4.3,14.12,13.5552,6,True,1005.82,9928.09
79,XRPUSDT,2022-02-27 04:00:00,2022-02-27 20:00:00,stop_loss,-4.3,0.7386,0.709056,5,True,1005.82,9884.84
80,TRXUSDT,2022-03-01 12:00:00,2022-03-03 16:00:00,stop_loss,-4.3,0.06174,0.0592704,14,True,988.48,9842.33
81,ZECUSDT,2022-03-09 20:00:00,2022-03-10 04:00:00,stop_loss,-4.3,141.5,135.84,3,True,984.23,9800.01
82,BTCUSDT,2022-03-16 16:00:00,2022-03-31 16:00:00,trend_flip,11.2,40880.17,45581.97,91,True,980.0,9909.77
83,UNIUSDT,2022-03-16 20:00:00,2022-04-03 04:00:00,t3_crossunder,30.69,9.1,11.92,105,True,980.0,10666.04
84,BNBUSDT,2022-03-17 04:00:00,2022-04-01 00:00:00,trend_flip,8.62,384.6,418.9,90,True,980.0,10170.06
85,DOGEUSDT,2022-03-17 08:00:00,2022-03-31 16:00:00,trend_flip,17.94,0.1168,0.1381,87,True,980.0,10085.58
86,NEARUSDT,2022-03-17 20:00:00,2022-04-01 00:00:00,trend_flip,19.92,10.723,12.891,86,True,980.0,10365.27
92,ZECUSDT,2022-04-19 00:00:00,2022-04-25 04:00:00,stop_loss,-4.3,155.1,148.896,38,True,1066.6,10574.31
93,NEARUSDT,2022-04-20 04:00:00,2022-04-20 16:00:00,stop_loss,-4.3,17.103,16.41888,4,True,1066.6,10620.17
94,ADAUSDT,2022-05-04 20:00:00,2022-05-05 04:00:00,stop_loss,-4.3,0.8985,0.8625599999999999,3,True,1057.43,10528.84
95,BTCUSDT,2022-05-05 00:00:00,2022-05-05 12:00:00,stop_loss,-4.3,39729.41,38140.2336,4,True,1057.43,10483.37
96,BNBUSDT,2022-05-05 04:00:00,2022-05-05 12:00:00,stop_loss,-4.3,401.0,384.96,3,True,1052.88,10438.1
97,DOGEUSDT,2022-05-30 04:00:00,2022-06-01 16:00:00,stop_loss,-4.3,0.08573,0.0823008,16,True,1043.81,10258.95
98,BTCUSDT,2022-05-30 20:00:00,2022-06-01 16:00:00,stop_loss,-4.3,31734.22,30464.8512,12,True,1043.81,10214.06
99,ADAUSDT,2022-05-31 04:00:00,2022-05-31 12:00:00,stop_loss,-4.3,0.6538,0.627648,3,True,1043.81,10393.21
100,LINKUSDT,2022-05-31 04:00:00,2022-06-01 16:00:00,stop_loss,-4.3,7.47,7.1712,10,True,1043.81,10169.18
101,NEARUSDT,2022-05-31 08:00:00,2022-05-31 12:00:00,stop_loss,-4.3,6.198,5.95008,2,True,1043.81,10348.33
106,AAVEUSDT,2022-05-31 12:00:00,2022-05-31 16:00:00,stop_loss,-4.3,119.1,114.33599999999998,2,True,1034.83,10303.83
107,UNIUSDT,2022-05-31 16:00:00,2022-06-01 16:00:00,stop_loss,-4.3,5.62,5.3952,7,True,1030.38,10124.87
108,LINKUSDT,2022-06-06 04:00:00,2022-06-07 00:00:00,stop_loss,-4.3,7.92,7.603199999999999,6,True,1012.49,10081.34
