trade_zeile,symbol,entry_time,exit_time,result,pnl_pct,entry_price,exit_price,kerzen,ausgefuehrt,allocation,capital_after
47,AMGN,2016-09-28,2016-10-04,sma_exit,-1.57,125.94830322265624,124.34524536132812,5,True,497.02,9948.88
49,BNY,2016-09-29,2016-09-30,sma_exit,1.8,30.268539428710938,30.903993606567383,2,True,497.02,9956.69
51,MNST,2016-09-29,2016-10-06,sma_exit,0.64,24.22833251953125,24.456666946411133,6,True,497.02,9928.89
48,SO,2016-09-29,2016-10-10,sma_exit,-4.72,34.50273895263672,32.97813034057617,8,True,497.02,9901.6
50,DUK,2016-09-29,2016-10-10,sma_exit,-4.35,53.518341064453125,51.352569580078125,8,True,497.02,9879.98
53,NEE,2016-09-30,2016-10-07,sma_exit,-0.77,23.681257247924805,23.568967819213867,6,True,497.83,9925.06
52,PM,2016-09-30,2016-10-10,sma_exit,-1.3,59.97312545776367,59.37474060058594,7,True,497.83,9873.51
54,LMT,2016-09-30,2016-10-13,sma_exit,-3.11,184.1168365478516,178.9478759765625,10,True,497.83,9854.33
57,EQIX,2016-10-04,2016-10-10,sma_exit,0.63,291.0887756347656,293.8090515136719,5,True,497.44,9876.64
55,PLD,2016-10-04,2016-10-12,sma_exit,-2.23,38.849735260009766,38.098106384277344,7,True,497.44,9872.6
56,NEM,2016-10-04,2016-10-12,sma_exit,0.49,26.820743560791016,27.03217887878418,7,True,497.44,9875.03
59,VZ,2016-10-04,2016-10-12,sma_exit,-1.05,29.929859161376957,29.704265594482425,7,True,497.44,9869.81
58,WELL,2016-10-04,2016-10-13,sma_exit,-3.07,50.36194610595703,48.96768951416016,8,True,497.44,9839.06
61,TMUS,2016-10-06,2016-10-10,sma_exit,1.13,43.261695861816406,43.87971878051758,3,True,496.44,9882.25
60,WMT,2016-10-06,2016-10-13,sma_exit,-1.93,19.56375503540039,19.245027542114254,6,True,496.44,9829.48
63,T,2016-10-07,2016-10-11,sma_exit,0.29,14.851008415222168,14.938882827758787,3,True,496.25,9883.69
62,FTNT,2016-10-07,2016-10-18,sma_exit,-11.73,6.998000144958496,6.197999954223633,8,True,496.25,9795.27
66,MMM,2016-10-11,2016-10-14,sma_exit,0.08,102.63641357421876,103.02955627441406,4,True,494.18,9829.87
70,ADI,2016-10-11,2016-10-14,sma_exit,-0.36,51.63399505615234,51.60074234008789,4,True,494.18,9828.09
71,MU,2016-10-11,2016-10-14,sma_exit,1.3,16.440814971923828,16.704097747802734,4,True,494.18,9834.52
75,GD,2016-10-11,2016-10-14,sma_exit,0.86,121.05413818359376,122.4621353149414,4,True,494.18,9838.77
64,MDT,2016-10-11,2016-10-18,sma_exit,0.12,64.40056610107422,64.67146301269531,6,True,494.18,9795.86
65,CSCO,2016-10-11,2016-10-18,sma_exit,-2.23,23.25666618347168,22.80711555480957,6,True,494.18,9784.84
67,STX,2016-10-11,2016-10-18,sma_exit,0.38,23.560205459594727,23.721302032470703,6,True,494.18,9786.72
68,LIN,2016-10-11,2016-10-18,sma_exit,0.86,99.59671783447266,100.75314331054688,6,True,494.18,9790.97
69,BKNG,2016-10-11,2016-10-18,sma_exit,-0.58,57.14688873291016,56.98824691772461,6,True,494.18,9788.1
74,JCI,2016-10-11,2016-10-18,sma_exit,-0.91,31.811952590942383,31.617807388305664,6,True,494.18,9783.61
73,AMAT,2016-10-11,2016-10-19,sma_exit,-1.42,25.74193382263184,25.454315185546875,7,True,494.18,9803.46
72,PANW,2016-10-11,2016-10-20,sma_exit,-4.76,25.913333892822266,24.75666618347168,8,True,494.18,9789.1
77,INTC,2016-10-12,2016-10-14,sma_exit,0.56,30.08467483520508,30.343955993652344,3,True,493.49,9841.53
79,UNP,2016-10-12,2016-10-14,sma_exit,0.67,76.99774932861328,77.74439239501953,3,True,493.49,9844.84
78,TXN,2016-10-12,2016-10-17,sma_exit,-0.36,52.08932876586914,52.05890274047852,4,True,493.49,9850.04
80,SCHW,2016-10-13,2016-10-14,sma_exit,1.42,27.65102195739746,28.1260986328125,2,True,491.47,9851.82
81,COF,2016-10-13,2016-10-17,sma_exit,0.7,59.705055236816406,60.30150985717773,3,True,491.47,9853.48
82,PNC,2016-10-13,2016-10-18,sma_exit,1.88,63.78685760498047,65.17951202392578,4,True,491.47,9792.85
88,ABBV,2016-10-14,2016-10-18,sma_exit,1.99,40.282318115234375,41.20620727539063,3,True,492.59,9802.65
90,KKR,2016-10-14,2016-10-19,sma_exit,0.65,11.72349739074707,11.834338188171388,4,True,492.59,9806.67
89,WDC,2016-10-14,2016-10-25,sma_exit,-2.51,36.706172943115234,35.89627456665039,8,True,492.59,9789.04
92,QCOM,2016-10-17,2016-10-18,sma_exit,1.1,50.04037094116211,50.73888397216797,2,True,492.67,9808.07
94,JPM,2016-10-17,2016-10-18,sma_exit,0.49,52.0237922668457,52.43428039550781,2,True,492.67,9810.48
95,COP,2016-10-17,2016-10-19,sma_exit,1.21,30.34307098388672,30.80079460144043,3,True,492.67,9812.63
93,AMZN,2016-10-17,2016-10-21,sma_exit,0.44,40.647499084472656,40.949501037597656,5,True,492.67,9791.27
91,LLY,2016-10-17,2016-10-31,time_exit,-6.27,67.15272521972656,63.1422119140625,11,True,492.67,9764.87
96,PG,2016-10-19,2016-10-25,sma_exit,1.37,65.64724731445312,66.74468994140625,5,True,490.63,9795.76
97,UPS,2016-10-20,2016-10-24,sma_exit,0.68,72.7537841796875,73.4650650024414,3,True,489.46,9794.6
99,CMCSA,2016-10-20,2016-10-24,sma_exit,0.65,23.34126281738281,23.562524795532227,3,True,489.46,9797.78
98,UNP,2016-10-20,2016-11-02,sma_exit,-2.45,72.76695251464844,71.20146942138672,10,True,489.46,9756.6
100,MMM,2016-10-21,2016-10-24,sma_exit,0.74,102.52747344970705,103.59814453125,2,True,489.56,9801.4
101,MCO,2016-10-21,2016-11-04,time_exit,-4.83,93.09520721435548,88.87932586669922,11,True,489.56,9737.85
102,BLK,2016-10-24,2016-10-31,sma_exit,-0.85,269.7117004394531,268.2182312011719,6,True,490.07,9760.71
103,MRSH,2016-10-25,2016-10-31,sma_exit,0.8,53.23418426513672,53.82002639770508,5,True,489.79,9764.62
104,CAT,2016-10-25,2016-11-04,sma_exit,-2.87,68.4377670288086,66.6798324584961,9,True,489.79,9723.79
106,MDT,2016-10-26,2016-10-31,sma_exit,0.81,62.79056167602539,63.48716354370117,4,True,489.79,9768.59
105,HCA,2016-10-26,2016-11-04,sma_exit,-4.86,73.11432647705078,69.77955627441406,8,True,489.79,9699.99
110,CME,2016-10-27,2016-11-02,sma_exit,0.77,68.46016693115234,69.19181060791016,5,True,489.79,9760.37
107,SLB,2016-10-27,2016-11-07,sma_exit,-0.11,60.431640625,60.54552459716797,8,True,489.79,9691.78
108,EQIX,2016-10-27,2016-11-07,sma_exit,-0.7,289.802734375,288.6322631835937,8,True,489.79,9688.35
109,LIN,2016-10-27,2016-11-07,sma_exit,0.49,99.11203002929688,99.89434051513672,8,True,489.79,9690.75
111,INTC,2016-10-28,2016-11-07,sma_exit,0.31,28.148170471191406,28.32047843933105,7,True,489.79,9692.27
112,UNH,2016-10-28,2016-11-07,sma_exit,0.83,119.55088806152344,120.8967742919922,7,True,489.79,9696.34
113,GLW,2016-10-28,2016-11-07,sma_exit,1.02,17.637453079223633,17.87074851989746,7,True,489.79,9701.33
114,AMZN,2016-10-28,2016-11-07,sma_exit,0.81,38.81600189208984,39.24649810791016,7,True,489.79,9705.3
117,SPGI,2016-10-31,2016-11-03,sma_exit,0.23,105.21061706542967,105.7718734741211,4,True,488.43,9761.49
115,COF,2016-10-31,2016-11-04,sma_exit,-1.57,62.200103759765625,61.41043472290039,5,True,488.43,9692.32
116,GOOG,2016-10-31,2016-11-07,sma_exit,-0.56,38.88417053222656,38.78405380249024,6,True,488.43,9702.56
118,AAPL,2016-11-01,2016-11-07,sma_exit,-0.76,25.49616050720215,25.37881851196289,5,True,488.43,9698.85
119,NFLX,2016-11-01,2016-11-07,sma_exit,0.74,12.329999923706056,12.458000183105469,5,True,488.43,9702.47
120,GOOGL,2016-11-02,2016-11-07,sma_exit,1.43,39.074520111083984,39.74903869628906,4,True,488.02,9709.44
121,MU,2016-11-02,2016-11-07,sma_exit,3.9,16.265287399291992,16.94788360595703,4,True,488.02,9728.48
122,AXP,2016-11-02,2016-11-07,sma_exit,2.07,57.324012756347656,58.68157577514648,4,True,488.02,9738.58
123,SCHW,2016-11-02,2016-11-07,sma_exit,3.72,27.325515747070312,28.425216674804688,4,True,488.02,9756.73
127,LMT,2016-11-03,2016-11-09,sma_exit,5.88,183.33343505859372,194.6698455810547,5,True,488.07,9844.89
133,PG,2016-11-04,2016-11-07,sma_exit,1.44,65.29422760009766,66.43004608154297,2,True,484.62,9763.71
134,JPM,2016-11-04,2016-11-07,sma_exit,2.83,52.480743408203125,54.12271499633789,2,True,484.62,9777.43
135,BA,2016-11-04,2016-11-07,sma_exit,2.2,128.3876190185547,131.59872436523438,2,True,484.62,9788.09
136,AMD,2016-11-04,2016-11-07,sma_exit,5.8,6.559999942779541,6.960000038146973,2,True,484.62,9816.2
140,NFLX,2016-11-10,2016-11-16,sma_exit,-0.5,11.541999816894531,11.519000053405762,5,True,492.24,9857.5
142,AMZN,2016-11-14,2016-11-15,sma_exit,3.06,35.95349884033203,37.1619987487793,2,True,492.24,9859.96
141,V,2016-11-14,2016-11-16,sma_exit,2.08,73.03876495361328,74.77996826171875,3,True,492.24,9867.74
143,ADBE,2016-11-14,2016-11-16,sma_exit,1.32,102.41999816894533,104.08000183105467,3,True,492.24,9874.23
144,AVGO,2016-11-14,2016-11-16,sma_exit,2.17,12.592927932739258,12.904335021972656,3,True,492.24,9884.91
145,WMB,2016-11-28,2016-11-30,sma_exit,4.69,17.70365333557129,18.58762550354004,3,True,494.25,9908.09
146,SPGI,2016-11-28,2016-12-09,sma_exit,-3.17,102.53730010986328,99.59283447265624,10,True,494.25,10131.41
147,SLB,2016-11-29,2016-11-30,sma_exit,4.87,60.674564361572266,63.81002426147461,2,True,494.25,9932.16
148,PSX,2016-11-29,2016-12-01,sma_exit,2.84,57.1460075378418,58.94244384765625,3,True,494.25,9946.2
149,VLO,2016-11-30,2016-12-05,sma_exit,4.51,42.359161376953125,44.39592361450195,4,True,496.61,9968.6
150,AMZN,2016-11-30,2016-12-05,sma_exit,0.87,37.52849960327149,37.96799850463867,4,True,496.61,9972.92
152,ADBE,2016-12-01,2016-12-05,sma_exit,2.15,99.51000213623048,101.9499969482422,3,True,497.31,9983.61
159,APH,2016-12-01,2016-12-05,sma_exit,1.36,15.239001274108888,15.492448806762695,3,True,497.31,9990.37
163,BKNG,2016-12-01,2016-12-05,sma_exit,1.06,57.95530700683594,58.74258041381836,3,True,497.31,9995.65
164,NVDA,2016-12-01,2016-12-05,sma_exit,4.54,2.1556875705718994,2.2599780559539795,3,True,497.31,10018.22
155,NOW,2016-12-01,2016-12-06,sma_exit,2.97,15.41800022125244,15.92199993133545,4,True,497.31,10032.99
156,GLW,2016-12-01,2016-12-06,sma_exit,1.65,18.40423393249512,18.764026641845703,4,True,497.31,10041.2
157,CDNS,2016-12-01,2016-12-06,sma_exit,1.33,25.18000030517578,25.59000015258789,4,True,497.31,10047.81
158,KLAC,2016-12-01,2016-12-06,sma_exit,2.58,6.528745174407959,6.717048168182373,4,True,497.31,10060.64
160,LRCX,2016-12-01,2016-12-06,sma_exit,4.23,8.63785457611084,9.029528617858888,4,True,497.31,10081.68
161,AAPL,2016-12-01,2016-12-06,sma_exit,0.12,25.16735076904297,25.27307891845703,4,True,497.31,10082.28
162,ACN,2016-12-01,2016-12-06,sma_exit,0.34,100.42134857177734,101.06146240234376,4,True,497.31,10083.97
166,INTC,2016-12-01,2016-12-06,sma_exit,2.54,27.561241149902344,28.344968795776367,4,True,497.31,10096.6
151,MRVL,2016-12-01,2016-12-07,sma_exit,2.93,13.053155899047852,13.475128173828123,5,True,497.31,10111.17
153,TXN,2016-12-01,2016-12-07,sma_exit,2.24,53.96500015258789,55.33692932128906,5,True,497.31,10122.31
165,AVGO,2016-12-01,2016-12-07,sma_exit,3.24,12.51680850982666,12.95969295501709,5,True,497.31,10138.42
154,DHR,2016-12-01,2016-12-08,sma_exit,0.63,64.98470306396484,65.59222412109375,6,True,497.31,10147.08
167,TJX,2016-12-02,2016-12-07,sma_exit,1.11,33.637413024902344,34.11296081542969,4,True,497.31,10143.94
169,LMT,2016-12-08,2016-12-19,sma_exit,-3.03,200.4889678955078,195.0214385986328,8,True,507.35,10116.04
170,MRSH,2016-12-14,2016-12-23,sma_exit,-0.33,58.19251251220703,58.175559997558594,8,True,506.57,10111.48
171,JCI,2016-12-15,2016-12-20,sma_exit,0.76,34.3701286315918,34.734718322753906,4,True,506.57,10119.89
172,FCX,2016-12-15,2016-12-20,sma_exit,-3.38,13.158284187316896,12.753000259399414,4,True,506.57,10102.76
173,BKNG,2016-12-16,2016-12-20,sma_exit,0.91,58.136260986328125,58.840110778808594,3,True,506.57,10107.37
174,ICE,2016-12-16,2016-12-20,sma_exit,-0.04,51.29327774047852,51.42612457275391,3,True,506.57,10107.17
175,UPS,2016-12-16,2016-12-20,sma_exit,1.18,79.00081634521484,80.16729736328125,3,True,506.57,10113.15
176,MRK,2016-12-21,2016-12-27,sma_exit,0.31,42.35604476928711,42.61262893676758,4,True,505.66,10113.04
177,BX,2016-12-22,2017-01-03,sma_exit,0.16,18.26469612121582,18.34952735900879,7,True,505.66,10113.85
178,CME,2016-12-22,2017-01-04,sma_exit,-1.93,82.94341278076172,81.58740234375,8,True,505.66,10154.51
179,SBUX,2016-12-22,2017-01-04,sma_exit,-2.26,46.24945068359375,45.34246063232422,8,True,505.66,10143.08
180,KKR,2016-12-27,2017-01-03,sma_exit,-0.87,13.729809761047363,13.652191162109377,5,True,505.65,10109.45
182,DIS,2016-12-28,2017-01-03,sma_exit,1.41,96.83976745605467,98.49246215820312,4,True,505.65,10116.58
183,JCI,2016-12-28,2017-01-03,sma_exit,1.06,33.916385650634766,34.37821960449219,4,True,505.65,10121.94
185,BRK-B,2016-12-28,2017-01-03,sma_exit,-0.25,163.75,163.8300018310547,4,True,505.65,10120.68
184,INTU,2016-12-28,2017-01-04,sma_exit,-0.72,107.00010681152344,106.55528259277344,5,True,505.65,10139.44
181,ACN,2016-12-28,2017-01-11,sma_exit,-0.72,99.52518463134766,99.10697174072266,10,True,505.65,10169.48
186,FCX,2016-12-29,2017-01-03,sma_exit,1.93,12.1405668258667,12.410757064819336,3,True,505.65,10130.44
187,COF,2016-12-29,2017-01-03,sma_exit,1.72,73.5841293334961,75.07085418701172,3,True,505.65,10139.14
188,SLB,2016-12-29,2017-01-03,sma_exit,0.41,64.30213165283203,64.76033782958984,3,True,505.65,10141.21
189,BAC,2016-12-29,2017-01-03,sma_exit,2.11,17.75370216369629,18.18140983581543,3,True,505.65,10151.88
193,TT,2016-12-30,2017-01-03,sma_exit,0.89,50.344520568847656,50.94161224365234,2,True,505.65,10156.38
195,GOOG,2016-12-30,2017-01-03,sma_exit,1.56,38.25372695922852,38.963470458984375,2,True,505.65,10164.27
190,ADBE,2016-12-30,2017-01-04,sma_exit,0.86,102.9499969482422,104.13999938964844,3,True,505.65,10143.79
191,UPS,2016-12-30,2017-01-04,sma_exit,0.11,78.20269775390625,78.52333068847656,3,True,505.65,10144.34
194,COP,2016-12-30,2017-01-04,sma_exit,1.57,37.01705551147461,37.71103286743164,3,True,505.65,10152.28
192,AVGO,2016-12-30,2017-01-09,sma_exit,-0.19,13.669425010681152,13.684887886047363,6,True,505.65,10164.99
203,COST,2017-01-03,2017-01-05,sma_exit,1.69,135.3499298095703,138.04457092285156,3,True,508.21,10160.87
204,UNP,2017-01-03,2017-01-06,sma_exit,0.35,82.79496765136719,83.33605194091797,4,True,508.21,10162.65
205,MCD,2017-01-03,2017-01-06,sma_exit,0.65,94.80191040039062,95.70538330078124,4,True,508.21,10165.95
206,WM,2017-01-03,2017-01-11,sma_exit,-0.85,59.61348342895508,59.28379821777344,7,True,508.21,10165.16
207,CB,2017-01-04,2017-01-17,sma_exit,-0.7,111.65340423583984,111.20342254638672,9,True,507.61,10158.05
209,LIN,2017-01-05,2017-01-09,sma_exit,0.46,98.97603607177734,99.72903442382812,3,True,508.04,10167.33
208,ADI,2017-01-05,2017-01-10,sma_exit,1.14,59.63618850708008,60.49742126464844,4,True,508.04,10173.12
210,CVX,2017-01-06,2017-01-12,sma_exit,-0.88,77.40094757080078,76.95050048828125,5,True,508.3,10160.69
212,T,2017-01-09,2017-01-12,sma_exit,0.21,15.829187393188477,15.910656929016112,4,True,508.37,10161.76
211,PSX,2017-01-09,2017-01-18,sma_exit,-0.17,58.27655792236328,58.35286331176758,7,True,508.37,10157.19
213,BRK-B,2017-01-10,2017-01-13,sma_exit,-0.03,161.47000122070312,161.89999389648438,4,True,508.66,10161.6
214,STX,2017-01-11,2017-01-18,sma_exit,0.7,25.153568267822266,25.40600204467773,5,True,508.26,10160.74
216,AMD,2017-01-12,2017-01-23,sma_exit,-8.2,10.760000228881836,9.90999984741211,7,True,508.09,10121.06
215,C,2017-01-12,2017-01-24,sma_exit,-4.5,43.98867416381836,42.139427185058594,8,True,508.09,10099.26
217,RTX,2017-01-17,2017-01-19,sma_exit,0.39,55.44681930541992,55.83001327514648,3,True,507.9,10162.72
218,BX,2017-01-18,2017-01-23,sma_exit,-0.33,19.302244186401367,19.29570960998535,4,True,508.04,10119.38
219,UNH,2017-01-18,2017-01-23,sma_exit,0.54,134.89883422851562,136.0362091064453,4,True,508.04,10122.13
220,GS,2017-01-19,2017-01-24,sma_exit,0.68,188.7590484619141,190.6106109619141,4,True,508.14,10102.72
221,BNY,2017-01-19,2017-01-25,sma_exit,-0.14,34.899356842041016,34.953834533691406,5,True,508.14,10120.78
222,GE,2017-01-19,2017-01-26,sma_exit,-3.15,135.9356231689453,132.0591583251953,6,True,508.14,10104.78
223,MRVL,2017-01-23,2017-01-24,sma_exit,3.71,13.08128833770752,13.606411933898926,2,True,506.11,10121.5
224,SYK,2017-01-23,2017-01-27,sma_exit,1.25,109.44483947753906,111.13954162597656,5,True,506.11,10111.1
225,MMM,2017-01-24,2017-01-27,sma_exit,0.56,107.12354278564452,108.0427703857422,4,True,506.07,10113.94
226,PLD,2017-01-26,2017-02-02,sma_exit,-3.99,38.99150466918945,37.552467346191406,6,True,505.24,10093.78
227,COP,2017-01-30,2017-02-02,sma_exit,2.25,35.053253173828125,35.946563720703125,4,True,505.7,10105.16
228,CVX,2017-01-30,2017-02-02,sma_exit,0.05,74.07544708251953,74.33377838134766,4,True,505.7,10105.41
230,MA,2017-01-31,2017-02-03,sma_exit,-0.06,100.65155792236328,100.88819885253906,4,True,505.7,10121.44
229,UPS,2017-01-31,2017-02-08,sma_exit,-3.02,74.4439926147461,72.41796875,7,True,505.7,10143.25
236,WM,2017-02-01,2017-02-02,sma_exit,0.36,58.48072814941406,58.869606018066406,2,True,505.7,10107.23
237,MRSH,2017-02-01,2017-02-02,sma_exit,2.87,57.52076721191406,59.34683227539063,2,True,505.7,10121.74
232,CB,2017-02-01,2017-02-03,sma_exit,1.88,109.07259368896484,111.44964599609376,3,True,505.7,10130.95
233,TT,2017-02-01,2017-02-03,sma_exit,1.01,52.33039474487305,53.01471328735352,3,True,505.7,10136.06
234,MPC,2017-02-01,2017-02-03,sma_exit,0.64,35.68581008911133,36.022396087646484,3,True,505.7,10139.29
238,GOOGL,2017-02-01,2017-02-03,sma_exit,0.3,40.40373229980469,40.64607620239258,3,True,505.7,10140.81
231,ADP,2017-02-01,2017-02-07,sma_exit,0.79,77.45751190185547,78.3032455444336,5,True,505.7,10158.52
235,PSX,2017-02-01,2017-02-09,sma_exit,-2.16,56.00850296020508,54.96809005737305,7,True,505.7,10132.32
239,PWR,2017-02-02,2017-02-03,sma_exit,2.71,34.83893966674805,35.88812255859375,2,True,506.09,10154.52
241,SCHW,2017-02-02,2017-02-09,sma_exit,2.23,34.534996032714844,35.40869903564453,6,True,506.09,10143.61
240,SLB,2017-02-02,2017-02-10,sma_exit,-0.64,62.95804977416992,62.74419784545898,7,True,506.09,10142.55
242,LIN,2017-02-02,2017-02-10,sma_exit,-0.63,99.7889404296875,99.45525360107422,7,True,506.09,10139.37
243,CAT,2017-02-03,2017-02-09,sma_exit,0.43,76.19371032714844,76.7491455078125,5,True,507.73,10145.79
244,CME,2017-02-07,2017-02-10,sma_exit,-0.09,83.8544921875,84.03105163574219,4,True,507.93,10138.91
245,WDC,2017-02-08,2017-02-13,sma_exit,1.5,51.96237564086914,52.8994255065918,4,True,507.16,10151.28
248,INTU,2017-02-09,2017-02-10,sma_exit,0.94,107.90106201171876,109.23948669433594,2,True,507.29,10143.68
246,BX,2017-02-09,2017-02-13,sma_exit,0.63,19.988740921020508,20.174251556396484,3,True,507.29,10154.48
247,INTC,2017-02-09,2017-02-14,sma_exit,1.03,29.155750274658203,29.54220390319824,4,True,507.29,10159.71
249,TXN,2017-02-10,2017-02-14,sma_exit,0.34,57.97128677368164,58.34150314331055,3,True,507.18,10161.43
250,NVDA,2017-02-13,2017-02-21,sma_exit,2.18,2.665829658508301,2.731996536254883,6,True,507.72,10176.0
251,MU,2017-02-14,2017-02-17,sma_exit,0.69,22.54517364501953,22.76945686340332,4,True,508.07,10164.94
252,EQIX,2017-02-16,2017-02-24,sma_exit,1.98,309.2899475097656,316.3387756347656,6,True,508.07,10186.06
254,COP,2017-02-17,2017-02-28,sma_exit,-0.17,35.26300048828125,35.30754089355469,7,True,508.25,10201.99
253,FCX,2017-02-17,2017-03-01,sma_exit,-6.47,13.428476333618164,12.599892616271973,8,True,508.25,10176.43
255,WDC,2017-02-22,2017-02-27,sma_exit,1.89,50.202880859375,51.30172729492188,4,True,508.8,10195.68
256,SLB,2017-02-22,2017-02-27,sma_exit,1.41,61.23822021484375,62.283180236816406,4,True,508.8,10202.85
257,UNP,2017-02-23,2017-02-28,sma_exit,1.44,86.17071533203125,87.66924285888672,4,True,508.8,10209.32
258,NOW,2017-02-27,2017-03-07,sma_exit,-1.09,17.549999237060547,17.41200065612793,7,True,510.14,10189.2
259,TT,2017-02-28,2017-03-01,sma_exit,1.77,53.24281311035156,54.34310150146485,2,True,510.47,10185.47
260,MRVL,2017-02-28,2017-03-01,sma_exit,1.82,14.62853717803955,14.937986373901367,2,True,510.47,10194.76
262,FTNT,2017-03-03,2017-03-08,sma_exit,2.35,7.25600004196167,7.447999954223633,4,True,509.74,10201.18
261,COST,2017-03-03,2017-03-15,sma_exit,-2.48,144.66128540039062,141.5005645751953,9,True,509.74,10226.08
263,INTC,2017-03-06,2017-03-09,sma_exit,0.4,29.24620056152344,29.45174789428711,4,True,509.74,10203.22
264,SBUX,2017-03-07,2017-03-16,sma_exit,-2.79,45.71760559082031,44.5787239074707,8,True,509.46,10224.35
266,DUK,2017-03-08,2017-03-13,sma_exit,0.38,54.73426055908203,55.10906982421875,4,True,510.06,10208.83
267,BX,2017-03-08,2017-03-13,sma_exit,4.0,19.279823303222656,20.107990264892575,4,True,510.06,10229.23
265,CVX,2017-03-08,2017-03-21,sma_exit,-1.73,73.30644989013672,72.25646209716797,10,True,510.06,10216.15
268,NEE,2017-03-09,2017-03-10,sma_exit,0.72,25.3098201751709,25.56734275817871,2,True,510.16,10206.89
270,TSLA,2017-03-09,2017-03-13,sma_exit,0.22,16.32666778564453,16.411333084106445,3,True,510.16,10230.35
271,WDC,2017-03-09,2017-03-13,sma_exit,1.64,50.06131362915039,51.032073974609375,3,True,510.16,10238.72
272,STX,2017-03-09,2017-03-15,sma_exit,0.51,31.84618759155273,32.10541915893555,5,True,510.16,10228.68
269,IBM,2017-03-09,2017-03-16,sma_exit,-0.27,113.59757995605467,113.63603973388672,6,True,510.16,10222.97
273,GS,2017-03-10,2017-03-16,sma_exit,-0.36,203.13079833984372,203.00001525878903,5,True,510.34,10221.13
274,MRK,2017-03-13,2017-03-27,time_exit,-1.8,46.049949645996094,45.36082458496094,11,True,511.94,10240.75
275,HCA,2017-03-14,2017-03-15,sma_exit,1.93,77.51432037353516,79.24653625488281,2,True,511.94,10238.56
276,PNC,2017-03-14,2017-03-28,sma_exit,-5.01,91.96998596191406,87.63451385498047,11,True,511.94,10216.12
