trade_zeile,symbol,entry_time,exit_time,result,pnl_pct,entry_price,exit_price,kerzen,ausgefuehrt,allocation,capital_after
1,XRPUSDT,2021-09-22 07:00:00,2021-09-24 11:00:00,stop_loss,-6.3,0.9445,0.88783,53,True,1000.0,9937.0
0,ADAUSDT,2021-09-22 07:00:00,2021-10-02 09:00:00,time_exit,3.1,2.145,2.218,241,True,1000.0,9968.0
2,NEARUSDT,2021-11-19 04:00:00,2021-11-26 08:00:00,stop_loss,-6.3,9.267,8.71098,173,True,996.8,9905.2
3,LINKUSDT,2021-11-28 23:00:00,2021-12-03 20:00:00,stop_loss,-6.3,24.76,23.2744,118,True,990.52,9842.8
4,XRPUSDT,2021-12-04 06:00:00,2021-12-14 06:00:00,time_exit,6.9,0.7275,0.7799,241,True,984.28,9786.69
5,TRXUSDT,2021-12-06 13:00:00,2021-12-16 13:00:00,time_exit,3.53,0.08437,0.0876,241,True,984.28,9821.44
6,XRPUSDT,2021-12-06 21:00:00,2021-12-13 19:00:00,stop_loss,-6.3,0.8189,0.769766,167,True,984.28,9718.78
7,AAVEUSDT,2021-12-06 22:00:00,2021-12-10 01:00:00,stop_loss,-6.3,186.2,175.028,76,True,984.28,9780.79
8,LINKUSDT,2022-01-24 17:00:00,2022-02-03 17:00:00,time_exit,7.04,14.85,15.94,241,True,982.14,9890.58
9,BNBUSDT,2022-01-24 20:00:00,2022-02-03 20:00:00,time_exit,-3.32,374.4,363.1,241,True,982.14,9857.98
10,TRXUSDT,2022-01-25 23:00:00,2022-02-04 23:00:00,time_exit,14.96,0.05588,0.06441,241,True,982.14,10004.9
11,UNIUSDT,2022-02-24 14:00:00,2022-03-06 14:00:00,time_exit,4.82,8.21,8.63,241,True,1000.49,10053.13
12,NEARUSDT,2022-02-24 16:00:00,2022-03-06 16:00:00,time_exit,31.2,8.036,10.567,241,True,1000.49,10365.28
13,LINKUSDT,2022-02-24 16:00:00,2022-03-06 16:00:00,time_exit,11.33,12.38,13.82,241,True,1000.49,10478.64
14,AAVEUSDT,2022-02-24 18:00:00,2022-03-06 18:00:00,time_exit,-3.71,123.3,119.1,241,True,1000.49,10441.52
15,ETHUSDT,2022-02-24 18:00:00,2022-03-06 18:00:00,time_exit,3.59,2524.91,2623.19,241,True,1000.49,10477.44
16,BNBUSDT,2022-02-24 19:00:00,2022-03-06 19:00:00,time_exit,4.91,358.6,377.3,241,True,1000.49,10526.56
17,XRPUSDT,2022-02-24 19:00:00,2022-03-06 19:00:00,time_exit,6.34,0.6882,0.7339,241,True,1000.49,10589.99
18,DOGEUSDT,2022-03-14 04:00:00,2022-03-24 04:00:00,time_exit,17.2,0.1154,0.1356,241,True,1059.0,10772.14
19,DOGEUSDT,2022-05-10 03:00:00,2022-05-11 11:00:00,stop_loss,-6.3,0.1075,0.10104999999999999,33,True,1077.21,10704.27
20,AAVEUSDT,2022-05-11 09:00:00,2022-05-11 11:00:00,stop_loss,-6.3,107.1,100.67399999999999,3,True,1077.21,10636.41
21,UNIUSDT,2022-05-11 10:00:00,2022-05-11 12:00:00,stop_loss,-6.3,5.9,5.546,3,True,1077.21,10568.55
22,LINKUSDT,2022-05-11 10:00:00,2022-05-11 12:00:00,stop_loss,-6.3,8.5,7.989999999999999,3,True,1077.21,10500.68
25,XRPUSDT,2022-05-11 13:00:00,2022-05-11 15:00:00,stop_loss,-6.3,0.4734,0.44499599999999995,3,True,1050.07,10434.53
23,BNBUSDT,2022-05-11 13:00:00,2022-05-11 17:00:00,stop_loss,-6.3,298.3,280.402,5,True,1050.07,10368.37
24,ETHUSDT,2022-05-11 13:00:00,2022-05-11 17:00:00,stop_loss,-6.3,2341.08,2200.6151999999997,5,True,1050.07,10302.22
26,BTCUSDT,2022-05-12 14:00:00,2022-05-22 14:00:00,time_exit,1.0,29580.94,29964.77,241,True,1030.22,10312.52
27,NEARUSDT,2022-06-13 15:00:00,2022-06-14 02:00:00,stop_loss,-6.3,3.392,3.1884799999999998,12,True,1031.25,10052.65
28,AAVEUSDT,2022-06-13 16:00:00,2022-06-13 23:00:00,stop_loss,-6.3,60.4,56.775999999999996,8,True,1031.25,10182.58
