trade_zeile,symbol,entry_time,exit_time,result,pnl_pct,entry_price,exit_price,kerzen,ausgefuehrt
55,BTCUSDT,2022-01-08,2022-01-10,stop_loss,-3.13,41679.74,40501.0,3,True
56,SOLUSDT,2022-01-08,2022-01-10,stop_loss,-6.73,142.14,133.0,3,True
57,DOGEUSDT,2022-01-08,2022-01-10,stop_loss,-4.14,0.1509,0.1451,3,True
58,NEARUSDT,2022-01-09,2022-01-19,time_exit,19.61,13.519,16.21,11,True
59,AAVEUSDT,2022-01-10,2022-01-20,time_exit,-1.05,199.9,198.4,11,True
60,XRPUSDT,2022-01-10,2022-01-20,time_exit,-3.0,0.7399,0.7199,11,True
61,BNBUSDT,2022-01-10,2022-01-20,time_exit,3.35,424.7,440.2,11,True
62,DOGEUSDT,2022-01-21,2022-01-22,stop_loss,-1.71,0.1419,0.1399,2,True
63,ETHUSDT,2022-01-22,2022-01-24,stop_loss,-4.95,2412.18,2300.0,3,True
64,NEARUSDT,2022-01-24,2022-02-03,time_exit,1.94,10.719,10.959,11,True
65,LINKUSDT,2022-01-24,2022-02-03,time_exit,4.32,15.58,16.3,11,True
66,BTCUSDT,2022-01-24,2022-02-03,time_exit,1.48,36660.35,37311.61,11,True
67,ZECUSDT,2022-01-24,2022-02-03,time_exit,6.59,94.4,100.9,11,True
68,SOLUSDT,2022-01-24,2022-02-03,time_exit,10.4,91.93,101.77,11,True
69,AAVEUSDT,2022-01-24,2022-02-03,time_exit,0.03,152.5,153.0,11,True
70,UNIUSDT,2022-01-24,2022-02-03,time_exit,-2.83,10.68,10.41,11,True
71,TRXUSDT,2022-01-24,2022-02-03,time_exit,8.33,0.05506,0.05981,11,True
72,BNBUSDT,2022-01-24,2022-02-03,time_exit,-0.03,371.3,372.3,11,False
73,NEARUSDT,2022-02-12,2022-02-13,stop_loss,-3.94,10.793,10.4,2,True
74,SOLUSDT,2022-02-12,2022-02-13,stop_loss,-3.59,95.96,92.8,2,True
75,SOLUSDT,2022-02-14,2022-02-18,stop_loss,-6.16,96.37,90.72,5,True
76,LINKUSDT,2022-02-14,2022-02-18,stop_loss,-4.7,15.9,15.2,5,True
77,UNIUSDT,2022-02-14,2022-02-18,stop_loss,-5.11,10.61,10.1,5,True
78,ADAUSDT,2022-02-14,2022-02-17,stop_loss,-3.26,1.049,1.018,4,True
79,NEARUSDT,2022-02-14,2022-02-19,stop_loss,-5.16,10.554,10.041,6,True
80,ZECUSDT,2022-02-17,2022-02-18,stop_loss,-1.97,113.6,111.7,2,True
81,TRXUSDT,2022-02-17,2022-02-20,stop_loss,-0.99,0.06249,0.06206,4,True
82,AAVEUSDT,2022-02-17,2022-02-18,stop_loss,-2.0,153.0,150.4,2,True
83,DOGEUSDT,2022-02-18,2022-02-20,stop_loss,-2.18,0.1386,0.136,3,True
84,ETHUSDT,2022-02-19,2022-02-20,stop_loss,-2.8,2763.63,2694.45,2,True
85,ZECUSDT,2022-02-19,2022-02-20,stop_loss,-4.94,112.1,106.9,2,True
86,ADAUSDT,2022-02-19,2022-02-20,stop_loss,-2.61,0.996,0.973,2,True
87,LINKUSDT,2022-02-19,2022-02-20,stop_loss,-4.62,15.51,14.84,2,True
88,AAVEUSDT,2022-02-19,2022-02-20,stop_loss,-3.99,146.2,140.8,2,True
89,SOLUSDT,2022-02-19,2022-02-20,stop_loss,-3.23,91.27,88.6,2,True
90,NEARUSDT,2022-02-22,2022-02-24,stop_loss,-8.78,8.965,8.205,3,True
91,ETHUSDT,2022-02-22,2022-02-24,stop_loss,-5.47,2636.29,2500.0,3,True
92,ADAUSDT,2022-02-22,2022-02-24,stop_loss,-8.75,0.888,0.813,3,True
93,BNBUSDT,2022-02-22,2022-02-24,stop_loss,-7.14,374.3,348.7,3,True
94,UNIUSDT,2022-02-22,2022-02-24,stop_loss,-8.54,8.86,8.13,3,True
95,TRXUSDT,2022-02-22,2022-02-24,stop_loss,-5.97,0.06265,0.0591,3,True
96,SOLUSDT,2022-02-22,2022-02-24,stop_loss,-6.46,86.38,81.06,3,True
97,AAVEUSDT,2022-02-22,2022-02-24,stop_loss,-6.91,134.7,125.8,3,True
98,BTCUSDT,2022-02-22,2022-02-24,stop_loss,-5.22,38230.33,36350.0,3,False
99,ZECUSDT,2022-02-22,2022-02-24,stop_loss,-8.26,103.0,94.8,3,False
100,LINKUSDT,2022-02-22,2022-02-24,stop_loss,-7.23,13.99,13.02,3,False
101,DOGEUSDT,2022-02-22,2022-02-24,stop_loss,-6.01,0.1313,0.1238,3,False
102,XRPUSDT,2022-02-22,2022-02-24,stop_loss,-7.55,0.7209,0.6686,3,False
103,TRXUSDT,2022-02-25,2022-03-07,time_exit,-1.71,0.05943,0.05859,11,True
104,AAVEUSDT,2022-03-07,2022-03-17,time_exit,32.92,116.8,155.6,11,True
105,BNBUSDT,2022-03-14,2022-03-24,time_exit,10.63,373.4,414.2,11,True
106,ADAUSDT,2022-03-14,2022-03-24,time_exit,40.72,0.802,1.131,11,True
107,XRPUSDT,2022-03-31,2022-04-06,stop_loss,-4.64,0.8148,0.7794,7,True
108,ZECUSDT,2022-04-01,2022-04-04,stop_loss,-8.52,186.2,170.9,4,True
109,ADAUSDT,2022-04-07,2022-04-08,stop_loss,-4.98,1.089,1.038,2,True
110,XRPUSDT,2022-04-07,2022-04-08,stop_loss,-4.72,0.7871,0.7523,2,True
111,TRXUSDT,2022-04-07,2022-04-08,stop_loss,-2.9,0.06431,0.06264,2,True
112,ETHUSDT,2022-04-07,2022-04-11,stop_loss,-2.9,3227.19,3143.15,5,True
113,BTCUSDT,2022-04-07,2022-04-08,stop_loss,-1.95,43444.19,42727.35,2,True
114,LINKUSDT,2022-04-07,2022-04-08,stop_loss,-4.43,15.75,15.1,2,True
115,UNIUSDT,2022-04-07,2022-04-08,stop_loss,-6.33,10.44,9.81,2,True
116,AAVEUSDT,2022-04-09,2022-04-10,stop_loss,-4.57,184.8,176.9,2,True
117,BTCUSDT,2022-04-10,2022-04-11,stop_loss,-0.99,42158.85,41868.0,2,True
118,ADAUSDT,2022-04-12,2022-04-17,stop_loss,-4.49,0.955,0.915,6,True
119,ZECUSDT,2022-04-12,2022-04-17,stop_loss,-4.44,147.4,141.3,6,True
120,LINKUSDT,2022-04-14,2022-04-18,stop_loss,-2.64,13.65,13.33,5,True
121,ETHUSDT,2022-04-18,2022-04-25,stop_loss,-5.94,3055.56,2883.22,8,True
122,BTCUSDT,2022-04-18,2022-04-25,stop_loss,-5.85,40801.13,38536.51,8,True
123,ZECUSDT,2022-04-18,2022-04-28,time_exit,-6.19,156.1,146.9,11,True
124,ADAUSDT,2022-04-18,2022-04-25,stop_loss,-7.02,0.937,0.874,8,True
125,NEARUSDT,2022-04-18,2022-04-25,stop_loss,-9.5,16.169,14.682,8,True
126,DOGEUSDT,2022-04-18,2022-04-24,stop_loss,-5.65,0.1402,0.1327,7,True
127,UNIUSDT,2022-04-18,2022-04-21,stop_loss,-5.95,9.38,8.85,4,True
128,SOLUSDT,2022-04-18,2022-04-25,stop_loss,-7.83,102.33,94.62,8,True
129,AAVEUSDT,2022-04-25,2022-04-29,stop_loss,-9.36,168.9,153.6,5,True
130,UNIUSDT,2022-04-25,2022-04-26,stop_loss,-6.83,8.73,8.16,2,True
131,LINKUSDT,2022-04-25,2022-04-26,stop_loss,-7.07,13.44,12.53,2,True
132,DOGEUSDT,2022-04-25,2022-05-05,time_exit,-19.21,0.1581,0.1282,11,True
133,BNBUSDT,2022-04-25,2022-04-26,stop_loss,-5.74,404.3,382.3,2,True
134,ETHUSDT,2022-04-26,2022-04-30,stop_loss,-1.82,2809.67,2767.0,5,True
135,NEARUSDT,2022-04-28,2022-04-29,stop_loss,-1.53,12.402,12.25,2,True
136,BNBUSDT,2022-05-01,2022-05-05,stop_loss,-3.99,389.9,375.5,5,True
137,BTCUSDT,2022-05-01,2022-05-05,stop_loss,-3.11,38468.35,37386.38,5,True
138,AAVEUSDT,2022-05-05,2022-05-06,stop_loss,-3.98,141.4,136.2,2,True
139,SOLUSDT,2022-05-05,2022-05-06,stop_loss,-4.09,84.52,81.32,2,True
140,LINKUSDT,2022-05-05,2022-05-06,stop_loss,-2.87,10.91,10.63,2,True
141,ETHUSDT,2022-05-05,2022-05-06,stop_loss,-2.66,2747.97,2683.0,2,True
142,DOGEUSDT,2022-05-06,2022-05-08,stop_loss,-3.74,0.1278,0.1234,3,True
143,BTCUSDT,2022-05-06,2022-05-07,stop_loss,-2.4,36013.77,35258.0,2,True
144,BNBUSDT,2022-05-06,2022-05-07,stop_loss,-2.54,379.1,370.6,2,True
145,NEARUSDT,2022-05-07,2022-05-08,stop_loss,-4.18,10.438,10.033,2,True
146,ETHUSDT,2022-05-07,2022-05-08,stop_loss,-2.22,2635.34,2584.75,2,True
147,ADAUSDT,2022-05-08,2022-05-09,stop_loss,-2.31,0.7403,0.7254,2,True
148,DOGEUSDT,2022-05-10,2022-05-11,stop_loss,-8.45,0.108,0.0992,2,True
149,LINKUSDT,2022-05-10,2022-05-11,stop_loss,-8.45,8.59,7.89,2,True
150,NEARUSDT,2022-05-10,2022-05-11,stop_loss,-7.65,9.563,8.86,2,True
151,ETHUSDT,2022-05-10,2022-05-11,stop_loss,-6.37,2342.05,2200.0,2,True
152,ADAUSDT,2022-05-10,2022-05-11,stop_loss,-7.51,0.6286,0.5833,2,True
153,BNBUSDT,2022-05-10,2022-05-11,stop_loss,-9.73,319.1,289.0,2,True
154,AAVEUSDT,2022-05-10,2022-05-11,stop_loss,-8.47,105.2,96.6,2,True
155,BTCUSDT,2022-05-10,2022-05-11,stop_loss,-4.45,31017.1,29730.4,2,True
156,UNIUSDT,2022-05-10,2022-05-11,stop_loss,-5.57,6.07,5.75,2,False
157,SOLUSDT,2022-05-10,2022-05-11,stop_loss,-10.42,66.9,60.13,2,False
158,ZECUSDT,2022-05-10,2022-05-11,stop_loss,-5.68,93.0,88.0,2,False
159,BNBUSDT,2022-05-12,2022-05-22,time_exit,18.44,269.0,319.4,11,True
160,AAVEUSDT,2022-05-12,2022-05-22,time_exit,21.75,77.1,94.1,11,True
161,NEARUSDT,2022-05-12,2022-05-22,time_exit,-3.09,6.421,6.242,11,True
162,UNIUSDT,2022-05-12,2022-05-22,time_exit,17.04,4.67,5.48,11,True
163,SOLUSDT,2022-05-12,2022-05-22,time_exit,17.26,44.64,52.48,11,True
164,ZECUSDT,2022-05-12,2022-05-22,time_exit,22.88,86.7,106.8,11,True
165,XRPUSDT,2022-05-12,2022-05-22,time_exit,9.09,0.3856,0.4218,11,True
166,DOGEUSDT,2022-05-12,2022-05-22,time_exit,3.7,0.0826,0.0859,11,True
167,LINKUSDT,2022-05-12,2022-05-22,time_exit,11.44,6.56,7.33,11,False
168,BTCUSDT,2022-05-12,2022-05-22,time_exit,4.05,29029.75,30293.94,11,False
169,ADAUSDT,2022-05-12,2022-05-22,time_exit,14.13,0.4733,0.5416,11,False
170,DOGEUSDT,2022-05-24,2022-05-26,stop_loss,-4.6,0.0837,0.0801,3,True
171,NEARUSDT,2022-05-24,2022-05-26,stop_loss,-7.8,5.97,5.522,3,True
172,BTCUSDT,2022-05-26,2022-06-05,time_exit,2.16,29201.35,29919.21,11,True
173,XRPUSDT,2022-05-26,2022-06-05,time_exit,0.54,0.392,0.3953,11,True
174,LINKUSDT,2022-05-27,2022-06-06,time_exit,26.41,6.29,7.97,11,True
175,SOLUSDT,2022-06-01,2022-06-02,stop_loss,-1.8,40.11,39.51,2,True
176,SOLUSDT,2022-06-03,2022-06-04,stop_loss,-2.0,38.28,37.63,2,True
177,TRXUSDT,2022-06-04,2022-06-11,stop_loss,-5.47,0.08043,0.07627,8,True
178,BNBUSDT,2022-06-06,2022-06-07,stop_loss,-2.71,295.1,288.0,2,True
179,DOGEUSDT,2022-06-07,2022-06-10,stop_loss,-3.66,0.08039,0.07769,4,True
180,NEARUSDT,2022-06-09,2022-06-10,stop_loss,-2.09,5.083,4.992,2,True
181,ZECUSDT,2022-06-12,2022-06-13,stop_loss,-6.87,79.1,73.9,2,True
182,TRXUSDT,2022-06-12,2022-06-13,stop_loss,-3.02,0.07618,0.07411,2,True
183,DOGEUSDT,2022-06-14,2022-06-18,stop_loss,-10.69,0.05555,0.04978,5,True
184,AAVEUSDT,2022-06-14,2022-06-15,stop_loss,-14.31,62.1,53.4,2,True
185,BNBUSDT,2022-06-14,2022-06-15,stop_loss,-8.78,223.0,204.1,2,True
186,SOLUSDT,2022-06-14,2022-06-24,time_exit,41.34,29.59,41.91,11,True
187,ZECUSDT,2022-06-14,2022-06-15,stop_loss,-6.7,64.1,60.0,2,True
188,UNIUSDT,2022-06-14,2022-06-18,stop_loss,-13.51,3.86,3.35,5,True
189,ETHUSDT,2022-06-14,2022-06-15,stop_loss,-11.31,1208.9,1075.8,2,True
190,XRPUSDT,2022-06-14,2022-06-18,stop_loss,-8.95,0.3214,0.2936,5,True
191,BTCUSDT,2022-06-14,2022-06-15,stop_loss,-6.13,22136.41,20846.0,2,False
192,NEARUSDT,2022-06-15,2022-06-18,stop_loss,-20.63,3.813,3.038,4,True
193,TRXUSDT,2022-06-15,2022-06-25,time_exit,2.52,0.06302,0.0648,11,True
194,ADAUSDT,2022-06-18,2022-06-28,time_exit,2.89,0.4549,0.4694,11,True
195,ZECUSDT,2022-06-18,2022-06-28,time_exit,-1.31,59.5,58.9,11,True
196,BTCUSDT,2022-06-30,2022-07-10,time_exit,4.31,19942.21,20862.47,11,True
197,XRPUSDT,2022-06-30,2022-07-10,time_exit,-2.29,0.3321,0.3255,11,True
198,ETHUSDT,2022-06-30,2022-07-10,time_exit,8.79,1071.01,1168.36,11,True
199,ADAUSDT,2022-06-30,2022-07-10,time_exit,0.24,0.4599,0.4624,11,True
200,LINKUSDT,2022-06-30,2022-07-10,time_exit,-1.42,6.27,6.2,11,True
201,SOLUSDT,2022-06-30,2022-07-10,time_exit,8.44,33.76,36.71,11,True
202,XRPUSDT,2022-07-12,2022-07-13,stop_loss,-1.52,0.3116,0.3078,2,True
203,ZECUSDT,2022-07-13,2022-07-23,time_exit,7.14,55.1,59.2,11,True
204,DOGEUSDT,2022-07-13,2022-07-23,time_exit,9.55,0.06194,0.06804,11,True
205,LINKUSDT,2022-07-13,2022-07-23,time_exit,10.53,6.175,6.844,11,True
206,ADAUSDT,2022-07-13,2022-07-23,time_exit,17.66,0.4383,0.517,11,True
207,ETHUSDT,2022-07-13,2022-07-23,time_exit,38.59,1115.0,1548.67,11,True
208,SOLUSDT,2022-07-13,2022-07-23,time_exit,14.1,34.94,39.97,11,True
209,NEARUSDT,2022-07-13,2022-07-23,time_exit,28.8,3.337,4.308,11,True
210,ZECUSDT,2022-07-26,2022-08-05,time_exit,23.54,55.8,69.1,11,True
211,LINKUSDT,2022-07-26,2022-08-05,time_exit,23.94,6.341,7.878,11,True
212,DOGEUSDT,2022-07-26,2022-08-05,time_exit,11.36,0.06252,0.06981,11,True
213,UNIUSDT,2022-07-26,2022-08-05,time_exit,34.23,6.66,8.96,11,True
214,TRXUSDT,2022-07-26,2022-08-05,time_exit,6.63,0.06536,0.06989,11,True
215,XRPUSDT,2022-07-26,2022-08-05,time_exit,11.33,0.3372,0.3764,11,True
216,XRPUSDT,2022-08-09,2022-08-10,stop_loss,-2.1,0.3672,0.3606,2,True
217,LINKUSDT,2022-08-20,2022-08-26,stop_loss,-3.78,6.9,6.66,7,True
218,ZECUSDT,2022-08-20,2022-08-22,stop_loss,-2.84,63.0,61.4,3,True
219,BTCUSDT,2022-08-20,2022-08-26,stop_loss,-2.09,21140.07,20761.9,7,True
220,ADAUSDT,2022-08-20,2022-08-26,stop_loss,-3.87,0.4508,0.4347,7,True
221,SOLUSDT,2022-08-20,2022-08-22,stop_loss,-3.33,35.28,34.21,3,True
222,UNIUSDT,2022-08-20,2022-08-22,stop_loss,-4.01,7.0,6.74,3,True
223,NEARUSDT,2022-08-22,2022-08-26,stop_loss,-4.96,4.119,3.927,5,True
224,DOGEUSDT,2022-08-22,2022-08-26,stop_loss,-5.01,0.0684,0.06518,5,True
225,ZECUSDT,2022-08-26,2022-08-27,stop_loss,-1.61,61.1,60.3,2,True
226,ETHUSDT,2022-08-27,2022-08-28,stop_loss,-3.22,1491.06,1447.52,2,True
227,NEARUSDT,2022-08-27,2022-08-28,stop_loss,-2.65,3.916,3.824,2,True
228,DOGEUSDT,2022-08-27,2022-08-28,stop_loss,-2.28,0.06351,0.06225,2,True
229,BNBUSDT,2022-08-27,2022-08-29,stop_loss,-1.96,277.9,273.3,3,True
230,TRXUSDT,2022-08-27,2022-08-29,stop_loss,-3.11,0.0629,0.06113,3,True
231,SOLUSDT,2022-08-27,2022-08-28,stop_loss,-2.42,31.53,30.86,2,True
232,XRPUSDT,2022-08-27,2022-08-28,stop_loss,-2.18,0.3346,0.3283,2,True
233,SOLUSDT,2022-08-29,2022-09-08,time_exit,3.37,32.42,33.61,11,True
234,DOGEUSDT,2022-08-29,2022-08-30,stop_loss,-4.94,0.06384,0.06088,2,True
235,XRPUSDT,2022-08-29,2022-09-06,stop_loss,-4.83,0.3337,0.3186,9,True
236,AAVEUSDT,2022-08-29,2022-09-08,time_exit,2.5,85.8,88.2,11,True
237,ETHUSDT,2022-08-29,2022-09-08,time_exit,5.09,1551.8,1635.37,11,True
238,NEARUSDT,2022-08-29,2022-09-08,time_exit,15.99,4.033,4.69,11,True
239,LINKUSDT,2022-08-29,2022-09-08,time_exit,10.24,6.7,7.406,11,True
240,ADAUSDT,2022-08-29,2022-09-08,time_exit,6.05,0.4504,0.479,11,True
241,UNIUSDT,2022-08-29,2022-09-08,time_exit,-2.82,6.34,6.18,11,False
242,ZECUSDT,2022-08-30,2022-08-31,stop_loss,-0.8,60.0,59.7,2,True
243,BNBUSDT,2022-09-01,2022-09-06,stop_loss,-3.03,278.3,270.7,6,True
244,DOGEUSDT,2022-09-01,2022-09-06,stop_loss,-4.32,0.06239,0.05988,6,False
245,BNBUSDT,2022-09-07,2022-09-17,time_exit,-0.23,278.9,279.1,11,True
246,DOGEUSDT,2022-09-07,2022-09-17,time_exit,1.72,0.06097,0.0622,11,True
247,XRPUSDT,2022-09-07,2022-09-17,time_exit,11.37,0.3369,0.3762,11,False
248,BTCUSDT,2022-09-07,2022-09-17,time_exit,3.95,19292.84,20113.62,11,False
249,TRXUSDT,2022-09-07,2022-09-08,stop_loss,-3.15,0.06181,0.06005,2,False
250,AAVEUSDT,2022-09-14,2022-09-15,stop_loss,-3.41,83.7,81.1,2,True
251,AAVEUSDT,2022-09-16,2022-09-18,stop_loss,-2.95,79.3,77.2,3,True
252,UNIUSDT,2022-09-16,2022-09-18,stop_loss,-3.22,5.83,5.66,3,True
253,SOLUSDT,2022-09-19,2022-09-21,stop_loss,-6.8,32.62,30.5,3,True
254,ZECUSDT,2022-09-19,2022-09-29,time_exit,2.42,55.2,56.7,11,True
255,BTCUSDT,2022-09-19,2022-09-21,stop_loss,-6.98,19537.02,18232.56,3,True
256,NEARUSDT,2022-09-19,2022-09-20,stop_loss,-6.44,4.055,3.806,2,True
257,ETHUSDT,2022-09-19,2022-09-21,stop_loss,-7.28,1375.98,1280.0,3,True
258,BNBUSDT,2022-09-19,2022-09-29,time_exit,4.19,271.9,284.1,11,True
259,ADAUSDT,2022-09-19,2022-09-21,stop_loss,-4.61,0.4527,0.4332,3,True
260,DOGEUSDT,2022-09-19,2022-09-29,time_exit,3.68,0.05853,0.06086,11,True
261,UNIUSDT,2022-09-19,2022-09-21,stop_loss,-5.41,5.48,5.2,3,False
262,AAVEUSDT,2022-09-21,2022-10-01,time_exit,3.75,71.6,74.5,11,True
263,ADAUSDT,2022-09-28,2022-10-02,stop_loss,-2.82,0.4361,0.4251,5,True
264,TRXUSDT,2022-09-28,2022-10-08,time_exit,3.92,0.05954,0.06205,11,True
265,NEARUSDT,2022-09-28,2022-10-03,stop_loss,-3.99,3.578,3.446,6,True
266,AAVEUSDT,2022-10-03,2022-10-11,stop_loss,-5.2,75.5,71.8,9,True
267,ADAUSDT,2022-10-03,2022-10-10,stop_loss,-3.06,0.4276,0.4158,8,True
268,ZECUSDT,2022-10-03,2022-10-10,stop_loss,-5.49,55.9,53.0,8,True
269,BNBUSDT,2022-10-09,2022-10-10,stop_loss,-1.41,278.2,275.1,2,True
270,BTCUSDT,2022-10-11,2022-10-13,stop_loss,-1.35,19060.0,18860.0,3,True
271,DOGEUSDT,2022-10-11,2022-10-13,stop_loss,-4.86,0.06025,0.0575,3,True
272,BNBUSDT,2022-10-11,2022-10-13,stop_loss,-1.85,271.4,267.2,3,True
273,ZECUSDT,2022-10-12,2022-10-13,stop_loss,-1.84,51.8,51.0,2,True
274,AAVEUSDT,2022-10-12,2022-10-13,stop_loss,-1.0,71.6,71.1,2,True
275,UNIUSDT,2022-10-13,2022-10-23,time_exit,2.14,6.14,6.29,11,True
276,TRXUSDT,2022-10-13,2022-10-23,time_exit,1.14,0.061,0.06188,11,True
277,ADAUSDT,2022-10-13,2022-10-19,stop_loss,-7.68,0.3768,0.349,7,True
278,SOLUSDT,2022-10-13,2022-10-21,stop_loss,-8.89,30.49,27.87,9,True
279,ETHUSDT,2022-10-13,2022-10-23,time_exit,5.69,1287.08,1364.2,11,True
280,LINKUSDT,2022-10-13,2022-10-23,time_exit,0.26,7.027,7.066,11,True
281,XRPUSDT,2022-10-20,2022-10-30,time_exit,2.32,0.4465,0.4582,11,True
282,NEARUSDT,2022-10-21,2022-10-31,time_exit,7.29,2.887,3.106,11,True
283,ADAUSDT,2022-10-21,2022-10-31,time_exit,15.82,0.3492,0.4055,11,True
284,ZECUSDT,2022-11-02,2022-11-08,stop_loss,-2.09,50.3,49.4,7,True
285,NEARUSDT,2022-11-02,2022-11-08,stop_loss,-2.92,2.901,2.825,7,True
286,DOGEUSDT,2022-11-08,2022-11-09,stop_loss,-12.27,0.08827,0.0777,2,True
287,LINKUSDT,2022-11-08,2022-11-09,stop_loss,-14.96,7.708,6.578,2,True
288,TRXUSDT,2022-11-10,2022-11-13,stop_loss,-9.69,0.05782,0.05239,4,True
289,NEARUSDT,2022-11-12,2022-11-13,stop_loss,-2.65,2.0,1.953,2,True
290,AAVEUSDT,2022-11-12,2022-11-13,stop_loss,-2.54,58.1,56.8,2,True
291,AAVEUSDT,2022-11-14,2022-11-22,stop_loss,-10.1,59.2,53.4,9,True
292,LINKUSDT,2022-11-14,2022-11-21,stop_loss,-9.85,6.291,5.69,8,True
