trade_zeile,symbol,entry_time,exit_time,result,pnl_pct,entry_price,exit_price,kerzen,ausgefuehrt
41,AAVEUSDT,2023-04-19,2023-04-25,sma_exit,-3.95,74.0,71.3,7,True
42,ADAUSDT,2023-04-20,2023-04-25,sma_exit,-1.85,0.4007,0.3945,6,True
43,SOLUSDT,2023-04-20,2023-04-25,sma_exit,-1.52,22.2,21.93,6,True
44,NEARUSDT,2023-04-20,2023-04-25,sma_exit,-4.55,2.048,1.961,6,True
45,ETHUSDT,2023-04-21,2023-04-25,sma_exit,0.64,1848.78,1866.1,5,True
46,XRPUSDT,2023-04-21,2023-04-25,sma_exit,4.24,0.4491,0.4695,5,True
47,BTCUSDT,2023-04-21,2023-04-25,sma_exit,3.51,27262.84,28300.79,5,True
48,LINKUSDT,2023-04-21,2023-04-25,sma_exit,1.96,7.113,7.274,5,True
49,BNBUSDT,2023-04-29,2023-04-30,sma_exit,4.55,321.9,337.5,2,True
50,BTCUSDT,2023-05-01,2023-05-03,sma_exit,3.11,28068.26,29026.16,3,True
51,ADAUSDT,2023-05-01,2023-05-05,sma_exit,1.61,0.3868,0.3942,5,True
52,XRPUSDT,2023-05-04,2023-05-05,sma_exit,1.07,0.4608,0.4671,2,True
53,SOLUSDT,2023-05-08,2023-05-12,sma_exit,1.06,20.62,20.9,5,True
54,BNBUSDT,2023-05-08,2023-05-13,sma_exit,-1.29,313.8,310.7,6,True
55,BTCUSDT,2023-05-08,2023-05-15,sma_exit,-2.13,27668.79,27162.14,8,True
56,ADAUSDT,2023-05-08,2023-05-12,sma_exit,1.12,0.3653,0.3705,5,True
57,XRPUSDT,2023-05-08,2023-05-12,sma_exit,0.21,0.4283,0.4305,5,True
58,ETHUSDT,2023-05-11,2023-05-15,sma_exit,0.92,1794.3,1816.2,5,True
59,BTCUSDT,2023-06-05,2023-06-06,sma_exit,5.54,25728.2,27230.08,2,True
60,ETHUSDT,2023-06-05,2023-06-06,sma_exit,3.8,1810.5,1884.64,2,True
61,TRXUSDT,2023-06-07,2023-06-13,sma_exit,-6.59,0.07675,0.07192,7,True
62,ETHUSDT,2023-06-10,2023-06-16,sma_exit,-2.22,1751.53,1717.92,7,True
63,XRPUSDT,2023-06-14,2023-06-18,sma_exit,1.1,0.4801,0.4868,5,True
64,XRPUSDT,2023-07-06,2023-07-10,sma_exit,3.12,0.4622,0.478,5,True
65,ETHUSDT,2023-07-06,2023-07-10,sma_exit,1.55,1846.17,1880.4,5,True
66,BTCUSDT,2023-07-06,2023-07-10,sma_exit,1.43,29895.43,30411.57,5,True
67,AAVEUSDT,2023-07-18,2023-07-21,sma_exit,2.89,72.06,74.36,4,True
68,BTCUSDT,2023-07-18,2023-07-23,sma_exit,0.45,29859.13,30083.75,6,True
69,ETHUSDT,2023-07-19,2023-07-23,sma_exit,-0.29,1888.63,1888.73,5,True
70,SOLUSDT,2023-07-24,2023-07-26,sma_exit,7.4,23.37,25.17,3,True
71,XRPUSDT,2023-07-24,2023-07-28,sma_exit,1.11,0.7021,0.712,5,True
72,XRPUSDT,2023-07-30,2023-08-01,sma_exit,0.03,0.7046,0.7069,3,True
73,TRXUSDT,2023-07-31,2023-08-05,sma_exit,-0.79,0.07792,0.07754,6,True
74,DOGEUSDT,2023-08-02,2023-08-05,sma_exit,1.71,0.07422,0.07571,4,True
75,SOLUSDT,2023-08-03,2023-08-06,sma_exit,2.13,22.65,23.2,4,True
76,XRPUSDT,2023-08-03,2023-08-08,sma_exit,-3.5,0.663,0.6418,6,True
77,LINKUSDT,2023-08-03,2023-08-07,sma_exit,2.49,7.125,7.324,5,True
78,UNIUSDT,2023-08-06,2023-08-08,sma_exit,1.83,5.954,6.081,3,True
79,LINKUSDT,2023-08-15,2023-08-23,sma_exit,-10.11,7.043,6.352,9,True
80,TRXUSDT,2023-08-16,2023-08-20,sma_exit,1.39,0.07465,0.07591,5,True
81,BTCUSDT,2023-08-16,2023-08-23,sma_exit,-8.3,28730.51,26432.72,8,True
82,XRPUSDT,2023-08-16,2023-08-20,sma_exit,-8.88,0.5889,0.5384,5,True
83,SOLUSDT,2023-08-17,2023-08-23,sma_exit,0.07,21.66,21.74,7,True
84,TRXUSDT,2023-09-11,2023-09-12,sma_exit,3.83,0.07755,0.08075,2,True
85,SOLUSDT,2023-10-09,2023-10-14,sma_exit,-0.75,22.1,22.0,6,True
86,TRXUSDT,2023-10-12,2023-10-15,sma_exit,1.89,0.08481,0.08667,4,True
87,BNBUSDT,2023-11-13,2023-11-15,sma_exit,4.93,241.1,253.7,3,True
88,PEPEUSDT,2023-11-14,2023-11-15,sma_exit,9.27,1.15e-06,1.26e-06,2,True
89,BTCUSDT,2023-11-14,2023-11-15,sma_exit,6.19,35551.19,37858.2,2,True
90,XRPUSDT,2023-11-21,2023-11-22,sma_exit,5.25,0.5788,0.6109,2,True
91,DOGEUSDT,2023-11-21,2023-11-24,sma_exit,8.65,0.07176,0.07818,4,True
92,TRXUSDT,2023-11-21,2023-11-22,sma_exit,4.93,0.09612,0.10115,2,True
93,AAVEUSDT,2023-12-06,2023-12-08,sma_exit,3.01,96.3,99.49,3,True
94,AAVEUSDT,2023-12-11,2023-12-14,sma_exit,16.62,91.62,107.12,4,True
95,BTCUSDT,2023-12-11,2023-12-13,sma_exit,3.62,41253.4,42869.03,3,True
96,ZECUSDT,2023-12-11,2023-12-20,sma_exit,-4.38,30.4,29.16,10,True
97,ETHUSDT,2023-12-12,2023-12-14,sma_exit,4.78,2203.46,2315.32,3,True
98,BNBUSDT,2023-12-17,2023-12-19,sma_exit,5.6,238.8,252.9,3,True
99,UNIUSDT,2023-12-19,2023-12-21,sma_exit,5.67,5.834,6.182,3,True
100,TRXUSDT,2023-12-26,2023-12-28,sma_exit,2.03,0.10305,0.10545,3,True
101,DOGEUSDT,2024-01-03,2024-01-10,sma_exit,0.99,0.08201,0.08307,8,True
102,UNIUSDT,2024-01-03,2024-01-10,sma_exit,1.8,6.433,6.568,8,True
103,XRPUSDT,2024-01-03,2024-01-08,sma_exit,-1.11,0.5823,0.5776,6,True
104,WLDUSDT,2024-01-03,2024-01-10,sma_exit,-10.99,3.079,2.75,8,True
105,TRXUSDT,2024-01-05,2024-01-10,sma_exit,0.52,0.10438,0.10524,6,True
106,PROMUSDT,2024-01-05,2024-01-10,sma_exit,5.26,5.289,5.583,6,True
107,AAVEUSDT,2024-01-06,2024-01-10,sma_exit,7.39,99.43,107.08,5,True
108,ADAUSDT,2024-01-06,2024-01-08,sma_exit,3.24,0.5227,0.5412,3,True
109,LINKUSDT,2024-01-07,2024-01-08,sma_exit,7.21,13.151,14.139,2,False
110,SOLUSDT,2024-01-07,2024-01-08,sma_exit,9.14,89.44,97.88,2,False
111,BNBUSDT,2024-01-07,2024-01-10,sma_exit,0.82,302.4,305.8,4,False
112,NEARUSDT,2024-01-07,2024-01-10,sma_exit,11.77,3.215,3.603,4,False
113,BTCUSDT,2024-01-12,2024-01-16,sma_exit,0.53,42782.73,43137.95,5,True
114,NEARUSDT,2024-01-16,2024-01-26,sma_exit,-10.27,3.24,2.917,11,True
115,DOGEUSDT,2024-01-18,2024-01-20,sma_exit,12.11,0.07808,0.08777,3,True
116,WLDUSDT,2024-01-18,2024-01-26,sma_exit,-8.66,2.571,2.356,9,True
117,PROMUSDT,2024-01-18,2024-01-24,sma_exit,0.7,5.586,5.642,7,True
118,ADAUSDT,2024-01-18,2024-01-26,sma_exit,-3.82,0.5026,0.4849,9,True
119,SUIUSDT,2024-01-21,2024-01-23,sma_exit,11.44,1.0613,1.1859,3,True
120,PEPEUSDT,2024-01-22,2024-01-26,sma_exit,1.59,1.06e-06,1.08e-06,5,True
121,UNIUSDT,2024-01-22,2024-01-26,sma_exit,-1.94,6.048,5.949,5,True
122,BTCUSDT,2024-01-22,2024-01-26,sma_exit,5.4,39568.02,41823.51,5,True
123,SOLUSDT,2024-01-22,2024-01-24,sma_exit,5.58,83.84,88.77,3,False
124,ETHUSDT,2024-01-22,2024-01-26,sma_exit,-2.31,2314.2,2267.68,5,False
125,AAVEUSDT,2024-01-22,2024-01-26,sma_exit,-0.71,91.73,91.35,5,False
126,BNBUSDT,2024-01-23,2024-01-26,sma_exit,0.84,298.8,302.2,4,True
127,LINKUSDT,2024-01-24,2024-01-27,sma_exit,0.42,14.243,14.345,4,True
128,AAVEUSDT,2024-01-31,2024-02-08,sma_exit,-1.14,85.88,85.16,9,True
129,PROMUSDT,2024-02-05,2024-02-07,sma_exit,5.6,6.503,6.887,3,True
130,NEARUSDT,2024-02-06,2024-02-07,sma_exit,4.6,2.736,2.87,2,True
131,SUIUSDT,2024-02-21,2024-02-26,sma_exit,-1.58,1.6922,1.6705,6,True
132,SOLUSDT,2024-02-21,2024-02-24,sma_exit,-1.27,105.03,104.01,4,True
133,LINKUSDT,2024-02-21,2024-02-24,sma_exit,-0.63,18.594,18.533,4,True
134,ADAUSDT,2024-02-22,2024-02-25,sma_exit,0.66,0.5858,0.5914,4,True
135,BTCUSDT,2024-02-23,2024-02-24,sma_exit,1.32,50744.15,51568.22,2,True
136,SUIUSDT,2024-03-04,2024-03-07,sma_exit,5.96,1.4868,1.5799,4,True
137,PROMUSDT,2024-03-05,2024-03-06,sma_exit,18.67,10.177,12.108,2,True
138,WLDUSDT,2024-03-05,2024-03-08,sma_exit,16.85,6.424,7.526,4,True
139,TRXUSDT,2024-03-05,2024-03-15,time_exit,-7.31,0.13585,0.12633,11,True
140,PROMUSDT,2024-03-15,2024-03-22,sma_exit,-6.64,13.224,12.386,8,True
141,UNIUSDT,2024-03-15,2024-03-20,sma_exit,-9.12,13.066,11.913,6,True
142,LINKUSDT,2024-03-15,2024-03-20,sma_exit,-6.5,19.63,18.412,6,True
143,ETHUSDT,2024-03-15,2024-03-20,sma_exit,-6.33,3742.19,3516.53,6,True
144,SUIUSDT,2024-03-15,2024-03-16,sma_exit,9.18,1.4927,1.6342,2,True
145,ZECUSDT,2024-03-15,2024-03-20,sma_exit,-10.4,31.49,28.31,6,True
146,DOGEUSDT,2024-03-16,2024-03-20,sma_exit,6.41,0.14253,0.15209,5,True
147,BTCUSDT,2024-03-16,2024-03-20,sma_exit,3.59,65300.63,67840.51,5,True
148,ADAUSDT,2024-03-16,2024-03-23,sma_exit,-5.75,0.6591,0.6232,8,True
149,XRPUSDT,2024-03-16,2024-03-18,sma_exit,6.7,0.6031,0.6453,3,False
150,TRXUSDT,2024-03-16,2024-03-21,sma_exit,-3.59,0.12527,0.12115,6,False
151,AAVEUSDT,2024-03-16,2024-03-20,sma_exit,0.84,118.76,120.11,5,False
152,BNBUSDT,2024-03-19,2024-03-20,sma_exit,9.37,507.7,556.8,2,False
153,WLDUSDT,2024-03-30,2024-04-06,sma_exit,-14.29,8.113,6.978,8,True
154,UNIUSDT,2024-04-02,2024-04-06,sma_exit,-0.84,11.302,11.241,5,True
155,TRXUSDT,2024-04-02,2024-04-06,sma_exit,2.25,0.11662,0.11959,5,True
156,LINKUSDT,2024-04-02,2024-04-07,sma_exit,-0.52,17.952,17.913,6,True
157,BNBUSDT,2024-04-02,2024-04-04,sma_exit,5.88,551.4,585.5,3,True
158,PROMUSDT,2024-04-02,2024-04-04,sma_exit,5.52,12.968,13.723,3,True
159,ZECUSDT,2024-04-02,2024-04-06,sma_exit,-0.91,27.66,27.49,5,True
160,ADAUSDT,2024-04-02,2024-04-06,sma_exit,0.2,0.5807,0.5836,5,True
161,BTCUSDT,2024-04-02,2024-04-04,sma_exit,4.32,65463.99,68487.79,3,False
162,AAVEUSDT,2024-04-03,2024-04-06,sma_exit,3.25,114.5,118.56,4,False
163,SUIUSDT,2024-04-03,2024-04-08,sma_exit,2.21,1.6681,1.7099,6,False
164,SOLUSDT,2024-04-05,2024-04-08,sma_exit,3.32,174.37,180.68,4,True
165,UNIUSDT,2024-04-10,2024-04-18,sma_exit,-27.68,10.047,7.296,9,True
166,SUIUSDT,2024-04-11,2024-04-16,sma_exit,-18.18,1.4904,1.2239,6,True
167,WLDUSDT,2024-04-11,2024-04-16,sma_exit,-20.56,6.376,5.084,6,True
168,NEARUSDT,2024-04-12,2024-04-16,sma_exit,-5.4,5.788,5.493,5,True
169,ETHUSDT,2024-04-12,2024-04-20,sma_exit,-2.82,3237.43,3155.79,9,True
170,PEPEUSDT,2024-04-12,2024-04-16,sma_exit,-9.08,5.92e-06,5.4e-06,5,True
171,SOLUSDT,2024-04-12,2024-04-18,sma_exit,-7.54,153.16,142.07,7,True
172,BTCUSDT,2024-04-13,2024-04-19,sma_exit,-0.47,63924.51,63818.01,7,True
173,DOGEUSDT,2024-04-13,2024-04-19,sma_exit,2.18,0.15254,0.15633,7,False
174,PROMUSDT,2024-04-13,2024-04-19,sma_exit,-4.67,10.213,9.767,7,False
175,BNBUSDT,2024-04-13,2024-04-18,sma_exit,-0.48,553.1,552.1,6,False
176,WLDUSDT,2024-04-24,2024-05-03,sma_exit,3.9,4.925,5.132,10,True
177,SOLUSDT,2024-04-26,2024-05-02,sma_exit,-1.49,139.23,137.58,7,True
178,PROMUSDT,2024-04-26,2024-05-03,sma_exit,4.45,9.901,10.371,8,True
179,DOGEUSDT,2024-04-26,2024-05-03,sma_exit,-1.62,0.148,0.14604,8,True
180,BTCUSDT,2024-04-28,2024-04-29,sma_exit,0.88,63118.62,63866.0,2,True
181,ETHUSDT,2024-04-30,2024-05-03,sma_exit,2.64,3014.05,3102.61,4,True
182,BNBUSDT,2024-04-30,2024-05-03,sma_exit,1.19,578.4,587.0,4,True
183,NEARUSDT,2024-04-30,2024-05-03,sma_exit,10.68,6.194,6.874,4,True
184,BTCUSDT,2024-05-01,2024-05-03,sma_exit,7.44,58364.97,62882.01,3,True
185,TRXUSDT,2024-05-06,2024-05-08,sma_exit,3.32,0.11864,0.12293,3,True
186,ETHUSDT,2024-05-08,2024-05-13,sma_exit,-1.08,2974.21,2950.99,6,True
187,BNBUSDT,2024-05-14,2024-05-17,sma_exit,2.13,567.1,580.9,4,True
188,TRXUSDT,2024-05-18,2024-05-20,sma_exit,0.86,0.12299,0.12442,3,True
189,PEPEUSDT,2024-05-19,2024-05-20,sma_exit,24.26,9.16e-06,1.141e-05,2,True
190,SOLUSDT,2024-05-26,2024-05-27,sma_exit,3.82,163.41,170.15,2,True
191,NEARUSDT,2024-05-30,2024-06-04,sma_exit,1.55,7.285,7.42,6,True
192,DOGEUSDT,2024-05-31,2024-06-04,sma_exit,1.2,0.15898,0.16136,5,True
193,BNBUSDT,2024-05-31,2024-06-01,sma_exit,1.08,593.7,601.9,2,True
194,UNIUSDT,2024-06-02,2024-06-04,sma_exit,21.39,9.422,11.466,3,True
195,SOLUSDT,2024-06-02,2024-06-04,sma_exit,4.99,163.15,171.78,3,True
196,ZECUSDT,2024-06-03,2024-06-04,sma_exit,7.82,25.5,27.57,2,True
197,LINKUSDT,2024-06-06,2024-06-12,sma_exit,-7.5,17.248,16.006,7,True
198,DOGEUSDT,2024-06-07,2024-06-12,sma_exit,-1.64,0.1482,0.14621,6,True
199,PEPEUSDT,2024-06-07,2024-06-11,sma_exit,-0.61,1.278e-05,1.274e-05,5,True
200,NEARUSDT,2024-06-08,2024-06-18,time_exit,-28.34,6.569,4.727,11,True
201,SOLUSDT,2024-06-08,2024-06-16,sma_exit,-4.44,157.83,151.3,9,True
202,BNBUSDT,2024-06-10,2024-06-15,sma_exit,-3.0,625.1,608.2,6,True
203,BTCUSDT,2024-06-11,2024-06-17,sma_exit,-1.5,67314.24,66504.33,7,True
204,ETHUSDT,2024-06-11,2024-06-15,sma_exit,1.74,3497.33,3568.74,5,True
205,BNBUSDT,2024-06-18,2024-06-22,sma_exit,0.12,588.6,591.1,5,True
206,BTCUSDT,2024-06-18,2024-06-27,sma_exit,-5.62,65175.32,61706.47,10,True
207,ETHUSDT,2024-06-23,2024-06-27,sma_exit,0.56,3420.91,3450.44,5,True
208,BNBUSDT,2024-06-24,2024-06-27,sma_exit,2.09,568.1,581.7,4,True
209,PEPEUSDT,2024-07-03,2024-07-08,sma_exit,-11.03,1.025e-05,9.15e-06,6,True
210,TRXUSDT,2024-07-22,2024-07-24,sma_exit,1.14,0.1324,0.1343,3,True
211,PEPEUSDT,2024-07-30,2024-08-08,sma_exit,-22.76,1.131e-05,8.77e-06,10,True
212,TRXUSDT,2024-07-30,2024-08-07,sma_exit,-6.54,0.133,0.1247,9,True
213,SOLUSDT,2024-07-31,2024-08-06,sma_exit,-16.2,171.71,144.4,7,True
214,XRPUSDT,2024-08-02,2024-08-07,sma_exit,6.74,0.5607,0.6002,6,True
215,ZECUSDT,2024-08-04,2024-08-06,sma_exit,3.05,30.79,31.82,3,True
216,ZECUSDT,2024-08-26,2024-09-05,time_exit,-21.64,36.74,28.9,11,True
217,AAVEUSDT,2024-08-27,2024-08-30,sma_exit,9.05,119.98,131.2,4,True
218,XRPUSDT,2024-08-27,2024-08-31,sma_exit,-0.37,0.5666,0.5662,5,True
219,XRPUSDT,2024-09-01,2024-09-02,sma_exit,3.45,0.5472,0.5677,2,True
220,TRXUSDT,2024-09-01,2024-09-07,sma_exit,-2.93,0.1556,0.1515,7,True
221,TRXUSDT,2024-09-13,2024-09-17,sma_exit,0.37,0.149,0.15,5,True
222,ZECUSDT,2024-09-23,2024-09-26,sma_exit,1.76,29.63,30.24,4,True
223,TRXUSDT,2024-09-25,2024-09-26,sma_exit,1.83,0.15,0.1532,2,True
224,AAVEUSDT,2024-09-30,2024-10-04,sma_exit,-3.8,156.73,151.25,5,True
225,BTCUSDT,2024-09-30,2024-10-04,sma_exit,-2.26,63327.59,62086.0,5,True
226,AAVEUSDT,2024-10-09,2024-10-11,sma_exit,2.91,139.44,143.91,3,True
227,TRXUSDT,2024-10-19,2024-10-21,sma_exit,0.78,0.1567,0.1584,3,True
228,AAVEUSDT,2024-10-23,2024-10-27,sma_exit,-1.42,149.61,147.94,5,True
229,BNBUSDT,2024-10-23,2024-10-27,sma_exit,0.44,584.9,589.2,5,True
230,SUIUSDT,2024-10-25,2024-10-29,sma_exit,18.03,1.752,2.0731,5,True
231,ZECUSDT,2024-10-25,2024-10-27,sma_exit,6.34,35.99,38.38,3,True
232,SOLUSDT,2024-11-01,2024-11-05,sma_exit,0.01,166.1,166.62,5,True
233,BNBUSDT,2024-11-01,2024-11-05,sma_exit,-2.03,573.1,563.21,5,True
234,DOGEUSDT,2024-11-03,2024-11-04,sma_exit,4.21,0.15139,0.15822,2,True
235,AAVEUSDT,2024-11-03,2024-11-05,sma_exit,1.93,132.87,135.83,3,True
236,BTCUSDT,2024-11-04,2024-11-05,sma_exit,1.94,67850.01,69372.01,2,True
237,TRXUSDT,2024-11-04,2024-11-09,sma_exit,-0.79,0.1629,0.1621,6,True
238,ZECUSDT,2024-11-12,2024-11-16,sma_exit,6.85,41.98,44.98,5,True
239,UNIUSDT,2024-11-14,2024-11-16,sma_exit,10.72,8.178,9.079,3,True
240,AAVEUSDT,2024-11-14,2024-11-16,sma_exit,6.54,158.13,168.95,3,True
241,BNBUSDT,2024-11-20,2024-11-21,sma_exit,2.42,605.39,621.86,2,True
242,PEPEUSDT,2024-11-20,2024-11-21,sma_exit,10.04,1.876e-05,2.07e-05,2,True
243,SUIUSDT,2024-11-24,2024-11-26,sma_exit,2.6,3.3958,3.4944,3,True
244,BTCUSDT,2024-11-25,2024-11-27,sma_exit,2.77,93010.01,95863.11,3,True
245,PEPEUSDT,2024-11-25,2024-11-27,sma_exit,3.76,1.897e-05,1.974e-05,3,True
246,SOLUSDT,2024-11-25,2024-11-29,sma_exit,3.61,234.18,243.33,5,True
247,SOLUSDT,2024-12-02,2024-12-05,sma_exit,4.18,225.72,235.84,4,True
248,NEARUSDT,2024-12-09,2024-12-12,sma_exit,6.0,6.503,6.913,4,True
249,ADAUSDT,2024-12-09,2024-12-12,sma_exit,11.63,1.0034,1.1231,4,True
250,WLDUSDT,2024-12-09,2024-12-13,sma_exit,5.2,2.926,3.087,5,True
251,SOLUSDT,2024-12-09,2024-12-11,sma_exit,4.62,216.63,227.29,3,True
252,TRXUSDT,2024-12-09,2024-12-12,sma_exit,12.63,0.2629,0.2969,4,True
253,BNBUSDT,2024-12-10,2024-12-12,sma_exit,3.98,676.8,705.77,3,True
254,SUIUSDT,2024-12-10,2024-12-11,sma_exit,17.45,3.7135,4.3728,2,True
255,ETHUSDT,2024-12-10,2024-12-12,sma_exit,6.68,3628.25,3881.61,3,True
256,ENAUSDT,2024-12-10,2024-12-11,sma_exit,15.86,0.902,1.0478,2,False
257,ZECUSDT,2024-12-17,2024-12-20,sma_exit,-1.87,55.28,54.41,4,True
258,PROMUSDT,2024-12-17,2024-12-23,sma_exit,-5.53,6.213,5.888,7,True
259,PEPEUSDT,2024-12-18,2024-12-23,sma_exit,-5.19,1.943e-05,1.848e-05,6,True
260,UNIUSDT,2024-12-18,2024-12-22,sma_exit,-6.43,14.807,13.9,5,True
261,NEARUSDT,2024-12-18,2024-12-23,sma_exit,-4.66,5.687,5.439,6,True
262,ETHUSDT,2024-12-18,2024-12-23,sma_exit,-5.93,3626.8,3422.53,6,True
263,LINKUSDT,2024-12-18,2024-12-23,sma_exit,-1.55,24.86,24.55,6,True
264,ADAUSDT,2024-12-18,2024-12-23,sma_exit,-4.61,0.9681,0.9264,6,True
265,WLDUSDT,2024-12-18,2024-12-23,sma_exit,-3.99,2.413,2.324,6,False
266,BNBUSDT,2024-12-18,2024-12-23,sma_exit,0.83,686.38,694.16,6,False
267,DOGEUSDT,2024-12-18,2024-12-23,sma_exit,-9.59,0.35824,0.32497,6,False
268,AAVEUSDT,2024-12-19,2024-12-23,sma_exit,21.46,314.98,383.53,5,False
269,SUIUSDT,2024-12-19,2024-12-20,sma_exit,12.12,4.0754,4.5815,2,False
270,TRXUSDT,2024-12-19,2024-12-23,sma_exit,0.22,0.2513,0.2526,5,False
271,SOLUSDT,2024-12-19,2024-12-23,sma_exit,-2.21,193.81,190.11,5,False
272,BTCUSDT,2024-12-19,2024-12-24,sma_exit,0.93,97461.86,98663.58,6,False
273,ENAUSDT,2024-12-19,2024-12-20,sma_exit,23.5,0.9542,1.1813,2,False
274,ENAUSDT,2024-12-26,2024-12-30,sma_exit,2.63,0.926,0.9531,5,True
275,SUIUSDT,2024-12-27,2024-12-30,sma_exit,2.06,4.0847,4.1811,4,True
276,ZECUSDT,2024-12-30,2025-01-02,sma_exit,1.74,58.29,59.48,4,True
277,LINKUSDT,2024-12-31,2025-01-01,sma_exit,8.3,20.01,21.73,2,True
278,PEPEUSDT,2025-01-07,2025-01-11,sma_exit,-3.37,1.859e-05,1.802e-05,5,True
279,UNIUSDT,2025-01-07,2025-01-10,sma_exit,2.73,13.531,13.941,4,True
280,AAVEUSDT,2025-01-07,2025-01-12,sma_exit,-6.48,306.88,287.92,6,True
281,LINKUSDT,2025-01-07,2025-01-14,sma_exit,-5.26,21.38,20.32,8,True
282,ETHUSDT,2025-01-08,2025-01-15,sma_exit,3.43,3327.29,3451.52,8,True
283,NEARUSDT,2025-01-08,2025-01-14,sma_exit,-2.22,5.153,5.054,7,True
284,ZECUSDT,2025-01-08,2025-01-13,sma_exit,-3.88,50.24,48.44,6,True
285,ADAUSDT,2025-01-08,2025-01-11,sma_exit,4.84,0.9468,0.9955,4,True
286,ENAUSDT,2025-01-08,2025-01-15,sma_exit,-3.75,0.9768,0.9431,8,False
287,TRXUSDT,2025-01-09,2025-01-15,sma_exit,-1.17,0.2402,0.2381,7,False
288,SOLUSDT,2025-01-09,2025-01-14,sma_exit,1.12,184.95,187.57,6,False
289,DOGEUSDT,2025-01-09,2025-01-11,sma_exit,5.99,0.321,0.3412,3,False
290,PROMUSDT,2025-01-18,2025-01-25,sma_exit,-20.15,6.746,5.407,8,True
