,kapital_start,kapital_ende,gebunden,exposure,n_offen
2025-02-19,195.52928043822513,195.64384841594276,134.63569443876398,0.6885705002187656,62
2025-02-20,195.64384841594276,196.55181890441798,144.9316839616253,0.7407934628923146,67
2025-02-21,196.55181890441798,196.18491813441358,148.55889461386545,0.7558255906352552,74
2025-02-22,196.18491813441358,196.18491813441358,137.97638674565425,0.7032976237812608,68
2025-02-23,196.18491813441358,196.18491813441358,137.97638674565425,0.7032976237812608,68
2025-02-24,196.18491813441358,196.13579031242898,153.1415325390895,0.7805978869087508,82
2025-02-25,196.13579031242898,196.11254366175154,176.49180923448188,0.8998449949055408,94
2025-02-26,196.11254366175154,196.24816383133256,165.76199662970737,0.8452391342983557,89
2025-02-27,196.24816383133256,196.26274214830266,162.7377672026788,0.8292447889731361,86
2025-02-28,196.26274214830266,195.9986899929565,164.0182425896764,0.8357074847437866,88
2025-03-01,195.9986899929565,195.9986899929565,143.61286027238754,0.7327235721705511,72
2025-03-02,195.9986899929565,195.9986899929565,143.61286027238754,0.7327235721705511,72
2025-03-03,195.9986899929565,195.93510026485245,168.05371971349396,0.8574226680776958,77
2025-03-04,195.93510026485245,195.19668597312148,167.96562249845192,0.8572513157234554,81
2025-03-05,195.19668597312148,194.44626162320026,170.02002344454084,0.871019006275304,79
2025-03-06,194.44626162320026,192.69485240948347,160.3856792842909,0.8248329278507176,79
2025-03-07,192.69485240948347,192.01230117082844,132.62376719491772,0.6882579660876849,74
2025-03-08,192.01230117082844,192.01230117082844,120.26166571073338,0.6263227146251409,68
2025-03-09,192.01230117082844,192.01230117082844,120.26166571073338,0.6263227146251409,68
2025-03-10,192.01230117082844,190.2152459502142,144.86427747414058,0.7544531084248531,84
2025-03-11,190.2152459502142,188.97033418537043,135.41986547743545,0.711929607960444,79
2025-03-12,188.97033418537043,188.70133669767452,158.60641451659995,0.8393191195873899,84
2025-03-13,188.70133669767452,188.30277028718876,156.90516504030506,0.8315000189515812,83
2025-03-14,188.30277028718876,188.50805407522824,161.01763756140056,0.8550996744011017,87
2025-03-15,188.50805407522824,188.50805407522824,133.96548512402575,0.7106618641905025,69
2025-03-16,188.50805407522824,188.50805407522824,133.96548512402575,0.7106618641905025,69
2025-03-17,188.50805407522824,188.4171325822096,135.87354962536688,0.7207837898063686,71
2025-03-18,188.4171325822096,188.38115261966348,128.55517923212875,0.6822902857628297,63
2025-03-19,188.38115261966348,188.51646424133494,117.60650142936987,0.6243007848392045,57
2025-03-20,188.51646424133494,188.08343711908432,115.49991366604323,0.6126781240612629,55
2025-03-21,188.08343711908432,188.0461519291489,110.0256904155588,0.5849834100272021,54
2025-03-22,188.0461519291489,188.0461519291489,108.02038899128492,0.5744355195951274,52
2025-03-23,188.0461519291489,188.0461519291489,108.02038899128492,0.5744355195951274,52
2025-03-24,188.0461519291489,188.34441183231084,124.39363114639629,0.6615058583770685,59
2025-03-25,188.34441183231084,188.78747679964022,124.25324086495486,0.6597129145279955,58
2025-03-26,188.78747679964022,188.96280914550368,119.98219695116079,0.6355410802936768,54
2025-03-27,188.96280914550368,189.01939335843926,116.80789798894857,0.6181528445579206,51
2025-03-28,189.01939335843926,188.61963294605812,113.02070559935109,0.5979317973210763,51
2025-03-29,188.61963294605812,188.61963294605812,91.05811334785346,0.4827605267045264,43
2025-03-30,188.61963294605812,188.61963294605812,91.05811334785346,0.4827605267045264,43
2025-03-31,188.61963294605812,188.90931769813653,119.97834454089332,0.636086194564937,68
2025-04-01,188.90931769813653,188.92936459577254,113.40780114494956,0.6003293142277241,66
2025-04-02,188.92936459577254,188.98053469385582,123.73705301778638,0.6549381737589092,67
2025-04-03,188.98053469385582,188.38960133894255,130.2211175913794,0.6890715903748217,69
2025-04-04,188.38960133894255,186.3040661031825,128.42407542885667,0.6816940771470795,80
2025-04-05,186.3040661031825,186.3040661031825,107.62709777886872,0.5776959141582053,73
2025-04-06,186.3040661031825,186.3040661031825,107.62709777886872,0.5776959141582053,73
2025-04-07,186.3040661031825,185.33799018563752,119.335041953436,0.6405391167756026,80
2025-04-08,185.33799018563752,185.07040841607665,118.2728684132631,0.638146924409826,79
2025-04-09,185.07040841607665,184.49770469144858,117.5448360076022,0.635135768130673,79
2025-04-10,184.49770469144858,183.83144492397045,100.03524305294948,0.5422031846967801,63
2025-04-11,183.83144492397045,183.3465846466542,98.96159617516159,0.5383279025853842,54
2025-04-12,183.3465846466542,183.3465846466542,96.03952222212668,0.5238140781690271,51
2025-04-13,183.3465846466542,183.3465846466542,96.03952222212668,0.5238140781690271,51
2025-04-14,183.3465846466542,182.30723866483677,96.03952222212668,0.5238140781690271,51
2025-04-15,182.30723866483677,182.21512081511239,69.77929914374425,0.3827566017388382,25
2025-04-16,182.21512081511239,182.0340458151124,68.8035681349965,0.3775952721553179,24
2025-04-17,182.0340458151124,181.58693377539268,64.22643602057985,0.3528265041464447,24
2025-04-18,181.58693377539268,181.58693377539268,57.98041903612738,0.3192984089254139,22
