periode,rendite_pct,max_dd_pct,fenster_start,fenster_ende,allzeit_max_dd_pct
2022-Krypto-Winter,-3.01,-3.05,2022-09-18,2022-12-31,-46.7
2020-COVID-Crash,,,,,-46.7
