symbol,entry_time,exit_time,entry_price,exit_price,result,pnl_pct,atr_at_entry,vol_at_entry,initial_stop_pct
ZECUSDT,2023-04-09,2023-04-19,39.8,37.809999999999995,stop_loss,-5.3,2.335364086415802,0.04056002754978702,5.0
BTCUSDT,2023-04-10,2023-04-20,29637.34,28155.472999999998,stop_loss,-5.3,1024.5928087349178,0.029515675302659618,5.0
SOLUSDT,2023-04-11,2023-04-19,22.98,21.831,stop_loss,-5.3,1.3148753705495204,0.05770891476943399,5.0
NEARUSDT,2023-04-12,2023-04-19,2.226,2.1147,stop_loss,-5.3,0.13112685191450232,0.05285485213085237,5.0
ADAUSDT,2023-04-13,2023-04-20,0.4251,0.40384499999999995,stop_loss,-5.3,0.019640703978812672,0.036130990151748796,5.0
LINKUSDT,2023-04-14,2023-04-21,7.743,7.35585,stop_loss,-5.3,0.3522394758234392,0.035543842301628624,5.0
BNBUSDT,2023-04-14,2023-04-29,328.9,321.9,time_exit,-2.43,9.345633834736851,0.02429716781771103,5.0
BTCUSDT,2023-06-20,2023-07-05,28307.99,30504.81,time_exit,7.46,931.6722516915298,0.02157050797323264,5.0
TRXUSDT,2023-06-30,2023-07-15,0.0762,0.08082,time_exit,5.76,0.0024090523286753257,0.01942588262708239,5.0
BTCUSDT,2023-07-13,2023-07-17,31454.23,29881.5185,stop_loss,-5.3,900.0406194898094,0.021176405353110852,5.0
ADAUSDT,2023-07-13,2023-07-14,0.3567,0.338865,stop_loss,-5.3,0.01912129831298666,0.03669857121671715,5.0
ETHUSDT,2023-07-13,2023-07-14,2004.49,1904.2655,stop_loss,-5.3,62.50792049759152,0.023846336367516263,5.0
LINKUSDT,2023-07-13,2023-07-14,7.124,6.767799999999999,stop_loss,-5.3,0.32660488089710965,0.0349587693706564,5.0
XRPUSDT,2023-07-13,2023-07-14,0.8153,0.774535,stop_loss,-5.3,0.050654711523467524,0.06321109783315781,5.0
DOGEUSDT,2023-07-13,2023-07-14,0.07042,0.066899,stop_loss,-5.3,0.0032474840198403383,0.028467348177257195,5.0
DOGEUSDT,2023-07-15,2023-07-17,0.07197,0.0683715,stop_loss,-5.3,0.0038016061191480464,0.029040553555891597,5.0
DOGEUSDT,2023-07-21,2023-08-05,0.07322,0.07571,time_exit,3.1,0.004126550527198337,0.027207927466979427,5.0
TRXUSDT,2023-07-22,2023-07-30,0.0839,0.079705,stop_loss,-5.3,0.0028834415247602006,0.020701129597717603,5.0
ADAUSDT,2023-10-01,2023-10-04,0.2659,0.252605,stop_loss,-5.3,0.007818206025793329,0.03096532807002194,5.0
SUIUSDT,2023-10-01,2023-10-02,0.507,0.48164999999999997,stop_loss,-5.3,0.026971322046795764,0.03818501762005153,5.0
NEARUSDT,2023-10-01,2023-10-02,1.16,1.1019999999999999,stop_loss,-5.3,0.04062591194991063,0.0253143824835685,5.0
DOGEUSDT,2023-10-01,2023-10-04,0.06319,0.060030499999999994,stop_loss,-5.3,0.0016925760759311196,0.02627236129507116,5.0
PEPEUSDT,2023-10-01,2023-10-02,8.2e-07,7.79e-07,stop_loss,-5.3,6.692458487635945e-08,0.04836443300993178,5.0
UNIUSDT,2023-10-01,2023-10-02,4.653,4.420349999999999,stop_loss,-5.3,0.16767852340963116,0.029368662084130564,5.0
ZECUSDT,2023-10-01,2023-10-03,28.06,26.656999999999996,stop_loss,-5.3,0.9439426830774932,0.02620153700071215,5.0
XRPUSDT,2023-10-03,2023-10-09,0.539,0.51205,stop_loss,-5.3,0.019431858214268863,0.06557018414094327,5.0
SOLUSDT,2023-10-19,2023-11-03,24.93,39.45,time_exit,57.94,1.266179791575874,0.03273879528399601,5.0
AAVEUSDT,2023-10-21,2023-11-05,70.06,89.09,time_exit,26.86,3.485732363236802,0.029552306104144596,5.0
LINKUSDT,2023-10-21,2023-11-05,8.914,12.231,time_exit,36.91,0.43595060314619416,0.03374371411076186,5.0
DOGEUSDT,2023-10-23,2023-11-07,0.06742,0.07338,time_exit,8.54,0.0020436791730916327,0.022726428728526926,5.0
PEPEUSDT,2023-10-23,2023-10-24,1e-06,9.499999999999999e-07,stop_loss,-5.3,7.343781698211009e-08,0.05649721887829775,5.0
PROMUSDT,2023-10-23,2023-11-07,4.279,4.433,time_exit,3.3,0.17274378968878423,0.045212603668025625,5.0
UNIUSDT,2023-11-01,2023-11-02,4.795,4.55525,stop_loss,-5.3,0.24120238825733864,0.02955304596869052,5.0
PROMUSDT,2023-11-10,2023-11-14,4.509,4.28355,stop_loss,-5.3,0.1567558741041904,0.04383132825299413,5.0
PEPEUSDT,2023-12-04,2023-12-13,1.39e-06,1.3204999999999999e-06,stop_loss,-5.3,1.15585636619656e-07,0.06530958522388709,5.0
XRPUSDT,2023-12-06,2023-12-11,0.64,0.608,stop_loss,-5.3,0.028620135016771072,0.02486523798968373,5.0
AAVEUSDT,2023-12-14,2023-12-17,107.12,101.764,stop_loss,-5.3,6.887112080297805,0.04135148795503848,5.0
WLDUSDT,2023-12-16,2023-12-20,3.812,3.6213999999999995,stop_loss,-5.3,0.3765485649011993,0.07275185888639231,5.0
SUIUSDT,2023-12-23,2023-12-24,0.7534,0.71573,stop_loss,-5.3,0.059981294646396476,0.046203903821829186,5.0
AAVEUSDT,2023-12-27,2023-12-31,112.0,106.39999999999999,stop_loss,-5.3,7.7267239246255555,0.04079065755694277,5.0
BTCUSDT,2024-01-02,2024-01-03,44946.91,42699.5645,stop_loss,-5.3,1489.6736210534377,0.022891983585332263,5.0
BTCUSDT,2024-01-08,2024-01-10,46951.04,44603.488,stop_loss,-5.3,1812.2295594978655,0.024379227866515918,5.0
ETHUSDT,2024-01-10,2024-01-18,2584.38,2455.161,stop_loss,-5.3,120.58764063212027,0.02821242984421272,5.0
TRXUSDT,2024-01-13,2024-01-15,0.11424,0.10852799999999999,stop_loss,-5.3,0.0033795496029239615,0.020415850253159264,5.0
BNBUSDT,2024-02-09,2024-02-24,324.0,381.7,time_exit,17.51,9.53225405756584,0.02782903047984222,5.0
UNIUSDT,2024-02-09,2024-02-24,6.654,11.259,time_exit,68.91,0.31333548455938953,0.044030328032949755,5.0
WLDUSDT,2024-02-12,2024-02-27,2.617,7.181,time_exit,174.1,0.19158455491041532,0.07250530849709957,5.0
NEARUSDT,2024-02-12,2024-02-13,3.381,3.21195,stop_loss,-5.3,0.21643097601933273,0.058800428367707394,5.0
DOGEUSDT,2024-02-14,2024-02-29,0.0855,0.11732,time_exit,36.92,0.0033512365967245826,0.034400503463048564,5.0
NEARUSDT,2024-02-14,2024-02-17,3.334,3.1673,stop_loss,-5.3,0.22582058646564915,0.0583944156863843,5.0
XRPUSDT,2024-02-15,2024-02-21,0.5622,0.53409,stop_loss,-5.3,0.021283235675449312,0.024149719353145242,5.0
SOLUSDT,2024-02-28,2024-03-05,119.03,113.07849999999999,stop_loss,-5.3,6.849355325292842,0.04789044397085696,5.0
LINKUSDT,2024-03-02,2024-03-03,21.398,20.3281,stop_loss,-5.3,1.1807039683927216,0.04066889284420595,5.0
LINKUSDT,2024-03-10,2024-03-12,21.68,20.596,stop_loss,-5.3,1.4613190559874674,0.04027005128494608,5.0
AAVEUSDT,2024-05-20,2024-05-22,98.03,93.1285,stop_loss,-5.3,5.816504465771125,0.054843085573306166,5.0
ADAUSDT,2024-05-20,2024-05-22,0.502,0.4769,stop_loss,-5.3,0.025856789794096818,0.043699232500893796,5.0
ETHUSDT,2024-05-20,2024-06-04,3661.78,3810.23,time_exit,3.75,172.28130969966534,0.03922227526140064,5.0
ZECUSDT,2024-05-20,2024-05-23,25.03,23.7785,stop_loss,-5.3,1.2573526289824912,0.0440962569285406,5.0
UNIUSDT,2024-05-20,2024-05-23,9.328,8.8616,stop_loss,-5.3,0.6056378928978503,0.07140177515328826,5.0
BNBUSDT,2024-05-21,2024-05-23,618.5,587.5749999999999,stop_loss,-5.3,22.956423731251405,0.03790217932069004,5.0
ZECUSDT,2024-05-24,2024-05-26,27.75,26.362499999999997,stop_loss,-5.3,1.4407134640870711,0.044043111696662814,5.0
PROMUSDT,2024-05-25,2024-06-08,10.869,10.32555,stop_loss,-5.3,0.7997524383709103,0.0645098932136855,5.0
BNBUSDT,2024-06-03,2024-06-12,626.4,595.0799999999999,stop_loss,-5.3,18.908005470295006,0.03674798812859927,5.0
TRXUSDT,2024-06-22,2024-07-07,0.11966,0.12466,time_exit,3.88,0.002409331726353733,0.0153480846057914,5.0
SOLUSDT,2024-07-15,2024-07-30,159.38,179.16,time_exit,12.11,9.715283778572626,0.04319760158249517,5.0
AAVEUSDT,2024-08-01,2024-08-02,116.82,110.97899999999998,stop_loss,-5.3,6.96663428405925,0.03869939527808838,5.0
PEPEUSDT,2024-08-23,2024-08-26,9.08e-06,8.625999999999998e-06,stop_loss,-5.3,8.677585368860264e-07,0.06590970475424865,5.0
NEARUSDT,2024-08-23,2024-08-27,4.838,4.5961,stop_loss,-5.3,0.3474960671769733,0.0505949038729989,5.0
DOGEUSDT,2024-08-23,2024-08-26,0.11293,0.1072835,stop_loss,-5.3,0.007058628651000408,0.040166894048749346,5.0
WLDUSDT,2024-08-24,2024-08-25,1.912,1.8163999999999998,stop_loss,-5.3,0.17410613254368865,0.0639308378113945,5.0
WLDUSDT,2024-09-19,2024-09-22,1.597,1.51715,stop_loss,-5.3,0.12546185042477434,0.06434742816612098,5.0
ENAUSDT,2024-09-19,2024-10-04,0.248,0.3096,time_exit,24.54,0.022382049836433562,0.0657538293906875,5.0
SOLUSDT,2024-09-19,2024-10-03,142.89,135.7455,stop_loss,-5.3,7.810994019500522,0.04475082698973256,5.0
ETHUSDT,2024-09-20,2024-10-01,2561.4,2433.33,stop_loss,-5.3,121.24704990265784,0.035068352926537975,5.0
PEPEUSDT,2024-09-20,2024-09-22,8.25e-06,7.8375e-06,stop_loss,-5.3,6.260939147313066e-07,0.06418060260886964,5.0
NEARUSDT,2024-09-21,2024-09-22,4.666,4.4327000000000005,stop_loss,-5.3,0.3055518400443724,0.049990062476300265,5.0
WLDUSDT,2024-09-23,2024-10-01,1.709,1.62355,stop_loss,-5.3,0.1346094312261032,0.06517273511432942,5.0
LINKUSDT,2024-09-24,2024-10-01,12.15,11.5425,stop_loss,-5.3,0.6205722577694324,0.04233905931770651,5.0
ADAUSDT,2024-09-24,2024-10-01,0.3878,0.36840999999999996,stop_loss,-5.3,0.017690790338064883,0.037040117532763296,5.0
PEPEUSDT,2024-09-26,2024-10-02,9.52e-06,9.044e-06,stop_loss,-5.3,6.813972869603525e-07,0.06366938740285648,5.0
DOGEUSDT,2024-09-26,2024-10-01,0.11818,0.11227099999999998,stop_loss,-5.3,0.0056438184867116945,0.04106760737312507,5.0
UNIUSDT,2024-09-26,2024-10-01,7.357,6.9891499999999995,stop_loss,-5.3,0.41925141123287246,0.04406737163744788,5.0
TRXUSDT,2024-09-29,2024-10-14,0.1565,0.1606,time_exit,2.32,0.0026529937967202,0.02164457833690601,5.0
UNIUSDT,2024-10-10,2024-10-13,8.133,7.726349999999999,stop_loss,-5.3,0.4826832527558619,0.043056750827656066,5.0
SUIUSDT,2024-10-11,2024-10-22,2.054,1.9512999999999998,stop_loss,-5.3,0.18297595758402901,0.06650634078769144,5.0
WLDUSDT,2024-10-14,2024-10-15,2.416,2.2952,stop_loss,-5.3,0.2022472404929282,0.06254987064086259,5.0
SOLUSDT,2024-10-20,2024-11-03,167.4,159.03,stop_loss,-5.3,7.521080503831798,0.03854454180548415,5.0
LINKUSDT,2024-10-20,2024-10-23,11.98,11.381,stop_loss,-5.3,0.5760721351005533,0.03936170201480976,5.0
ADAUSDT,2024-10-20,2024-10-23,0.3649,0.346655,stop_loss,-5.3,0.015889397294623592,0.03293231838183716,5.0
TRXUSDT,2024-10-24,2024-11-08,0.1646,0.1609,time_exit,-2.55,0.0026538048588941533,0.021014676552157715,5.0
PROMUSDT,2024-10-25,2024-10-26,8.6,8.17,stop_loss,-5.3,0.722092640069204,0.06336397076442195,5.0
LINKUSDT,2024-10-30,2024-10-31,12.39,11.7705,stop_loss,-5.3,0.6349171561518471,0.04020101752316204,5.0
AAVEUSDT,2024-11-06,2024-11-14,173.71,165.0245,stop_loss,-5.3,11.186949803251881,0.05286012085571715,5.0
SUIUSDT,2024-11-06,2024-11-21,2.3042,3.6252,time_exit,57.03,0.1967577471797083,0.060980679143533084,5.0
ZECUSDT,2024-11-06,2024-11-12,43.24,41.078,stop_loss,-5.3,2.8360800970058992,0.04226340488616598,5.0
UNIUSDT,2024-11-06,2024-11-07,9.288,8.823599999999999,stop_loss,-5.3,0.6666083698676702,0.047737949566070574,5.0
BTCUSDT,2024-11-06,2024-11-21,75571.99,98317.12,time_exit,29.8,2553.2784255214547,0.023302753167576403,5.0
ENAUSDT,2024-11-06,2024-11-21,0.4856,0.5922,time_exit,21.65,0.04799571123816885,0.07555722928250534,5.0
SOLUSDT,2024-11-06,2024-11-21,186.59,256.37,time_exit,37.1,10.015197826445936,0.034631739376621826,5.0
ETHUSDT,2024-11-07,2024-11-22,2895.47,3327.78,time_exit,14.63,128.09631279356603,0.030290205439855774,5.0
ADAUSDT,2024-11-07,2024-11-22,0.4065,1.0175,time_exit,150.01,0.020530682006913367,0.03255054276200326,5.0
BNBUSDT,2024-11-09,2024-11-21,624.66,593.4269999999999,stop_loss,-5.3,21.364049900332972,0.021262660887990923,5.0
WLDUSDT,2024-11-11,2024-11-12,2.492,2.3674,stop_loss,-5.3,0.21103883518475752,0.060679952500556876,5.0
TRXUSDT,2024-11-12,2024-11-13,0.1873,0.17793499999999998,stop_loss,-5.3,0.0047158259051136965,0.02275264055691488,5.0
PROMUSDT,2024-11-25,2024-11-26,6.268,5.954599999999999,stop_loss,-5.3,0.48791480545209587,0.0666880204152883,5.0
ENAUSDT,2024-11-27,2024-12-12,0.7083,1.0363,time_exit,46.01,0.0813451412342382,0.07661924427138354,5.0
PROMUSDT,2024-11-27,2024-12-09,6.496,6.1712,stop_loss,-5.3,0.5767224598030828,0.06798924897314433,5.0
WLDUSDT,2024-11-28,2024-11-29,2.943,2.7958499999999997,stop_loss,-5.3,0.2937870023379366,0.06234959747901392,5.0
BNBUSDT,2024-12-03,2024-12-05,734.64,697.9079999999999,stop_loss,-5.3,37.92672693662243,0.02490414584520803,5.0
SUIUSDT,2024-12-05,2024-12-09,4.2274,4.01603,stop_loss,-5.3,0.36139564285111503,0.05843779776143756,5.0
PEPEUSDT,2024-12-07,2024-12-09,2.489e-05,2.36455e-05,stop_loss,-5.3,2.5920843611251864e-06,0.0701942653244969,5.0
BTCUSDT,2024-12-15,2024-12-19,104463.99,99240.7905,stop_loss,-5.3,3976.854230101089,0.02435934972731131,5.0
BTCUSDT,2025-01-17,2025-01-27,104077.48,98873.60599999999,stop_loss,-5.3,3838.3979906037953,0.026233104654519227,5.0
ETHUSDT,2025-02-23,2025-02-24,2819.69,2678.7055,stop_loss,-5.3,167.89293995845645,0.03377322913918895,5.0
ZECUSDT,2025-03-02,2025-03-03,41.27,39.2065,stop_loss,-5.3,3.398530083988343,0.05924505831854572,5.0
DOGEUSDT,2025-04-22,2025-04-30,0.17863,0.1696985,stop_loss,-5.3,0.011980616662255372,0.05324587724501324,5.0
LINKUSDT,2025-04-22,2025-05-06,14.13,13.4235,stop_loss,-5.3,0.9332558954587786,0.055383480089936904,5.0
PEPEUSDT,2025-04-22,2025-04-24,8.81e-06,8.3695e-06,stop_loss,-5.3,6.801570711808109e-07,0.06708315864366537,5.0
BNBUSDT,2025-04-22,2025-05-04,618.51,587.5844999999999,stop_loss,-5.3,19.166263834787905,0.02899269283703371,5.0
SUIUSDT,2025-04-22,2025-05-07,2.6674,3.3314,time_exit,24.59,0.21346789240551123,0.0654517833910732,5.0
AAVEUSDT,2025-04-22,2025-05-07,158.2,172.12,time_exit,8.5,11.9751668820445,0.06126344193438698,5.0
WLDUSDT,2025-04-22,2025-05-07,0.839,0.929,time_exit,10.43,0.06536055499866926,0.060491872287359714,5.0
ADAUSDT,2025-04-23,2025-05-05,0.6977,0.6628149999999999,stop_loss,-5.3,0.0456422611358948,0.07990017265526801,5.0
UNIUSDT,2025-04-23,2025-04-24,6.033,5.73135,stop_loss,-5.3,0.3958033264230694,0.052887973721783665,5.0
ENAUSDT,2025-04-24,2025-04-28,0.3566,0.33876999999999996,stop_loss,-5.3,0.03292584730569807,0.0801627421874127,5.0
ZECUSDT,2025-05-01,2025-05-03,37.41,35.5395,stop_loss,-5.3,2.944560095840693,0.0504091766828335,5.0
XRPUSDT,2025-05-08,2025-05-23,2.3272,2.2966,time_exit,-1.61,0.10957838434731457,0.05603853568690842,5.0
SOLUSDT,2025-05-08,2025-05-23,164.46,174.01,time_exit,5.51,7.869684693949589,0.057024471521678756,5.0
LINKUSDT,2025-05-08,2025-05-17,15.88,15.086,stop_loss,-5.3,0.8858021686260099,0.05416379014715818,5.0
ADAUSDT,2025-05-08,2025-05-17,0.7693,0.7308349999999999,stop_loss,-5.3,0.04514053192589204,0.07983526985998575,5.0
BNBUSDT,2025-05-08,2025-05-23,629.17,656.98,time_exit,4.12,15.14849649134409,0.027185173339493034,5.0
DOGEUSDT,2025-05-08,2025-05-23,0.19817,0.22521,time_exit,13.34,0.01070171154605781,0.05208120901234229,5.0
TRXUSDT,2025-05-08,2025-05-23,0.2571,0.2688,time_exit,4.25,0.006524087362414412,0.023009185242093312,5.0
PEPEUSDT,2025-05-08,2025-05-23,1.112e-05,1.381e-05,time_exit,23.89,7.868969196399679e-07,0.06824003415630034,5.0
NEARUSDT,2025-05-09,2025-05-17,2.901,2.75595,stop_loss,-5.3,0.1909180980977326,0.05584509944907399,5.0
TRXUSDT,2025-06-05,2025-06-13,0.282,0.26789999999999997,stop_loss,-5.3,0.008170880516652358,0.019359964012892358,5.0
AAVEUSDT,2025-06-09,2025-06-13,283.31,269.1445,stop_loss,-5.3,18.352807200043117,0.050904460745416436,5.0
UNIUSDT,2025-06-10,2025-06-11,8.665,8.231749999999998,stop_loss,-5.3,0.6475400782827219,0.05937328301909724,5.0
ETHUSDT,2025-06-10,2025-06-12,2816.4,2675.58,stop_loss,-5.3,139.33727017653052,0.04312038977484855,5.0
PEPEUSDT,2025-07-09,2025-07-24,1.105e-05,1.239e-05,time_exit,11.83,8.707307165478714e-07,0.06082943982703715,5.0
XRPUSDT,2025-07-09,2025-07-24,2.4038,3.1453,time_exit,30.55,0.0978287459844786,0.02777686624080462,5.0
ENAUSDT,2025-07-09,2025-07-24,0.2874,0.4719,time_exit,63.9,0.02338481158778734,0.06877572144807854,5.0
DOGEUSDT,2025-07-09,2025-07-24,0.18053,0.23218,time_exit,28.31,0.010387960534036744,0.0456692630833208,5.0
ADAUSDT,2025-07-09,2025-07-24,0.6227,0.806,time_exit,29.14,0.03318666789048445,0.035136445670172704,5.0
UNIUSDT,2025-07-09,2025-07-24,8.301,10.124,time_exit,21.66,0.6230048905428943,0.059478725071140645,5.0
TRUMPUSDT,2025-07-10,2025-07-14,9.8,9.31,stop_loss,-5.3,0.49830438184048975,0.06708836049831278,5.0
SOLUSDT,2025-07-10,2025-07-25,164.34,186.76,time_exit,13.34,8.067237197244449,0.034122202066701655,5.0
BNBUSDT,2025-07-10,2025-07-25,685.8,785.45,time_exit,14.23,13.248533009865735,0.016546034151305282,5.0
NEARUSDT,2025-07-10,2025-07-25,2.515,2.855,time_exit,13.22,0.15703664883587817,0.04999348015029292,5.0
WLDUSDT,2025-07-10,2025-07-12,1.068,1.0146,stop_loss,-5.3,0.07940882468511422,0.0636697447652683,5.0
SUIUSDT,2025-07-10,2025-07-11,3.4909,3.3163549999999997,stop_loss,-5.3,0.22353467971533403,0.05314336790874425,5.0
LINKUSDT,2025-07-10,2025-07-25,15.23,18.28,time_exit,19.73,0.7687516035764799,0.03791340165006773,5.0
BTCUSDT,2025-08-13,2025-08-15,123306.43,117141.10849999999,stop_loss,-5.3,2818.464573405292,0.015469592358262044,5.0
AAVEUSDT,2026-03-16,2026-03-18,122.33,116.2135,stop_loss,-5.3,7.953253129220784,0.04625574755741873,5.0
SOLUSDT,2026-03-16,2026-03-18,96.2,91.39,stop_loss,-5.3,5.5120914154891665,0.04022292907132874,5.0
LINKUSDT,2026-03-16,2026-03-18,9.92,9.424,stop_loss,-5.3,0.5175284913217804,0.03830483290401231,5.0
SUIUSDT,2026-03-16,2026-03-17,1.0734,1.0197299999999998,stop_loss,-5.3,0.06663117052417804,0.04852912372337736,5.0
ZECUSDT,2026-03-16,2026-03-18,276.87,263.0265,stop_loss,-5.3,24.211663332302095,0.0687903287786637,5.0
XRPUSDT,2026-03-16,2026-03-18,1.543,1.4658499999999999,stop_loss,-5.3,0.07508003198941056,0.04333008378037211,5.0
ENAUSDT,2026-03-16,2026-03-18,0.1196,0.11362,stop_loss,-5.3,0.008428550497999754,0.049229050109783505,5.0
DOGEUSDT,2026-03-16,2026-03-18,0.10304,0.097888,stop_loss,-5.3,0.006177445909488748,0.04453071775908067,5.0
UNIUSDT,2026-03-16,2026-03-17,4.157,3.94915,stop_loss,-5.3,0.24720729582187906,0.047935272046572976,5.0
ZECUSDT,2026-04-07,2026-04-19,320.78,304.741,stop_loss,-5.3,24.069606487941854,0.07187440852326096,5.0
ETHUSDT,2026-04-07,2026-04-22,2240.01,2374.07,time_exit,5.68,108.01857409735916,0.041217142115985116,5.0
PEPEUSDT,2026-04-07,2026-04-08,3.71e-06,3.5245e-06,stop_loss,-5.3,2.4167126954594626e-07,0.05616471008010361,5.0
PROMUSDT,2026-04-11,2026-04-26,1.186,2.368,time_exit,99.36,0.0756702876499243,0.07304713388016594,5.0
PEPEUSDT,2026-04-13,2026-04-14,3.75e-06,3.5624999999999998e-06,stop_loss,-5.3,2.519035142252855e-07,0.05476802573824077,5.0
TRXUSDT,2026-04-15,2026-04-30,0.3272,0.3266,time_exit,-0.48,0.00507276617058095,0.014153683082426873,5.0
XRPUSDT,2026-04-15,2026-04-30,1.3922,1.3679,time_exit,-2.05,0.05391285641718637,0.04005882296319208,5.0
AAVEUSDT,2026-04-15,2026-04-18,105.53,100.2535,stop_loss,-5.3,6.722982439857312,0.045988191685562056,5.0
TRUMPUSDT,2026-04-16,2026-04-18,3.071,2.91745,stop_loss,-5.3,0.17565241854297603,0.04509535367385596,5.0
SUIUSDT,2026-04-16,2026-04-18,1.0006,0.9505699999999999,stop_loss,-5.3,0.05392587057126025,0.04632787169875308,5.0
BMTUSDT,2026-04-16,2026-04-29,0.01588,0.015085999999999997,stop_loss,-5.3,0.0008870269790877645,0.03280475037661389,5.0
DOGEUSDT,2026-04-16,2026-04-18,0.09921,0.0942495,stop_loss,-5.3,0.004236213723810722,0.04066163454775229,5.0
BNBUSDT,2026-04-16,2026-05-01,635.77,615.34,time_exit,-3.51,19.340864197225415,0.02917782661937684,5.0
SOLUSDT,2026-04-16,2026-04-19,89.05,84.5975,stop_loss,-5.3,4.450865630567097,0.0417926140987612,5.0
PEPEUSDT,2026-04-16,2026-04-18,3.98e-06,3.781e-06,stop_loss,-5.3,2.6208528453095935e-07,0.05530985716838427,5.0
LINKUSDT,2026-04-16,2026-04-19,9.59,9.1105,stop_loss,-5.3,0.4682937355523157,0.03948044257339654,5.0
DOGEUSDT,2026-04-29,2026-05-14,0.10408,0.11546,time_exit,10.63,0.0043088473709821835,0.039852393205569214,5.0
ZECUSDT,2026-05-01,2026-05-16,384.97,511.34,time_exit,32.53,27.324961097193448,0.06796949458162863,5.0
