entry_time,direction,entry_price,exit_time,exit_price,result,pnl_pct_gross,pnl_pct,fib_score,symbol
2016-10-27,long,26.742429325299906,2016-11-11,25.940156445540907,stop_loss,-3.0,-3.3,0.33,NEM
2016-12-01,long,56.514996732356266,2017-04-12,74.73684692382812,time_exit,32.24,31.94,0.33,LLY
2016-12-22,long,71.45999908447266,2017-05-04,116.38999938964844,time_exit,62.87,62.57,0.67,VRTX
2017-01-18,long,9.420000076293944,2017-05-26,11.0,time_exit,16.77,16.47,0.33,AMD
2017-01-23,long,24.246214113183544,2017-06-01,29.652307510375977,time_exit,22.3,22.0,0.33,STX
2017-03-09,long,10.969745546896332,2017-05-03,10.640653180489442,stop_loss,-3.0,-3.3,0.33,FCX
2017-03-20,long,25.70772232083654,2017-07-03,24.936490651211443,stop_loss,-3.0,-3.3,0.33,NEM
2017-06-30,long,16.34753425071483,2017-11-07,18.615562438964844,time_exit,13.87,13.57,0.33,HWM
2017-08-04,long,26.5919931474948,2017-12-12,40.81924057006836,time_exit,53.5,53.2,0.34,MU
2017-08-10,long,22.121321662531457,2017-12-18,30.75886344909668,time_exit,39.05,38.75,0.33,STX
2017-08-24,long,48.41390738610174,2018-01-03,56.0728645324707,time_exit,15.82,15.52,0.66,SLB
2017-10-20,long,98.8207039996438,2017-10-25,95.85608287965448,stop_loss,-3.0,-3.3,0.66,GE
2017-11-06,long,125.8967801255128,2018-03-19,138.51422119140625,time_exit,10.02,9.72,0.33,MCK
2017-11-14,long,50.87837310064564,2018-03-27,54.57881546020508,time_exit,7.27,6.97,0.66,GILD
2017-12-20,long,77.62571374439698,2018-01-19,75.29694233206506,stop_loss,-3.0,-3.3,0.33,GE
2018-02-09,long,129.22747037155142,2018-06-20,145.4493408203125,time_exit,12.55,12.25,0.34,AMGN
2018-02-09,long,40.06832265208281,2018-04-20,38.86627297252033,stop_loss,-3.0,-3.3,0.67,WELL
2018-02-09,long,126.66666412353516,2018-06-20,162.48333740234375,time_exit,28.28,27.98,0.33,ISRG
2018-02-09,long,64.06914703675122,2018-03-20,62.14707262564868,stop_loss,-3.0,-3.3,0.33,GE
2018-03-05,long,314.93761068418894,2018-07-12,380.7715759277344,time_exit,20.9,20.6,0.34,EQIX
2018-03-23,long,60.457405506783246,2018-04-23,58.643683341579745,stop_loss,-3.0,-3.3,0.66,PG
2018-04-02,long,70.8569823163594,2018-08-08,85.13973236083984,time_exit,20.16,19.86,0.33,LOW
2018-04-04,long,27.121999740600582,2018-08-10,34.58700180053711,time_exit,27.52,27.22,0.66,NFLX
2018-04-04,long,9.180253766954662,2018-04-23,8.904846153946021,stop_loss,-3.0,-3.3,0.33,KLAC
2018-04-06,long,9.5,2018-08-14,20.020000457763672,time_exit,110.74,110.44,0.33,AMD
2018-04-06,long,19.49986686475965,2018-05-01,18.914870858816858,stop_loss,-3.0,-3.3,0.33,MRVL
2018-04-06,long,16.004375457763672,2018-04-13,15.52424419403076,stop_loss,-3.0,-3.3,0.67,ANET
2018-04-13,long,24.474138854625444,2018-04-27,23.73991468898668,stop_loss,-3.0,-3.3,0.33,CMCSA
2018-04-18,long,39.80937229254675,2018-08-24,47.17925262451172,time_exit,18.51,18.21,0.67,WFC
2018-05-01,long,119.98135508420856,2018-09-07,135.03440856933594,time_exit,12.55,12.25,0.33,MMM
2018-05-03,long,35.40423303181672,2018-09-11,39.27836990356445,time_exit,10.94,10.64,0.33,USB
2018-05-08,long,36.80166012087085,2018-09-14,45.029273986816406,time_exit,22.36,22.06,0.66,BMY
2018-05-17,long,23.80500030517578,2018-09-25,28.96500015258789,time_exit,21.68,21.38,0.33,MNST
2018-06-25,long,12.29172142784441,2018-10-31,15.215118408203123,time_exit,23.78,23.48,0.33,HWM
2018-06-28,long,14.936443616594678,2018-09-06,14.488350308096837,stop_loss,-3.0,-3.3,0.33,LRCX
2018-07-16,long,16.258315869176137,2018-11-20,18.600589752197266,time_exit,14.41,14.11,0.66,AVGO
2018-07-19,long,50.79693134912485,2018-11-26,56.4447021484375,time_exit,11.12,10.82,0.67,PM
2018-08-21,long,44.09186966340476,2018-10-11,42.769113573502615,stop_loss,-3.0,-3.3,0.33,SCHW
2018-09-05,long,18.478666305541992,2018-09-07,17.92430631637573,stop_loss,-3.0,-3.3,0.33,TSLA
2018-09-12,long,37.44492587273241,2018-10-26,36.32157809655044,stop_loss,-3.0,-3.3,0.34,WDC
2018-10-08,long,25.959999084472656,2018-10-10,25.181199111938476,stop_loss,-3.0,-3.3,0.67,AMD
2018-10-11,long,12.293781791487982,2018-12-19,11.924968337743342,stop_loss,-3.0,-3.3,0.33,LRCX
2018-10-16,long,8.159975256908725,2018-10-23,7.9151759992014625,stop_loss,-3.0,-3.3,0.66,KLAC
2018-10-23,long,29.16142350998968,2018-10-26,28.28658080468999,stop_loss,-3.0,-3.3,0.33,STX
2018-10-24,long,29.67143991135797,2018-12-17,28.78129671401723,stop_loss,-3.0,-3.3,0.33,PWR
2018-10-24,long,51.978720344396166,2018-10-29,50.41935873406428,stop_loss,-3.0,-3.3,0.34,GOOG
2018-10-24,long,88.44043843254317,2018-12-20,85.78722527956688,stop_loss,-3.0,-3.3,0.66,PNC
2018-10-26,long,9.882837184850043,2018-12-10,9.586352069304542,stop_loss,-3.0,-3.3,1.0,FCX
2018-10-26,long,146.60953154408685,2018-12-24,142.21124559776425,stop_loss,-3.0,-3.3,0.66,SPGI
2018-10-26,long,21.484769137841653,2018-12-10,20.840226063706403,stop_loss,-3.0,-3.3,0.34,BAC
2018-10-29,long,71.20907112762102,2018-11-14,69.07279899379239,stop_loss,-3.0,-3.3,0.33,PSX
2018-10-29,long,32.97914050623427,2018-12-19,31.989766291047243,stop_loss,-3.0,-3.3,0.33,MU
2018-10-30,long,129.73110228858803,2018-12-21,125.83916921993038,stop_loss,-3.0,-3.3,0.66,MCO
2018-10-30,long,321.54393477346525,2018-12-20,311.8976167302613,stop_loss,-3.0,-3.3,0.33,EQIX
2018-11-12,long,75.03375498891958,2018-12-19,72.782742339252,stop_loss,-3.0,-3.3,0.33,TXN
2018-11-12,long,30.424974081671056,2018-12-07,29.512224859220925,stop_loss,-3.0,-3.3,0.34,WDC
2018-11-13,long,15.99187506458139,2018-12-17,15.512118812643948,stop_loss,-3.0,-3.3,0.34,WMB
2018-11-14,long,49.501822694324105,2018-11-20,48.01676801349438,stop_loss,-3.0,-3.3,0.33,MPC
2018-11-20,long,44.70659075571077,2019-01-23,43.365393033039446,stop_loss,-3.0,-3.3,0.67,QCOM
2018-11-20,long,328.4405949012434,2019-04-03,403.1951599121094,time_exit,22.76,22.46,0.33,REGN
2018-11-23,long,3.532203292433255,2018-12-19,3.426237193660257,stop_loss,-3.0,-3.3,0.33,NVDA
2018-11-23,long,13.498125076293944,2018-12-17,13.093181324005124,stop_loss,-3.0,-3.3,0.34,ANET
2018-12-10,long,38.71942732261499,2018-12-20,37.55784450293654,stop_loss,-3.0,-3.3,1.0,AAPL
2018-12-24,long,151.8000030517578,2019-05-06,174.75999450683594,time_exit,15.13,14.83,0.34,VRTX
2018-12-24,long,100.40829620837154,2019-05-06,118.57051849365234,time_exit,18.09,17.79,0.33,MCK
2018-12-24,long,31.600000381469727,2019-05-06,53.95000076293945,time_exit,70.73,70.43,0.34,NOW
2018-12-24,long,29.069412435020755,2019-05-06,38.25716400146485,time_exit,31.61,31.31,0.66,MS
2018-12-26,long,23.831371561362296,2019-05-07,34.08888626098633,time_exit,43.04,42.74,0.67,WDC
2018-12-26,long,50.90001229557486,2019-05-07,63.08390045166016,time_exit,23.94,23.64,0.33,VLO
2018-12-31,long,12.272679631021248,2019-05-10,16.945226669311523,time_exit,38.07,37.77,0.67,HWM
2019-01-03,long,17.473227081659378,2019-05-14,21.57005500793457,time_exit,23.45,23.15,0.33,APH
2019-01-03,long,205.87761835372183,2019-05-14,262.2462158203125,time_exit,27.38,27.08,0.67,TMO
2019-01-03,long,207.7540494405374,2019-04-12,201.52142795732127,stop_loss,-3.0,-3.3,0.67,UNH
2019-01-03,long,12.450312614440918,2019-05-14,15.55500030517578,time_exit,24.94,24.64,0.34,ANET
2019-05-01,long,15.43333339691162,2019-05-13,14.970333395004271,stop_loss,-3.0,-3.3,0.33,TSLA
2019-05-15,long,294.54049748268955,2019-07-11,285.70428255820883,stop_loss,-3.0,-3.3,0.33,REGN
2019-05-29,long,84.08391448012877,2019-10-04,100.11058807373048,time_exit,19.06,18.76,0.33,ADI
2019-05-31,long,60.33655575792247,2019-10-08,76.5084457397461,time_exit,26.8,26.5,0.33,PSX
2019-05-31,long,8.679612120904165,2019-08-15,8.41922375727704,stop_loss,-3.0,-3.3,0.33,FCX
2019-06-03,long,13.77400016784668,2019-10-09,15.57800006866455,time_exit,13.1,12.8,0.66,FTNT
2019-06-03,long,26.593808665092425,2019-06-17,25.795994405139652,stop_loss,-3.0,-3.3,0.33,WDC
2019-06-05,long,44.206861819871605,2019-08-05,42.88065596527546,stop_loss,-3.0,-3.3,0.33,COP
2019-06-14,long,57.93578997284095,2019-10-22,67.48622131347656,time_exit,16.48,16.18,0.67,QCOM
2019-06-14,long,3.544662253977464,2019-10-22,4.8589863777160645,time_exit,37.08,36.78,0.67,NVDA
2019-06-17,long,23.2835124888326,2019-08-05,22.58500711416762,stop_loss,-3.0,-3.3,0.34,DELL
2019-06-20,long,34.4156703780195,2019-08-28,33.38320026667891,stop_loss,-3.0,-3.3,0.67,BNY
2019-08-15,long,21.289886445751065,2019-08-28,20.651189852378533,stop_loss,-3.0,-3.3,0.33,DELL
2019-08-15,long,39.44876435188485,2019-12-23,50.75440216064453,time_exit,28.66,28.36,0.33,COP
2019-08-15,long,15.734588756274198,2019-12-23,16.981746673583984,time_exit,7.93,7.63,0.33,WMB
2019-08-28,long,97.27949907438958,2020-01-07,128.4268798828125,time_exit,32.02,31.72,1.0,CAT
2019-08-28,long,25.870208034326257,2020-01-07,34.866851806640625,time_exit,34.78,34.48,0.33,SLB
2019-09-03,long,49.970275207320775,2020-01-10,63.33708190917969,time_exit,26.75,26.45,0.66,PM
2019-09-03,long,30.665000915527344,2019-10-01,29.745050888061524,stop_loss,-3.0,-3.3,0.33,UBER
2019-09-04,long,32.71500015258789,2020-01-13,40.1533317565918,time_exit,22.74,22.44,0.33,PANW
2019-09-09,long,225.34317616326172,2019-09-26,218.58288087836385,stop_loss,-3.0,-3.3,0.66,ELV
2019-09-11,long,16.799999237060547,2019-09-13,16.29599925994873,stop_loss,-3.0,-3.3,0.33,CRWD
2019-10-08,long,40.8205889411328,2019-10-31,39.595971272898815,stop_loss,-3.0,-3.3,0.34,WDC
2019-10-10,long,28.57999992370605,2019-11-06,27.722599925994867,stop_loss,-3.0,-3.3,0.33,UBER
2019-11-05,long,69.32592548498474,2020-02-27,67.24614772043519,stop_loss,-3.0,-3.3,0.33,SBUX
2019-12-17,long,11.880000114440918,2020-03-09,11.52360011100769,stop_loss,-3.0,-3.3,0.66,CRWD
2020-01-30,long,43.25699104485468,2020-02-27,41.95928131350904,stop_loss,-3.0,-3.3,0.33,MPC
2020-02-10,long,76.38662106137622,2020-02-25,74.09502242953494,stop_loss,-3.0,-3.3,0.33,UPS
2020-02-28,long,47.1868809399692,2020-03-09,45.77127451177012,stop_loss,-3.0,-3.3,0.33,MU
2020-02-28,long,36.13388261034303,2020-03-09,35.04986613203274,stop_loss,-3.0,-3.3,0.33,XOM
2020-03-02,long,31.739999771118164,2020-03-06,30.787799777984617,stop_loss,-3.0,-3.3,0.33,UBER
2020-03-03,long,31.749559551994142,2020-03-09,30.79707276543432,stop_loss,-3.0,-3.3,0.33,BNY
2020-03-09,long,11.24796534966454,2020-03-18,10.910526389174603,stop_loss,-3.0,-3.3,0.33,SLB
2020-03-09,long,44.32179481774299,2020-03-12,42.9921409732107,stop_loss,-3.0,-3.3,0.33,INTC
2020-03-09,long,89.11900227602845,2020-03-11,86.4454322077476,stop_loss,-3.0,-3.3,0.33,AXP
2020-03-09,long,63.60479855722737,2020-03-12,61.69665460051055,stop_loss,-3.0,-3.3,0.33,COF
2020-03-09,long,46.49351036321816,2020-03-11,45.09870505232161,stop_loss,-3.0,-3.3,0.33,PSX
2020-03-09,long,25.31945038799737,2020-03-12,24.55986687635745,stop_loss,-3.0,-3.3,0.33,COP
2020-03-09,long,59.8743975963357,2020-03-12,58.07816566844563,stop_loss,-3.0,-3.3,0.34,MRK
2020-03-09,long,11.086874961853027,2020-03-12,10.754268712997437,stop_loss,-3.0,-3.3,0.66,ANET
2020-03-09,long,30.200460032830016,2020-03-12,29.294446231845114,stop_loss,-3.0,-3.3,0.33,MS
2020-03-09,long,19.17772807891657,2020-03-12,18.602396236549072,stop_loss,-3.0,-3.3,0.67,GLW
2020-03-09,long,163.75201163538196,2020-03-12,158.8394512863205,stop_loss,-3.0,-3.3,0.33,META
2020-03-09,long,40.66305558816774,2020-03-12,39.4431639205227,stop_loss,-3.0,-3.3,0.33,C
2020-03-10,long,99.3123580704121,2020-03-12,96.33298732829974,stop_loss,-3.0,-3.3,0.33,DIS
2020-03-12,long,96.18545683997571,2020-03-16,93.29989313477644,stop_loss,-3.0,-3.3,0.34,HCA
2020-03-12,long,17.313856141403328,2020-03-19,16.794440457161226,stop_loss,-3.0,-3.3,0.33,BAC
2020-03-12,long,18.63262618665586,2020-03-16,18.07364740105618,stop_loss,-3.0,-3.3,0.33,MPC
2020-03-12,long,72.59476454225042,2020-03-18,70.4169216059829,stop_loss,-3.0,-3.3,0.33,JPM
2020-03-12,long,71.70897763388436,2020-03-17,69.55770830486783,stop_loss,-3.0,-3.3,0.33,PNC
2020-03-12,long,23.103684458601784,2020-03-16,22.410573924843728,stop_loss,-3.0,-3.3,0.33,WFC
2020-03-12,long,15.161999702453612,2020-03-16,14.707139711380004,stop_loss,-3.0,-3.3,0.67,FTNT
2020-03-12,long,115.68955277796285,2020-03-16,112.21886619462396,stop_loss,-3.0,-3.3,1.0,PH
2020-03-12,long,53.09178295669919,2020-03-16,51.49902946799821,stop_loss,-3.0,-3.3,0.33,SBUX
2020-03-12,long,143.80981564405326,2020-03-16,139.49552117473166,stop_loss,-3.0,-3.3,0.33,LIN
2020-03-12,long,19.924497161671724,2020-03-18,19.32676224682157,stop_loss,-3.0,-3.3,0.67,KKR
2020-03-12,long,128.9746929710326,2020-03-18,125.10545218190161,stop_loss,-3.0,-3.3,0.33,GS
2020-03-12,long,9.661347692706295,2020-03-17,9.371507261925107,stop_loss,-3.0,-3.3,0.33,WMB
2020-03-12,long,25.703123528472265,2020-07-21,32.39127349853516,time_exit,26.02,25.72,0.33,SCHW
2020-03-12,long,54.87162849097328,2020-03-16,53.22547963624408,stop_loss,-3.0,-3.3,0.33,CVX
2020-03-12,long,77.30684260582602,2020-07-21,122.05138397216795,time_exit,57.88,57.58,0.33,CAT
2020-03-12,long,32.67028947000856,2020-03-23,31.690180785908304,stop_loss,-3.0,-3.3,0.67,STX
2020-03-12,long,178.9549975415781,2020-03-16,173.58634761533077,stop_loss,-3.0,-3.3,0.33,MCO
2020-03-12,long,6.328435667581495,2020-03-16,6.138582597554049,stop_loss,-3.0,-3.3,0.33,FCX
2020-03-16,long,14.545299611507534,2020-07-23,21.9536075592041,time_exit,50.93,50.63,0.66,CSX
2020-03-16,long,36.970646280757535,2020-03-23,35.86152689233481,stop_loss,-3.0,-3.3,0.66,SO
2020-03-16,long,53.91106795536782,2020-03-23,52.29373591670679,stop_loss,-3.0,-3.3,0.33,PLD
2020-03-16,long,58.899755058384095,2020-03-20,57.13276240663257,stop_loss,-3.0,-3.3,0.33,DUK
2020-03-16,long,15.139302924250478,2020-07-23,25.00667762756348,time_exit,65.18,64.88,0.67,APH
2020-03-16,long,34.09282725208696,2020-03-20,33.07004243452435,stop_loss,-3.0,-3.3,0.66,KO
2020-03-17,long,7.987500190734863,2020-07-24,25.00749969482422,time_exit,213.08,212.78,0.34,CRWD
2020-03-18,long,10.295964135028656,2020-03-20,9.987085210977796,stop_loss,-3.0,-3.3,0.33,HWM
2020-03-18,long,179.88755208891078,2020-03-23,174.49092552624344,stop_loss,-3.0,-3.3,0.33,UNH
2020-03-18,long,23.50470484225138,2020-03-23,22.799563696983835,stop_loss,-3.0,-3.3,0.33,XOM
2020-03-18,long,21.229400681354424,2020-03-23,20.59251866091379,stop_loss,-3.0,-3.3,0.67,JCI
2020-03-18,long,13.34330427156117,2020-07-27,27.537845611572266,time_exit,106.38,106.08,0.33,AVGO
2020-03-18,long,89.86944035989333,2020-07-27,127.75284576416016,time_exit,42.15,41.85,0.67,ADP
2020-03-18,long,104.12862039535102,2020-07-27,171.55526733398438,time_exit,64.75,64.45,0.34,DHR
2020-03-18,long,20.911666870117188,2020-07-27,41.276668548583984,time_exit,97.39,97.09,0.33,PANW
2020-03-18,long,113.32934159083317,2020-07-27,187.7124938964844,time_exit,65.63,65.33,0.34,CRM
2020-03-18,long,20.249023948069823,2020-07-27,43.20719146728516,time_exit,113.38,113.08,0.33,WELL
2020-03-19,long,45.04319012663551,2020-03-23,43.69189442283644,stop_loss,-3.0,-3.3,0.67,BKNG
2020-03-19,long,103.00316404694604,2020-07-28,130.3084716796875,time_exit,26.51,26.21,0.33,CME
2020-03-19,long,20.349554596048048,2020-07-28,32.24089813232422,time_exit,58.44,58.14,0.33,WDC
2020-03-23,long,83.75114082178087,2020-07-30,119.00828552246094,time_exit,42.1,41.8,0.33,CB
2020-03-23,long,223.515081211478,2020-07-30,322.5628967285156,time_exit,44.31,44.01,0.67,LMT
2020-03-23,long,64.50109960572127,2020-04-02,62.56606661754962,stop_loss,-3.0,-3.3,0.34,MAR
2020-03-23,long,30.103056581570254,2020-07-30,47.47303771972656,time_exit,57.7,57.4,0.33,TJX
2020-03-23,long,37.62047241568487,2020-04-03,36.491858243214324,stop_loss,-3.0,-3.3,0.33,COF
2020-03-23,long,27.60304887439428,2020-07-30,40.98991012573242,time_exit,48.5,48.2,0.33,C
2020-03-23,long,17.278409886742836,2020-07-30,35.546173095703125,time_exit,105.73,105.43,0.67,LRCX
2020-03-23,long,55.89202156268488,2020-07-30,133.54031372070312,time_exit,138.93,138.63,0.67,LOW
2020-03-23,long,25.33414319403788,2020-07-30,44.65493392944336,time_exit,76.26,75.96,0.66,VLO
2020-03-23,long,114.58111247633347,2020-07-30,172.6345672607422,time_exit,50.67,50.37,0.34,GS
2020-03-23,long,125.63136502141012,2020-07-30,229.98956298828125,time_exit,83.07,82.77,0.67,HD
2020-03-23,long,41.28872814540495,2020-07-30,58.00329208374024,time_exit,40.48,40.18,0.34,PM
2020-03-23,long,39.2023461615085,2020-07-30,49.94514083862305,time_exit,27.4,27.1,0.33,RTX
2020-03-23,long,86.70005966578006,2020-07-30,130.37448120117188,time_exit,50.37,50.07,0.33,GD
2020-03-23,long,35.81581271272748,2020-07-30,61.08759307861328,time_exit,70.56,70.26,0.34,AMAT
2020-04-03,long,16.910011358743485,2020-08-12,23.12788963317871,time_exit,36.77,36.47,0.33,BAC
2020-04-03,long,133.60884289256563,2020-08-12,208.7139892578125,time_exit,56.21,55.91,0.33,ACN
2020-04-21,long,35.05825552908174,2020-05-08,34.006507863209286,stop_loss,-3.0,-3.3,0.67,WELL
2020-05-14,long,30.102378386682336,2020-09-22,46.84474182128906,time_exit,55.62,55.32,0.34,WELL
2020-07-09,long,39.53384207858879,2020-09-09,38.34782681623113,stop_loss,-3.0,-3.3,0.33,VLO
2020-07-14,long,20.27879762290569,2020-10-19,19.670433694218517,stop_loss,-3.0,-3.3,0.67,WFC
2020-07-20,long,48.70311320537655,2020-08-03,47.24201980921526,stop_loss,-3.0,-3.3,0.34,PSX
2020-09-17,long,16.428697428461252,2021-01-27,26.852191925048828,time_exit,63.45,63.15,0.33,KLAC
2020-09-17,long,27.811346390823225,2021-01-27,48.675872802734375,time_exit,75.02,74.72,1.0,LRCX
2020-09-21,long,51.519479667450085,2021-01-29,92.25634765625,time_exit,79.07,78.77,0.33,AMAT
2020-09-21,long,537.0915459904668,2020-11-18,520.9787996107527,stop_loss,-3.0,-3.3,0.33,REGN
2020-09-24,long,108.91686408514909,2021-02-03,165.21202087402344,time_exit,51.69,51.39,0.33,HCA
2020-10-02,long,12.821390193759855,2020-10-29,12.436748487947058,stop_loss,-3.0,-3.3,0.66,SLB
