entry_time,direction,entry_price,exit_time,exit_price,result,pnl_pct_gross,pnl_pct,fib_score,symbol
2020-10-02,long,53.348127190285325,2020-10-28,51.747683374576766,stop_loss,-3.0,-3.3,0.67,CVX
2020-10-02,long,117.00946679364884,2021-02-11,145.29513549804688,time_exit,24.17,23.87,0.66,GD
2020-10-30,long,30.112499237060547,2021-03-12,49.75,time_exit,65.21,64.91,0.66,CRWD
2020-12-11,long,467.1714130105671,2021-02-23,453.1562706202501,stop_loss,-3.0,-3.3,0.34,REGN
2020-12-14,long,48.91547661737655,2021-02-23,47.44801231885525,stop_loss,-3.0,-3.3,0.67,NEM
2020-12-15,long,214.489232092238,2021-03-03,208.05455512947086,stop_loss,-3.0,-3.3,0.33,CRM
2021-02-01,long,19.36618222010248,2021-06-10,31.309728622436523,time_exit,61.67,61.37,0.67,SLB
2021-02-23,long,119.50173568080002,2021-03-04,115.91668361037603,stop_loss,-3.0,-3.3,0.66,QCOM
2021-02-26,long,155.02000427246094,2021-03-03,150.3694041442871,stop_loss,-3.0,-3.3,0.34,DASH
2021-03-05,long,59.15352146905847,2021-07-14,65.88016510009766,time_exit,11.37,11.07,0.66,NEE
2021-03-08,long,112.98639210708664,2021-07-15,144.6064453125,time_exit,27.99,27.69,0.34,AAPL
2021-03-25,long,428.3544372722378,2021-08-03,529.5325927734375,time_exit,23.62,23.32,0.33,TMO
2021-03-25,long,200.89440238989087,2021-08-03,237.0292816162109,time_exit,17.99,17.69,0.67,CRM
2021-03-30,long,29.16098606991251,2021-08-06,34.40201950073242,time_exit,17.97,17.67,0.34,FCX
2021-05-13,long,131.27999877929688,2021-09-21,169.2899932861328,time_exit,28.95,28.65,0.66,ABNB
2021-05-17,long,187.0666656494141,2021-09-23,251.2133331298828,time_exit,34.29,33.99,0.33,TSLA
2021-05-19,long,74.2664544498522,2021-07-19,72.03846081635663,stop_loss,-3.0,-3.3,0.34,MU
2021-07-19,long,23.217951554025007,2021-11-23,28.06444549560547,time_exit,20.87,20.57,0.33,SLB
2021-07-19,long,34.009225754225206,2021-09-20,32.98894898159845,stop_loss,-3.0,-3.3,0.34,GLW
2021-07-19,long,58.150001525878906,2021-08-10,56.40550148010254,stop_loss,-3.0,-3.3,0.33,APP
2021-08-20,long,53.75144931594798,2021-12-29,61.4737663269043,time_exit,14.37,14.07,0.33,PSX
2021-09-30,long,175.0476196757684,2022-02-08,218.0924835205078,time_exit,24.59,24.29,0.33,UNP
2021-10-08,long,23.11000061035156,2021-11-10,22.41670059204101,stop_loss,-3.0,-3.3,0.33,PLTR
2021-10-13,long,172.25110681133194,2022-02-22,177.2783966064453,time_exit,2.92,2.62,0.34,CAT
2021-11-26,long,25.57123196103648,2022-04-06,36.97536849975586,time_exit,44.6,44.3,0.33,SLB
2021-12-01,long,35.79999923706055,2022-01-24,34.72599925994873,stop_loss,-3.0,-3.3,0.33,UBER
2021-12-01,long,49.79574966430664,2021-12-03,48.30187717437744,stop_loss,-3.0,-3.3,0.67,CRWD
2021-12-17,long,17.075000762939453,2022-01-05,16.562750740051268,stop_loss,-3.0,-3.3,0.34,HOOD
2021-12-20,long,140.66422491471872,2022-01-21,136.44429816727714,stop_loss,-3.0,-3.3,0.33,DIS
2021-12-20,long,84.52842482735602,2022-04-29,90.7763671875,time_exit,7.39,7.09,0.33,MDT
2021-12-21,long,241.07922361070857,2022-01-05,233.8468469023873,stop_loss,-3.0,-3.3,0.67,CRM
2022-01-24,long,33.5099983215332,2022-02-23,32.50469837188721,stop_loss,-3.0,-3.3,0.33,UBER
2022-01-28,long,226.54684917910967,2022-05-09,219.75044370373638,stop_loss,-3.0,-3.3,0.34,SYK
2022-01-28,long,691.0804015537907,2022-02-22,670.347989507177,stop_loss,-3.0,-3.3,0.33,BLK
2022-01-28,long,21.22893388945279,2022-03-08,20.592065872769204,stop_loss,-3.0,-3.3,0.34,NVDA
2022-01-28,long,139.59816209568322,2022-03-08,135.41021723281273,stop_loss,-3.0,-3.3,0.33,ADI
2022-01-28,long,94.26864435345048,2022-06-08,129.62710571289062,time_exit,37.51,37.21,0.34,PWR
2022-01-28,long,50.54612735544681,2022-03-07,49.0297435347834,stop_loss,-3.0,-3.3,0.66,LRCX
2022-01-28,long,29.030000686645508,2022-02-24,28.159100666046143,stop_loss,-3.0,-3.3,0.33,ANET
2022-01-28,long,355.13019075196866,2022-02-14,344.4762850294096,stop_loss,-3.0,-3.3,0.33,SPGI
2022-01-28,long,140.92799523937035,2022-02-24,136.70015538218922,stop_loss,-3.0,-3.3,0.33,ETN
2022-01-28,long,264.0033264160156,2022-02-23,256.08322662353515,stop_loss,-3.0,-3.3,0.34,TSLA
2022-01-28,long,73.82392748624756,2022-03-11,71.60920966166013,stop_loss,-3.0,-3.3,0.33,MU
2022-01-28,long,134.37399291992188,2022-05-09,130.34277313232423,stop_loss,-3.0,-3.3,0.33,ABNB
2022-01-28,long,99.3499984741211,2022-04-11,96.36949851989746,stop_loss,-3.0,-3.3,0.67,AMD
2022-02-03,long,138.33299255371094,2022-03-08,134.1830027770996,stop_loss,-3.0,-3.3,0.67,AMZN
2022-02-03,long,67.19379062309409,2022-02-18,65.17797690440126,stop_loss,-3.0,-3.3,0.33,MRVL
2022-02-03,long,91.95999908447266,2022-02-24,89.20119911193848,stop_loss,-3.0,-3.3,0.33,DASH
2022-02-04,long,38.267730260241,2022-02-24,37.11969835243377,stop_loss,-3.0,-3.3,0.33,WDC
2022-02-24,long,141.03183253632932,2022-03-07,136.80087756023943,stop_loss,-3.0,-3.3,0.34,QCOM
2022-02-24,long,56.75298488104143,2022-03-08,55.05039533461019,stop_loss,-3.0,-3.3,0.33,JCI
2022-03-01,long,35.44978152340866,2022-07-11,41.59835433959961,time_exit,17.34,17.04,0.33,PFE
2022-03-01,long,55.33918553305734,2022-03-04,53.67900996706562,stop_loss,-3.0,-3.3,0.67,KKR
2022-03-10,long,117.26239500018754,2022-04-27,113.7445231501819,stop_loss,-3.0,-3.3,0.33,COF
2022-03-10,long,43.970001220703125,2022-04-22,42.65090118408203,stop_loss,-3.0,-3.3,0.67,APP
2022-03-14,long,101.04000091552734,2022-04-11,98.00880088806151,stop_loss,-3.0,-3.3,0.67,AMD
2022-03-14,long,31.985018837692827,2022-04-06,31.02546827256204,stop_loss,-3.0,-3.3,0.67,GLW
2022-03-14,long,124.47252726997118,2022-04-20,120.73835145187205,stop_loss,-3.0,-3.3,0.67,DIS
2022-03-25,long,77.98128848629003,2022-04-06,75.64184983170132,stop_loss,-3.0,-3.3,0.67,STX
2022-04-18,long,59.19456498020049,2022-04-22,57.418728030794476,stop_loss,-3.0,-3.3,0.33,MRVL
2022-04-19,long,98.41400146484376,2022-04-22,95.46158142089845,stop_loss,-3.0,-3.3,0.34,NOW
2022-04-28,long,18.559999465942383,2022-05-06,18.00319948196411,stop_loss,-3.0,-3.3,0.33,NFLX
2022-05-02,long,78.79000091552734,2022-05-04,76.42630088806152,stop_loss,-3.0,-3.3,0.33,DASH
2022-05-02,long,399.93460395956265,2022-05-06,387.93656584077576,stop_loss,-3.0,-3.3,0.33,INTU
2022-05-02,long,143.3800048828125,2022-05-09,139.07860473632812,stop_loss,-3.0,-3.3,0.33,BA
2022-05-02,long,37.72499847412109,2022-05-05,36.59324851989745,stop_loss,-3.0,-3.3,0.33,APP
2022-05-02,long,170.1758525023262,2022-05-06,165.0705769272564,stop_loss,-3.0,-3.3,0.33,CRM
