signal_time,entry_time,direction,entry_price,exit_time,exit_price,result,pnl_pct_gross,pnl_pct,fib_score,start_time,wave0,wave1,wave2,wave3,wave4,wave5,symbol,stufe,score_nachbildung,naehe,naehe_fib,gesamtabstand,naehe_weich,entartet,erf_w2_w1,r_w2_w1,d_w2_w1,dfib_w2_w1,erf_w3_w1,r_w3_w1,d_w3_w1,dfib_w3_w1,erf_w4_w3,r_w4_w3,d_w4_w3,dfib_w4_w3,muster_bedingungen,haltedauer_balken
2021-12-06 14:00:00,2021-12-06 22:00:00,long,186.2,2021-12-10 01:00:00,175.028,stop_loss,-6.0,-6.3,0.33,2021-11-20 00:00:00,280.9,218.3,268.8,159.2,206.2,167.9,AAVEUSDT,1,0.33,0.08200212992545046,0.2314901811203315,2.1979971927537894,0.3803532437201969,False,False,0.8067092651757193,4.198462121622362,3.1984621216223608,True,1.7507987220447299,0.7539936102236486,0.6639936102236486,False,0.42883211678832106,1.6415358464153569,0.6415358464153569,-w3-,75.0
2022-02-24 07:00:00,2022-02-24 18:00:00,long,123.3,2022-03-06 18:00:00,119.1,time_exit,-3.41,-3.71,0.67,2022-02-08 06:00:00,192.7,152.8,174.5,125.8,143.1,112.4,AAVEUSDT,2,0.67,0.37000403589288017,0.21112392525292276,0.9290770000302596,0.5843913923040024,False,True,0.543859649122807,0.25661611656259153,1.2566161165625924,False,1.2205513784461162,1.897243107769419,1.987243107769419,True,0.3552361396303901,0.6333717757587681,0.3666282242412318,w2-w4,240.0
2022-05-11 07:00:00,2022-05-11 09:00:00,long,107.1,2022-05-11 11:00:00,100.67399999999999,stop_loss,-6.0,-6.3,0.66,2022-04-28 08:00:00,176.0,137.8,162.2,96.6,118.4,95.7,AAVEUSDT,2,0.66,0.36473353473404097,0.4904801784022938,0.7524611290929749,0.6045072383729673,False,False,0.6387434554973818,1.351583991481048,0.35158399148104696,True,1.717277486910995,0.5863874345549744,0.4963874345549744,True,0.3323170731707319,0.3194119612429026,0.6805880387570974,-w3w4,2.0
2022-06-13 14:00:00,2022-06-13 16:00:00,long,60.4,2022-06-13 23:00:00,56.775999999999996,stop_loss,-6.0,-6.3,0.34,2022-05-31 11:00:00,124.1,100.7,113.4,69.2,77.7,55.2,AAVEUSDT,1,0.34,0.24144091940702306,0.0,1.106215483043901,0.5259406635533739,False,True,0.542735042735043,0.27567724177893077,1.2756772417789317,False,1.8888888888888897,1.4444444444444478,1.3544444444444477,False,0.1923076923076923,1.5985247629083246,2.5985247629083243,w2--,7.0
2022-11-09 23:00:00,2022-11-10 03:00:00,long,62.2,2022-11-12 05:00:00,58.467999999999996,stop_loss,-6.0,-6.3,0.0,2022-11-05 15:00:00,98.4,77.6,87.9,65.6,74.4,56.9,AAVEUSDT,0,0.0,0.0,0.2757130863894165,1.6312567093515637,0.40513917703615165,False,False,0.495192307692308,1.0814863102998638,2.0814863102998644,False,1.0721153846153846,2.6394230769230766,2.7294230769230765,False,0.3946188340807178,1.1728607408317504,0.17286074083175051,---,50.0
2025-01-13 12:00:00,2025-01-13 20:00:00,long,279.15,2025-01-19 17:00:00,344.72598,take_profit,23.49,23.19,0.66,2024-12-28 22:00:00,362.29,306.0,361.28,273.29,300.9,256.18,AAVEUSDT,2,0.66,0.5834061656827751,0.2637774666971568,2.473414194578298,0.6351009694274973,False,False,0.9820572037662099,7.17046108078322,6.170461080783219,True,1.5631550897139797,0.18422455143010213,0.27422455143010216,True,0.3137856574610748,0.06555695152157243,0.9344430484784275,-w3w4,141.0
2025-02-28 08:00:00,2025-03-01 21:00:00,long,195.93,2025-03-03 19:00:00,184.17419999999998,stop_loss,-6.0,-6.3,0.33,2025-02-17 15:00:00,278.68,241.59,269.11,189.51,211.65,178.21,AAVEUSDT,1,0.33,0.1924233037332789,0.0,2.0849079092423373,0.4049154273448765,False,False,0.7419789700727961,3.101338475810105,2.101338475810104,False,2.146131032623349,2.7306551631167433,2.6406551631167434,True,0.2781407035175881,0.4227300888001633,1.4227300888001633,--w4,46.0
2025-04-09 01:00:00,2025-04-09 17:00:00,long,141.68,2025-04-10 15:00:00,133.1792,stop_loss,-6.0,-6.3,0.0,2025-03-24 08:00:00,194.73,151.86,171.46,114.05,136.29,119.84,AAVEUSDT,0,0.0,0.0,0.3087262254439954,1.3678284352764296,0.42770101628493057,False,False,0.45719617448098915,1.725488568118827,2.725488568118828,False,1.3391649171915103,1.3041754140424484,1.3941754140424485,False,0.387388956627765,1.0738213236680139,0.07382132366801378,---,22.0
2026-02-06 00:00:00,2026-02-06 01:00:00,long,105.79,2026-02-16 01:00:00,125.84,time_exit,18.95,18.65,0.67,2026-01-14 19:00:00,180.37,145.52,163.94,115.66,131.04,92.25,AAVEUSDT,2,0.67,0.4509923326369325,0.0436457044712536,0.5733979112655059,0.6753895473280874,False,True,0.5285509325681489,0.5160858886754416,1.5160858886754425,False,1.385365853658537,1.0731707317073154,1.1631707317073154,True,0.31855840927920454,0.13093711341376077,0.8690628865862392,w2-w4,240.0
2021-09-21 21:00:00,2021-09-22 07:00:00,long,2.145,2021-10-02 09:00:00,2.218,time_exit,3.4,3.1,0.34,2021-09-12 18:00:00,2.789,2.309,2.582,1.97,2.229,1.9101,ADAUSDT,1,0.34,0.2782485875706244,0.20027828741072126,1.11822453744803,0.5430286727137524,False,True,0.5687499999999994,0.1652542372881268,0.8347457627118742,False,1.2749999999999997,1.6250000000000016,1.7150000000000014,False,0.42320261437908524,1.564419375055962,0.5644193750559621,w2--,242.0
2022-06-14 02:00:00,2022-06-14 03:00:00,long,0.4781,2022-06-15 08:00:00,0.449414,stop_loss,-6.0,-6.3,0.0,2022-06-08 16:00:00,0.6696,0.4975,0.5497,0.4366,0.495,0.4369,ADAUSDT,0,0.0,0.0,0.0,3.962774603927335,0.2076248323216566,False,False,0.30331202789076106,4.333694442529473,5.333694442529474,False,0.6571760604299826,4.714119697850086,4.804119697850086,False,0.5163572060123786,2.8405096714024456,1.8405096714024456,---,29.0
2023-06-20 14:00:00,2023-06-21 01:00:00,long,0.2783,2023-06-28 19:00:00,0.261602,stop_loss,-6.0,-6.3,0.34,2023-04-26 16:00:00,0.4193,0.3485,0.3863,0.22,0.2896,0.2522,ADAUSDT,1,0.34,0.19151584793641593,0.16657193771502707,1.8900289751771793,0.43742106423609767,False,True,0.5338983050847456,0.4254524561907522,1.4254524561907531,False,2.348870056497174,3.7443502824858674,3.6543502824858676,False,0.4185207456404091,1.5002841868549188,0.5002841868549188,w2--,186.0
2024-04-13 21:00:00,2024-04-13 22:00:00,long,0.4463,2024-04-23 22:00:00,0.4997,time_exit,11.97,11.67,0.67,2024-03-26 10:00:00,0.6837,0.5588,0.6242,0.45,0.5164,0.3994,ADAUSDT,2,0.67,0.13722516422251482,0.3295482545124739,0.8715818814139951,0.5404869938537596,False,True,0.5236188951160929,0.599679743795034,1.599679743795035,False,1.394715772618094,1.0264211369095295,1.1164211369095296,True,0.3811710677382318,0.9886447635374216,0.011355236462578392,w2-w4,240.0
2024-07-05 04:00:00,2024-07-05 11:00:00,long,0.3488,2024-07-15 11:00:00,0.4316,time_exit,23.74,23.44,0.0,2024-05-21 14:00:00,0.5106,0.4406,0.49,0.3575,0.4235,0.3165,ADAUSDT,0,0.0,0.0,0.0,2.180520135736736,0.3237027572490436,False,False,0.7057142857142851,2.4866828087166972,1.4866828087166963,False,1.8928571428571412,1.4642857142857053,1.3742857142857052,False,0.4981132075471698,2.5905918842078055,1.5905918842078053,---,240.0
2024-12-10 18:00:00,2024-12-10 21:00:00,long,1.0092,2024-12-19 01:00:00,0.948648,stop_loss,-6.0,-6.3,0.67,2024-12-03 03:00:00,1.3264,1.1138,1.2445,0.91,1.0378,0.91,ADAUSDT,2,0.67,0.3072133552306375,0.9070907576831441,0.6930733126646067,0.6321275769355531,False,True,0.6147695202257759,0.9452461055216267,0.054753894478374275,True,1.573377234242708,0.13311382878646077,0.22311382878646083,False,0.3820627802690585,1.0008600036857327,0.000860003685732633,w2w3-,196.0
2025-02-04 07:00:00,2025-02-04 19:00:00,long,0.752,2025-02-06 15:00:00,0.70688,stop_loss,-6.0,-6.3,0.34,2025-01-20 08:00:00,1.1014,0.8568,0.9886,0.506,0.8245,0.715,ADAUSDT,1,0.34,0.21942893043410158,0.0,2.3381880267567143,0.4221762384323704,False,True,0.5388389206868359,0.3417132086976953,1.3417132086976962,False,1.9730171708912516,1.865085854456257,1.7750858544562569,False,0.659966846249482,4.807765017116191,3.807765017116191,w2--,44.0
2025-02-28 08:00:00,2025-02-28 18:00:00,long,0.6334,2025-03-02 15:00:00,0.7883943999999999,take_profit,24.47,24.17,0.33,2025-02-13 22:00:00,0.8309,0.7328,0.8187,0.6302,0.6954,0.5801,ADAUSDT,1,0.33,0.16489226408924,0.16844106924409333,2.4931990413352967,0.4016261283836524,False,False,0.8756371049949032,5.366730593133954,4.366730593133953,False,1.9215086646279314,1.6075433231396559,1.5175433231396558,True,0.34588859416445644,0.50532320773228,0.49467679226772,--w4,45.0
2025-03-04 15:00:00,2025-03-04 16:00:00,long,0.8734,2025-03-07 00:00:00,0.820996,stop_loss,-6.0,-6.3,0.0,2025-03-03 00:00:00,1.1747,0.9265,1.033,0.7576,0.9108,0.7941,ADAUSDT,0,0.0,0.0,0.0,2.6804500529641744,0.2766413198780954,False,False,0.42908944399677634,2.201873830563112,3.201873830563113,False,1.1095890410958895,2.452054794520552,2.5420547945205523,False,0.5562817719680467,3.387421533808859,2.387421533808859,---,56.0
2025-04-09 01:00:00,2025-04-09 17:00:00,long,0.6369,2025-04-10 15:00:00,0.5986859999999999,stop_loss,-6.0,-6.3,0.34,2025-03-26 08:00:00,0.7744,0.6296,0.7098,0.511,0.6201,0.5366,ADAUSDT,1,0.34,0.304335611948684,0.0,1.5023948538451444,0.5405518847903376,False,True,0.553867403314917,0.08699316415394787,1.0869931641539488,False,1.3729281767955805,1.1353591160220973,1.2253591160220973,False,0.5487927565392353,3.2848322813593875,2.2848322813593875,w2--,22.0
2025-10-11 21:00:00,2025-10-12 14:00:00,long,0.6608,2025-10-17 06:00:00,0.621152,stop_loss,-6.0,-6.3,0.0,2025-09-18 18:00:00,0.9386,0.7542,0.8924,0.2737,0.6832,0.6092,ADAUSDT,0,0.0,0.0,0.0,5.612661811253761,0.17007239747021977,False,False,0.7494577006507591,3.2280966211993083,2.2280966211993074,False,3.3552060737527114,8.776030368763553,8.686030368763554,False,0.6618716663972847,4.83385844379842,3.8338584437984196,---,112.0
2025-12-01 15:00:00,2025-12-02 15:00:00,long,0.4283,2025-12-12 15:00:00,0.4084,time_exit,-4.65,-4.95,0.34,2025-10-27 02:00:00,0.6938,0.4898,0.6069,0.3876,0.439,0.3707,ADAUSDT,1,0.34,0.24847679184668145,0.08485654148665156,1.3005774321578822,0.5224894062553536,False,True,0.5740196078431373,0.2545696244599557,0.7454303755400453,False,1.0750000000000002,2.6249999999999987,2.7149999999999985,False,0.23438212494300048,1.0221626720136918,2.022162672013692,w2--,240.0
