ts_entries_total,vb_stop_loss_exits_total,ts_entries_near_vb_failure_beobachtet,anteil_beobachtet_pct,ts_entries_near_vb_failure_zufalls_baseline,anteil_zufalls_baseline_pct,faktor_ueber_zufall
12069,805,347,2.88,192.7,1.6,1.8
