periode,ts_baseline_rendite_pct,ts_baseline_max_dd_pct,ts_alt_limit15_rendite_pct,ts_alt_limit15_max_dd_pct,vol_breakout_rendite_pct,vol_breakout_max_dd_pct
2022-Krypto-Winter,-19.16,-24.92,-20.44,-26.15,-12.35,-16.55
