ts_entries_total,vb_stop_loss_exits_total,ts_entries_near_vb_failure_beobachtet,anteil_beobachtet_pct,ts_entries_near_vb_failure_zufalls_baseline,anteil_zufalls_baseline_pct,faktor_ueber_zufall
1599,251,178,11.13,127.8,7.99,1.39
